time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_C0,Current_temp_C1,Current_temp_C2,Current_temp_C3,Current_temp_C4,Current_temp_C5,Current_temp_C6,Current_temp_C7_Ableiterplus,Target_temp_C0,Target_temp_C1,Target_temp_C2,Target_temp_C3,Target_temp_C4,Target_temp_C5,Target_temp_C6,Target_temp_C7_Ableiterplus,kp_C0,kp_C1,kp_C2,kp_C3,kp_C4,kp_C5,kp_C6,kp_C7_Ableiterplus,ki_C0,ki_C1,ki_C2,ki_C3,ki_C4,ki_C5,ki_C6,ki_C7_Ableiterplus,kd_C0,kd_C1,kd_C2,kd_C3,kd_C4,kd_C5,kd_C6,kd_C7_Ableiterplus,Output_C0,Output_C1,Output_C2,Output_C3,Output_C4,Output_C5,Output_C6,Output_C7_Ableiterplus,BaSyTec Line.Loop_C0,BaSyTec Line.Loop_C1,BaSyTec Line.Loop_C2,BaSyTec Line.Loop_C3,BaSyTec Line.Loop_C4,BaSyTec Line.Loop_C5,BaSyTec Line.Loop_C6,BaSyTec Line.Loop_C7_Ableiterplus
20250128 _165721,45685.7065007176,1738083441.66261,00:00:00,25,25,25.01,25.01,25,25,24.83,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.97,10.17,10.47,10.79,12.39,11.69,23.32,23.5,.,.,.,.,.,.,.,.
20250128 _165722,45685.706512419,1738083442.67367,00:00:00,25.01,25,25.01,25.01,25,24.99,24.68,24.91,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.68,10.26,10.43,12.47,10.68,10.14,23.46,23.58,.,.,.,.,.,.,.,.
20250128 _165723,45685.7065241435,1738083443.68667,00:00:00,25.01,24.99,25,25,25,24.99,24.83,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.62,10.51,10.71,10.81,10.78,10.2,8.61,8.28,.,.,.,.,.,.,.,.
20250128 _165724,45685.7065357755,1738083444.69117,00:00:00,24.99,25,24.99,24.99,24.99,25,25.19,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,12.01,8.7,10.97,12.77,12.61,10.13,-5.01,-7.45,.,.,.,.,.,.,.,.
20250128 _165725,45685.7065473727,1738083445.69376,00:00:00,24.99,25,24.99,24.99,25,25,25.31,25.07,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.37,8.51,11.04,11.07,9.01,10.16,0.24,4.64,.,.,.,.,.,.,.,.
20250128 _165726,45685.7065590972,1738083446.70631,00:00:00,24.99,25,25,25,25.01,25,25.08,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.36,10.22,10.76,10.99,10.58,10.07,16.69,23.23,.,.,.,.,.,.,.,.
20250128 _165727,45685.7065706944,1738083447.70835,00:00:00,25,25,25.01,25.01,25,25,24.82,24.95,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.15,10.2,10.64,10.76,10.55,10.07,23.99,20.92,.,.,.,.,.,.,.,.
20250128 _165728,45685.7065822685,1738083448.70884,00:00:00,25.01,25,25.01,25.01,25,25,24.68,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,7.66,10.41,10.6,10.68,10.75,11.75,22.06,18.55,.,.,.,.,.,.,.,.
20250128 _165729,45685.7065940046,1738083449.72264,00:00:00,25.01,24.99,25,25,24.99,25,24.93,25.03,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,11.6,10.56,10.67,12.72,10.9,10.06,3.07,-3.99,.,.,.,.,.,.,.,.
20250128 _165730,45685.7066057523,1738083450.73705,00:00:00,25,25,25,24.99,24.99,25,25.25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.95,10.5,10.78,9.42,10.94,10.06,-5.57,-4.26,.,.,.,.,.,.,.,.
20250128 _165731,45685.7066174769,1738083451.75006,00:00:00,24.99,25,25,24.99,25,25,25.27,24.98,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.26,10.29,10.81,11.11,10.84,9.93,3.34,20.17,.,.,.,.,.,.,.,.
20250128 _165732,45685.706629213,1738083452.76494,00:00:00,24.99,25.01,25.01,25.01,25,25,24.97,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.21,8.4,10.59,10.79,10.72,9.9,20.31,23.45,.,.,.,.,.,.,.,.
20250128 _165733,45685.7066409606,1738083453.7798,00:00:00,25.01,25.01,25.01,25.01,25,25,24.7,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,7.91,10.1,10.55,10.61,10.71,9.87,22.61,-0.29,.,.,.,.,.,.,.,.
20250128 _165734,45685.7066525579,1738083454.78164,00:00:00,25.01,25,25,25.01,25,25,24.72,24.96,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.69,10.18,10.62,12.39,10.7,9.85,16.62,6.4,.,.,.,.,.,.,.,.
20250128 _165735,45685.706664294,1738083455.79598,00:00:00,25,25,24.99,24.99,25,25,25.05,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,11.81,10.39,10.85,10.98,10.81,9.81,-1.54,-7.75,.,.,.,.,.,.,.,.
20250128 _165736,45685.7066759143,1738083456.79937,00:00:00,24.99,24.99,24.99,24.99,25,25,25.31,25.04,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.1,10.54,11.03,11.16,10.69,10.02,-6.11,12.28,.,.,.,.,.,.,.,.
20250128 _165737,45685.7066876505,1738083457.81351,00:00:00,24.99,25,25,24.99,25,24.99,25.19,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.29,8.61,9.1,11.12,10.67,10.18,7.95,23.11,.,.,.,.,.,.,.,.
20250128 _165738,45685.7066993866,1738083458.82718,00:00:00,25,25,25.01,25.01,25.01,25,24.94,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.09,10.25,10.64,9.08,10.54,10.11,21.84,24.76,.,.,.,.,.,.,.,.
20250128 _165739,45685.7067109722,1738083459.82849,00:00:00,25.01,25,25.01,25.01,25.01,25,24.69,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.7,10.21,10.6,10.53,10.5,10.02,23.04,13.94,.,.,.,.,.,.,.,.
20250128 _165740,45685.7067227083,1738083460.84242,00:00:00,25.01,25,25,25.01,24.99,25,24.8,25.06,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.62,10.18,10.67,10.67,10.82,10.01,9.38,-8.16,.,.,.,.,.,.,.,.
20250128 _165741,45685.706734456,1738083461.85743,00:00:00,25,25,24.99,24.99,24.99,25,25.16,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.95,10.4,10.88,10.99,11.1,10.12,-3.15,-4.06,.,.,.,.,.,.,.,.
20250128 _165742,45685.7067462037,1738083462.87254,00:00:00,24.99,25,25,24.99,24.99,25,25.32,24.95,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.37,8.69,10.82,11.17,10.97,10.01,-2.15,21.55,.,.,.,.,.,.,.,.
20250128 _165743,45685.7067579514,1738083463.88736,00:00:00,24.99,25,25,25,25.01,25,25.1,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.36,10.35,10.73,11,8.83,9.9,13.54,17.07,.,.,.,.,.,.,.,.
20250128 _165744,45685.706769537,1738083464.88805,00:00:00,25,25,25.01,25.01,25.01,25,24.84,24.88,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.15,10.23,8.85,10.77,10.35,9.88,23.31,23.18,.,.,.,.,.,.,.,.
20250128 _165745,45685.7067811343,1738083465.89085,00:00:00,25.01,25,25.01,25.01,25,25,24.68,24.97,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.74,10.18,10.55,10.6,10.61,9.95,21.92,4.52,.,.,.,.,.,.,.,.
20250128 _165746,45685.7067927546,1738083466.89473,00:00:00,25.01,25,24.99,25,24.99,25,24.9,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.63,10.27,10.86,10.88,10.96,9.94,3.65,-9.33,.,.,.,.,.,.,.,.
20250128 _165747,45685.7068043403,1738083467.89565,00:00:00,25,24.99,24.99,24.99,24.99,25,25.24,25.06,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,11.91,10.51,10.91,11.13,11.03,9.94,-6.86,6.14,.,.,.,.,.,.,.,.
20250128 _165748,45685.706816088,1738083468.91009,00:00:00,24.99,25,25,24.99,25,25,25.29,24.91,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.23,10.44,10.73,11.21,10.87,9.81,3.06,25.04,.,.,.,.,.,.,.,.
20250128 _165749,45685.7068276736,1738083469.91119,00:00:00,24.99,25,25.01,25,25.01,25,25.01,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.32,10.23,10.6,11.03,10.64,9.89,18.8,14.29,.,.,.,.,.,.,.,.
20250128 _165750,45685.7068394097,1738083470.92564,00:00:00,25,25,25.01,25.01,25.01,24.99,24.77,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.12,10.21,12.21,10.8,10.48,10.13,26.15,21.21,.,.,.,.,.,.,.,.
20250128 _165751,45685.7068511458,1738083471.93987,00:00:00,25.01,25,25,25.01,25,24.99,24.7,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.85,10.17,10.75,10.62,10.65,10.19,17.21,-1.8,.,.,.,.,.,.,.,.
20250128 _165752,45685.7068627546,1738083472.94266,00:00:00,25.01,24.99,24.99,25,24.99,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.66,10.51,9.25,10.77,10.89,10.14,0.41,-4.52,.,.,.,.,.,.,.,.
20250128 _165753,45685.7068744792,1738083473.95577,00:00:00,25,24.99,25,24.99,24.99,25,25.3,24.98,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.85,10.57,10.84,11.1,10.95,10.17,-2.52,20.73,.,.,.,.,.,.,.,.
20250128 _165754,45685.706886088,1738083474.95844,00:00:00,24.99,25,25.01,24.99,25,25,25.24,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.12,10.39,10.62,11.17,10.75,8.39,6.46,22.49,.,.,.,.,.,.,.,.
20250128 _165755,45685.7068978125,1738083475.9714,00:00:00,24.99,25.01,25.01,25,25.01,25,24.92,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.17,10.02,10.46,11,10.59,9.94,20.17,-0.72,.,.,.,.,.,.,.,.
20250128 _165756,45685.7069093981,1738083476.97233,00:00:00,25,25.01,25,25.01,25,25,24.71,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.07,9.96,10.63,10.76,10.67,9.92,26.81,7.15,.,.,.,.,.,.,.,.
20250128 _165757,45685.7069211458,1738083477.98766,00:00:00,25,25,24.99,25.01,24.99,25,24.75,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.94,10.12,10.86,12.42,12.69,9.89,13.5,-9.69,.,.,.,.,.,.,.,.
20250128 _165758,45685.7069327315,1738083478.98849,00:00:00,25,24.99,24.99,25,24.99,25,25.09,25.08,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.92,10.47,10.91,10.88,11.07,9.85,-3.47,4.21,.,.,.,.,.,.,.,.
20250128 _165800,45685.7069444792,1738083480.0036,00:00:00,25,24.99,25,24.99,25,25.01,25.32,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,11.99,10.53,10.73,11.14,10.77,9.7,-3.98,22.46,.,.,.,.,.,.,.,.
20250128 _165801,45685.706956088,1738083481.00679,00:00:00,25,25,25.01,24.99,25.01,25,25.17,24.91,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.89,8.59,10.48,11.11,10.38,9.75,10.88,16.44,.,.,.,.,.,.,.,.
20250128 _165802,45685.7069677662,1738083482.01533,00:00:00,25.01,25.01,25.01,25,25.01,24.99,24.83,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.6,10.12,10.54,10.9,10.52,10.08,26.39,-7.71,.,.,.,.,.,.,.,.
20250128 _165803,45685.7069796412,1738083483.04135,00:00:00,25.01,25.01,25,25.01,24.99,24.99,24.68,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.66,10.07,10.74,10.65,10.85,10.13,23.6,-2.3,.,.,.,.,.,.,.,.
20250128 _165804,45685.706991331,1738083484.051,00:00:00,25,25,24.99,25.01,24.99,25,24.82,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.87,10.25,10.88,10.69,11.03,10.07,8.96,-7.09,.,.,.,.,.,.,.,.
20250128 _165805,45685.7070029514,1738083485.05575,00:00:00,24.99,24.99,25,24.99,25,25,25.18,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.16,10.49,10.83,12.74,9.17,10.1,-7.03,15.46,.,.,.,.,.,.,.,.
20250128 _165806,45685.7070146759,1738083486.0684,00:00:00,24.99,25,25.01,24.99,25.01,25,25.31,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.24,8.54,10.62,11.03,10.53,10,0.32,25.08,.,.,.,.,.,.,.,.
20250128 _165807,45685.7070264005,1738083487.08192,00:00:00,25,25,25.01,25,25.01,25,25.08,24.95,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.06,10.18,10.46,10.97,10.32,9.99,16.6,4.35,.,.,.,.,.,.,.,.
20250128 _165808,45685.7070381366,1738083488.09546,00:00:00,25.01,25.01,25.01,25.01,25,25,24.75,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,7.71,10.01,10.52,10.75,10.59,9.86,24.79,-8.62,.,.,.,.,.,.,.,.
20250128 _165809,45685.7070497454,1738083489.09842,00:00:00,25.01,25,25,25.01,24.99,25,24.68,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.61,10.21,10.73,10.6,10.82,9.83,22.03,-6.6,.,.,.,.,.,.,.,.
20250128 _165810,45685.7070614699,1738083490.1115,00:00:00,25,24.99,24.99,25,24.99,25,24.92,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.93,10.45,10.88,10.65,10.99,9.8,0.71,-1.09,.,.,.,.,.,.,.,.
20250128 _165811,45685.7070731366,1738083491.11934,00:00:00,24.99,24.99,25,24.99,25,25,25.25,24.96,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.22,10.51,10.81,10.98,10.82,10.01,-5.19,22.3,.,.,.,.,.,.,.,.
20250128 _165812,45685.7070847801,1738083492.12509,00:00:00,24.99,25,25.01,24.99,25,24.99,25.27,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.31,10.33,10.59,11.03,10.71,10.18,5.73,19.77,.,.,.,.,.,.,.,.
20250128 _165813,45685.7070963889,1738083493.12835,00:00:00,25,25,25.01,25,25,25,24.99,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.98,11.95,10.54,10.96,10.7,8.33,19.99,-5.8,.,.,.,.,.,.,.,.
20250128 _165814,45685.707108125,1738083494.14228,00:00:00,25.01,25.01,25,25.01,25.01,25,24.7,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.56,10.04,10.62,10.72,10.55,9.88,27.05,-8.23,.,.,.,.,.,.,.,.
20250128 _165815,45685.7071196991,1738083495.14299,00:00:00,25.01,25,25,25.01,25,25,24.77,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.58,10.34,9.09,10.65,10.62,9.85,12.77,15.69,.,.,.,.,.,.,.,.
20250128 _165816,45685.7071313426,1738083496.1485,00:00:00,25,24.99,24.99,25,24.99,25,25.02,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.78,10.48,10.88,12.58,10.84,9.82,-2.97,6.17,.,.,.,.,.,.,.,.
20250128 _165817,45685.7071430787,1738083497.16255,00:00:00,24.99,24.99,25,24.99,24.99,25,25.3,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.17,8.8,10.69,11.09,11.02,9.9,-5.46,23.41,.,.,.,.,.,.,.,.
20250128 _165818,45685.7071546759,1738083498.16414,00:00:00,24.99,25,25.01,24.99,25,25,25.22,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,10.25,10.35,10.45,11.05,10.85,11.8,6.85,14.54,.,.,.,.,.,.,.,.
20250128 _165819,45685.7071663889,1738083499.17656,00:00:00,25,25.01,25.01,25,25.01,25,24.9,25.06,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.91,10.09,10.38,10.85,8.8,10.06,20.95,-8.21,.,.,.,.,.,.,.,.
20250128 _165820,45685.7071782176,1738083500.19819,00:00:00,25,25.01,25,25.01,25.01,25,24.68,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.9,9.9,10.56,10.59,10.54,9.85,23.73,-2.67,.,.,.,.,.,.,.,.
20250128 _165821,45685.7071899653,1738083501.21338,00:00:00,25,25,24.99,25.01,25,25,24.85,24.97,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.87,10.19,10.79,10.62,10.74,9.82,5.39,21.46,.,.,.,.,.,.,.,.
20250128 _165822,45685.7072016898,1738083502.22682,00:00:00,25,24.99,24.99,24.99,24.99,25,25.12,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.73,10.42,10.83,10.95,10.99,11.58,-4.34,13.66,.,.,.,.,.,.,.,.
20250128 _165823,45685.7072134838,1738083503.2452,00:00:00,25,24.99,25,24.99,25,24.99,25.32,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.82,10.47,10.64,11.23,9.01,10.14,-1.93,21.47,.,.,.,.,.,.,.,.
20250128 _165824,45685.7072252315,1738083504.26061,00:00:00,25,25,25.01,24.99,25.01,25,25.14,24.96,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,36.6,93,8.64,7.74,7.812,8.184,7.998,8.448,10.98,167.4,24,21.5,20.32,21.29,20.81,20.62,30.5,12.92,9.93,8.43,10.4,11.09,10.56,10.08,11.86,6.13,.,.,.,.,.,.,.,.
