time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_D0,Current_temp_D1,Current_temp_D2,Current_temp_D3,Current_temp_D4,Current_temp_D5,Current_temp_D6,Current_temp_D7_Ableiter-/Heater,Target_temp_D0,Target_temp_D1,Target_temp_D2,Target_temp_D3,Target_temp_D4,Target_temp_D5,Target_temp_D6,Target_temp_D7_Ableiter-/Heater,kp_D0,kp_D1,kp_D2,kp_D3,kp_D4,kp_D5,kp_D6,kp_D7_Ableiter-/Heater,ki_D0,ki_D1,ki_D2,ki_D3,ki_D4,ki_D5,ki_D6,ki_D7_Ableiter-/Heater,kd_D0,kd_D1,kd_D2,kd_D3,kd_D4,kd_D5,kd_D6,kd_D7_Ableiter-/Heater,Output_D0,Output_D1,Output_D2,Output_D3,Output_D4,Output_D5,Output_D6,Output_D7_Ableiter-/Heater,BaSyTec Line.Loop_D0,BaSyTec Line.Loop_D1,BaSyTec Line.Loop_D2,BaSyTec Line.Loop_D3,BaSyTec Line.Loop_D4,BaSyTec Line.Loop_D5,BaSyTec Line.Loop_D6,BaSyTec Line.Loop_D7_Ableiter-/Heater
20250128 _170925,45685.7148833333,1738084165.92097,00:00:00,24.99,25,25,25,25,25,25.01,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.68,12.18,10.36,12.75,11.09,9.96,9.8,17.98,.,.,.,.,.,.,.,.
20250128 _170926,45685.714895,1738084166.92809,00:00:00,25,25,25,25,24.99,25,25.01,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.4,12.05,10.13,11.12,11.34,9.85,9.77,-29.8,.,.,.,.,.,.,.,.
20250128 _170927,45685.7149066088,1738084167.93111,00:00:00,25.01,25,25.01,25,24.99,25,25,24.85,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.36,14.08,10.1,11.24,11.41,9.95,9.85,18.82,.,.,.,.,.,.,.,.
20250128 _170928,45685.7149182176,1738084168.9345,00:00:00,25.01,25,25,25,25,25,24.99,24.92,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.34,10.21,10.19,11.14,11.33,8.13,10.08,-1.06,.,.,.,.,.,.,.,.
20250128 _170929,45685.7149298032,1738084169.93581,00:00:00,25,24.99,24.99,25,25.01,25,24.99,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.42,12.42,10.43,11.13,11.08,7.99,10.13,9.46,.,.,.,.,.,.,.,.
20250128 _170930,45685.714941412,1738084170.93801,00:00:00,25,25,24.99,25,25.01,25,25,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,12.35,10.61,11.14,11.05,9.82,9.92,-32,.,.,.,.,.,.,.,.
20250128 _170931,45685.7149531019,1738084171.94876,00:00:00,25,25,25,25,25,25,25.01,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.78,12.11,10.42,11.13,11.14,10.03,9.79,20.61,.,.,.,.,.,.,.,.
20250128 _170932,45685.7149647106,1738084172.95128,00:00:00,25,25.01,25,25,25,24.99,25,25.17,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.47,11.95,10.3,11.13,11.13,10.17,9.89,-32.18,.,.,.,.,.,.,.,.
20250128 _170933,45685.7149763194,1738084173.95433,00:00:00,25,25,25,25,25,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.47,12.03,10.28,11.12,11.13,10.09,8.18,-9.84,.,.,.,.,.,.,.,.
20250128 _170934,45685.7149880324,1738084174.96623,00:00:00,25,25,25,25,25,25,25,24.92,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.59,14.18,10.26,11.12,11.12,9.89,10.03,-4.28,.,.,.,.,.,.,.,.
20250128 _170935,45685.7149996181,1738084175.96725,00:00:00,25,24.99,25.01,25,25,25,25,24.97,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.62,12.29,10.11,11.11,11.11,9.98,9.92,10.44,.,.,.,.,.,.,.,.
20250128 _170936,45685.7150113542,1738084176.98115,00:00:00,24.99,25,25.01,25,25,25,25.01,25.09,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.77,12.2,10.07,11.1,11.11,9.97,9.79,-34.96,.,.,.,.,.,.,.,.
20250128 _170937,45685.7150230671,1738084177.99346,00:00:00,25,25.01,25,25,25,25,25,24.84,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.59,10.01,10.29,11.22,11.09,9.84,9.87,22.04,.,.,.,.,.,.,.,.
20250128 _170939,45685.715034838,1738084179.01058,00:00:00,25.01,25,24.99,25,25,25,24.99,24.84,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.46,12.03,10.54,11.23,11.09,9.82,11.93,5.64,.,.,.,.,.,.,.,.
20250128 _170940,45685.7150466088,1738084180.02792,00:00:00,25.01,25,24.99,25,25,25,24.99,25.1,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.29,12.26,10.48,11.13,11.08,9.89,10.14,-13.76,.,.,.,.,.,.,.,.
20250128 _170941,45685.7150582523,1738084181.03311,00:00:00,25.01,24.99,25,25,25,24.99,25,24.94,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.34,12.43,10.26,9.42,9.2,10.13,10.07,-14.2,.,.,.,.,.,.,.,.
20250128 _170942,45685.715069838,1738084182.03428,00:00:00,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.44,10.17,10.23,11.25,11.08,10.19,9.96,5.06,.,.,.,.,.,.,.,.
20250128 _170943,45685.7150814236,1738084183.03559,00:00:00,25,25.01,25,25,25,25,25.01,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.44,11.97,10.21,12.99,11.07,10.01,9.84,-27.93,.,.,.,.,.,.,.,.
20250128 _170944,45685.7150932639,1738084184.05828,00:00:00,25,25.01,25,25,25,25.01,25.01,24.92,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.55,11.9,10.31,11.29,11.06,9.89,9.8,16.02,.,.,.,.,.,.,.,.
20250128 _170945,45685.7151049653,1738084185.06983,00:00:00,25,25,24.99,25,25,25,25,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.36,11.98,10.58,11.2,11.06,9.86,11.82,-30.36,.,.,.,.,.,.,.,.
20250128 _170946,45685.7151165741,1738084186.07208,00:00:00,25,25,24.99,25,25,25,25,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.57,12.08,10.5,9.37,11.05,9.84,10.02,-20.53,.,.,.,.,.,.,.,.
20250128 _170947,45685.7151281597,1738084187.07311,00:00:00,25,25,25,25,25,25,25,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.6,12.21,10.28,9.35,11.04,9.82,9.93,-4.55,.,.,.,.,.,.,.,.
20250128 _170948,45685.7151399074,1738084188.08849,00:00:00,24.99,25,25.01,25,25.01,25,25.01,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.51,12.23,10.12,11.15,10.91,9.9,9.8,-3.57,.,.,.,.,.,.,.,.
20250128 _170949,45685.7151516551,1738084189.1033,00:00:00,25,25,25,25,25,24.99,25.01,24.99,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,8.88,12.14,10.2,11.02,11,10.12,7.83,-19.67,.,.,.,.,.,.,.,.
20250128 _170950,45685.7151633796,1738084190.11665,00:00:00,25,25,24.99,25,24.99,25,25,24.96,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.68,12.02,10.43,10.99,11.24,8.22,9.96,9.05,.,.,.,.,.,.,.,.
20250128 _170951,45685.7151751736,1738084191.13521,00:00:00,25.01,25,24.99,25,24.99,25,24.99,25.08,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.33,11.98,8.7,11.08,11.42,9.97,10.1,-27.17,.,.,.,.,.,.,.,.
20250128 _170952,45685.7151868981,1738084192.1489,00:00:00,25.01,25,25,25,24.99,25,24.99,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.27,12.08,8.49,11.19,11.37,9.85,10.14,-22.94,.,.,.,.,.,.,.,.
20250128 _170953,45685.7151986574,1738084193.16401,00:00:00,25.01,25,25.01,24.99,25.01,25,25,24.88,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.09,12.21,10,11.34,11.03,9.83,9.93,12.18,.,.,.,.,.,.,.,.
20250128 _170954,45685.7152103588,1738084194.17524,00:00:00,25,25,25.01,25,25.01,25,25.01,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.39,12.24,10.05,11.16,10.86,9.8,9.67,-6.4,.,.,.,.,.,.,.,.
20250128 _170955,45685.715221956,1738084195.17702,00:00:00,25,25,24.99,25.01,25,25,25.01,25.01,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.01,10.37,11.03,11.05,11.82,9.73,-15.47,.,.,.,.,.,.,.,.
20250128 _170956,45685.7152336806,1738084196.19054,00:00:00,25,25.01,24.99,25,24.99,25,25,24.95,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.54,11.85,10.41,10.99,13.31,10.02,9.94,14.87,.,.,.,.,.,.,.,.
20250128 _170957,45685.7152453009,1738084197.19474,00:00:00,25,25,24.99,25,24.99,25,24.99,24.87,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.43,11.93,12.22,12.79,11.35,7.96,10.07,16.16,.,.,.,.,.,.,.,.
20250128 _170958,45685.7152570486,1738084198.20946,00:00:00,25,25,25.01,25,25,25.01,24.99,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.42,12.02,10.09,11.19,11.15,9.79,10.11,-22.23,.,.,.,.,.,.,.,.
20250128 _170959,45685.7152687732,1738084199.22291,00:00:00,25,25,25.01,25,25.01,25,25.01,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.55,11.89,10.02,11.22,11.01,9.74,7.98,3.86,.,.,.,.,.,.,.,.
20250128 _171000,45685.7152804977,1738084200.23577,00:00:00,25,25,25,25,25.01,25,25.01,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.57,11.99,10.21,11,10.97,9.95,9.66,-8.08,.,.,.,.,.,.,.,.
20250128 _171001,45685.7152921065,1738084201.23894,00:00:00,25,25,24.99,25,25,24.99,25.01,25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.46,11.86,10.34,10.96,11.18,10.1,9.72,-11.96,.,.,.,.,.,.,.,.
20250128 _171002,45685.7153038426,1738084202.25208,00:00:00,25,25,24.99,25,24.99,25,24.99,24.93,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.45,11.97,8.6,11.03,11.33,9.92,9.93,15.17,.,.,.,.,.,.,.,.
20250128 _171003,45685.7153155903,1738084203.26738,00:00:00,25,25,25,25,25,25.01,24.99,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.44,11.97,10.29,11.15,11.25,9.69,10.07,5.81,.,.,.,.,.,.,.,.
20250128 _171004,45685.7153273032,1738084204.27992,00:00:00,25,25,25,25,25.01,25,25,25.08,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.43,11.97,10.17,11.06,10.89,9.75,9.88,-5.66,.,.,.,.,.,.,.,.
20250128 _171005,45685.7153389236,1738084205.28357,00:00:00,25.01,25,25.01,25,25.01,25,25.01,24.96,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.3,11.84,10.01,12.66,10.95,11.76,9.74,-2.48,.,.,.,.,.,.,.,.
20250128 _171006,45685.715350625,1738084206.29481,00:00:00,25,25,25,25.01,25,25,25.01,25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.17,11.83,11.98,10.78,11.04,9.96,9.57,3.8,.,.,.,.,.,.,.,.
20250128 _171007,45685.7153622106,1738084207.29578,00:00:00,25.01,25,24.99,25,25,25,25,25.07,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.24,11.8,10.33,10.95,9.26,9.88,9.75,-20.15,.,.,.,.,.,.,.,.
20250128 _171008,45685.7153739236,1738084208.30776,00:00:00,25.01,25,24.99,25,25,25.01,25,25.11,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.21,9.84,10.35,11.06,11.19,7.84,9.86,-19.18,.,.,.,.,.,.,.,.
20250128 _171009,45685.7153856944,1738084209.32445,00:00:00,25.01,25,25,24.99,25.01,25.01,25,24.9,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.17,11.89,10.13,11.21,10.84,9.61,9.89,3.91,.,.,.,.,.,.,.,.
20250128 _171010,45685.7153973495,1738084210.33106,00:00:00,24.99,24.99,25.01,25,25.01,25,25,25.06,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.28,12.15,9.97,9.2,12.67,9.66,9.78,-5.84,.,.,.,.,.,.,.,.
20250128 _171011,45685.7154090972,1738084211.3463,00:00:00,24.99,24.99,25,25.01,25.01,25,25.01,24.99,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.56,12.21,10.04,10.76,10.82,9.87,9.52,-16.28,.,.,.,.,.,.,.,.
20250128 _171012,45685.7154207986,1738084212.35784,00:00:00,25,25,25,25,24.99,25,25,24.96,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.5,12.14,10.14,10.94,11.05,9.89,9.69,12.29,.,.,.,.,.,.,.,.
20250128 _171013,45685.7154323958,1738084213.3595,00:00:00,25,25,24.99,24.99,24.99,25,24.99,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.19,12.03,10.28,9.46,11.21,7.84,9.93,-32.55,.,.,.,.,.,.,.,.
20250128 _171014,45685.7154440394,1738084214.36598,00:00:00,25,25,24.99,24.99,25,25,24.99,25.12,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.37,12.03,10.31,11.24,9.12,9.67,9.97,-10.96,.,.,.,.,.,.,.,.
20250128 _171015,45685.7154556481,1738084215.369,00:00:00,25,25,25,25,25.01,25,24.99,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.36,12.15,10.23,11.05,10.88,9.76,11.84,0.06,.,.,.,.,.,.,.,.
20250128 _171016,45685.7154673727,1738084216.38105,00:00:00,25,25,25.01,25,25,24.99,25,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.36,12.18,9.99,10.92,10.97,9.99,9.8,9.49,.,.,.,.,.,.,.,.
20250128 _171017,45685.7154790162,1738084217.38707,00:00:00,25,25,25,25,24.99,24.99,25.01,25.04,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.14,12.21,10.07,12.71,11.22,10.04,9.67,-23.45,.,.,.,.,.,.,.,.
20250128 _171018,45685.7154907523,1738084218.40112,00:00:00,25,25,24.99,24.99,24.99,25,25,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.13,12.23,10.32,12.92,11.29,9.85,9.74,22.61,.,.,.,.,.,.,.,.
20250128 _171019,45685.7155024884,1738084219.4157,00:00:00,25,25,24.99,24.99,25,25.01,24.99,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.32,12.13,10.35,9.56,11.21,9.73,9.98,-36.94,.,.,.,.,.,.,.,.
20250128 _171020,45685.7155141898,1738084220.42664,00:00:00,25,25,25,25,25,25,24.99,25.15,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.22,12,8.49,11.21,11.1,9.7,10.02,-17.72,.,.,.,.,.,.,.,.
20250128 _171021,45685.7155259144,1738084221.43946,00:00:00,25,25.01,25.01,25,25,25,25,24.92,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.44,11.83,10.04,11,12.99,9.91,9.95,-11.85,.,.,.,.,.,.,.,.
20250128 _171022,45685.7155375347,1738084222.44343,00:00:00,25,25,25.01,25.01,25,24.99,25.01,25.02,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.33,11.91,9.98,9.14,11.06,8.23,9.73,3.24,.,.,.,.,.,.,.,.
20250128 _171023,45685.7155492708,1738084223.4578,00:00:00,25,25,25,25,25,25,25.01,25.04,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.1,12.03,8.4,11.04,9.16,8.16,9.68,-28.6,.,.,.,.,.,.,.,.
20250128 _171024,45685.7155610069,1738084224.47144,00:00:00,25,25,24.99,24.99,25,25,25,24.91,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,12.2,12.03,10.45,11.27,11.18,9.91,9.76,18.03,.,.,.,.,.,.,.,.
20250128 _171025,45685.7155727083,1738084225.48297,00:00:00,24.99,25,24.99,25,25,25.01,25,24.84,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.54,12.03,10.39,11.19,11.07,9.68,9.87,11.64,.,.,.,.,.,.,.,.
20250128 _171026,45685.7155843056,1738084226.48451,00:00:00,24.99,25,25.01,25,25.01,25,24.99,25.13,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.57,12.15,10.17,10.98,10.95,11.71,10.03,-20.61,.,.,.,.,.,.,.,.
20250128 _171027,45685.7155958912,1738084227.48546,00:00:00,25,25,25.01,25.01,25.01,24.99,25,24.89,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.5,12.18,10.01,10.83,10.91,10.08,9.95,-4.56,.,.,.,.,.,.,.,.
20250128 _171028,45685.7156074769,1738084228.48659,00:00:00,25,25,25,25,25,25,25.01,25,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.52,12.22,10.21,11.11,11.13,10.02,9.72,10.27,.,.,.,.,.,.,.,.
20250128 _171029,45685.7156190856,1738084229.48924,00:00:00,25,25,24.99,24.99,24.99,25,25.01,25.05,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.53,12.25,10.47,13.07,11.41,7.96,11.51,-22.99,.,.,.,.,.,.,.,.
20250128 _171030,45685.7156308333,1738084230.50451,00:00:00,25,25,24.99,24.99,24.99,25,25,25.14,25,25,25,25,25,25,25,25,26.4,27.6,27,25.2,27,25.2,26.4,90.6,7.92,8.004,8.37,7.56,7.83,7.056,7.788,172.14,22,23.79,21.77,21,23.28,22.5,22.37,11.92,10.55,12.14,10.52,11.41,11.35,9.8,9.77,-23.61,.,.,.,.,.,.,.,.
