time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_C0,Current_temp_C1,Current_temp_C2,Current_temp_C3,Current_temp_C4,Current_temp_C5,Current_temp_C6,Current_temp_C7_Ableiterplus,Target_temp_C0,Target_temp_C1,Target_temp_C2,Target_temp_C3,Target_temp_C4,Target_temp_C5,Target_temp_C6,Target_temp_C7_Ableiterplus,kp_C0,kp_C1,kp_C2,kp_C3,kp_C4,kp_C5,kp_C6,kp_C7_Ableiterplus,ki_C0,ki_C1,ki_C2,ki_C3,ki_C4,ki_C5,ki_C6,ki_C7_Ableiterplus,kd_C0,kd_C1,kd_C2,kd_C3,kd_C4,kd_C5,kd_C6,kd_C7_Ableiterplus,Output_C0,Output_C1,Output_C2,Output_C3,Output_C4,Output_C5,Output_C6,Output_C7_Ableiterplus,BaSyTec Line.Loop_C0,BaSyTec Line.Loop_C1,BaSyTec Line.Loop_C2,BaSyTec Line.Loop_C3,BaSyTec Line.Loop_C4,BaSyTec Line.Loop_C5,BaSyTec Line.Loop_C6,BaSyTec Line.Loop_C7_Ableiterplus
20250328 _153901,45744.6521005671,1743176341.48971,00:00:00,25,25,25,25.01,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.51,10.13,10.44,10.38,10.43,10.22,8.7,-1.76,.,.,.,.,.,.,.,.
20250328 _153902,45744.6521123495,1743176342.50778,00:00:00,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.49,10.34,10.55,10.45,10.42,10.3,8.64,-1.03,.,.,.,.,.,.,.,.
20250328 _153903,45744.6521240046,1743176343.51405,00:00:00,25,24.99,24.99,24.99,25,24.99,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.42,10.48,10.57,10.69,12.21,10.53,8.62,-0.61,.,.,.,.,.,.,.,.
20250328 _153904,45744.6521356366,1743176344.5192,00:00:00,25.01,25,24.99,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.32,10.42,10.72,10.74,10.39,10.48,8.61,-0.14,.,.,.,.,.,.,.,.
20250328 _153905,45744.6521472454,1743176345.52201,00:00:00,25,25,25,25,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.41,10.2,10.65,8.8,10.37,10.39,8.66,-0.99,.,.,.,.,.,.,.,.
20250328 _153906,45744.6521589005,1743176346.52905,00:00:00,24.99,25.01,25.01,25.01,25,25,24.99,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.65,10.04,10.33,10.3,10.36,10.38,8.79,-0.08,.,.,.,.,.,.,.,.
20250328 _153907,45744.6521705671,1743176347.53712,00:00:00,24.99,25,25.01,25,25,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.83,10.23,10.28,10.35,10.34,10.27,8.75,0.48,.,.,.,.,.,.,.,.
20250328 _153908,45744.6521822454,1743176348.54651,00:00:00,24.99,24.99,25,25,25,25,25.01,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.77,10.47,12.09,10.57,10.32,10.23,8.62,-2.17,.,.,.,.,.,.,.,.
20250328 _153909,45744.6521938889,1743176349.55284,00:00:00,25,25,25,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.54,10.28,10.43,10.7,10.31,11.86,8.6,0.7,.,.,.,.,.,.,.,.
20250328 _153910,45744.6522055671,1743176350.56155,00:00:00,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.46,10.04,12.18,10.63,10.29,10.26,10.01,1.16,.,.,.,.,.,.,.,.
20250328 _153911,45744.6522172222,1743176351.56857,00:00:00,25,25.01,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.5,10,12.19,10.51,10.27,10.39,8.71,-0.79,.,.,.,.,.,.,.,.
20250328 _153912,45744.6522288194,1743176352.57071,00:00:00,25,25,25,25.01,25,25,24.99,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.42,10.06,10.55,10.36,10.25,10.3,8.85,-0.46,.,.,.,.,.,.,.,.
20250328 _153913,45744.6522404398,1743176353.57446,00:00:00,25.01,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.31,10.27,10.57,10.56,12.04,10.18,8.82,1.2,.,.,.,.,.,.,.,.
20250328 _153914,45744.6522520949,1743176354.58127,00:00:00,25,25,24.99,25,25,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.4,10.19,10.71,10.57,10.22,10.14,8.78,0.42,.,.,.,.,.,.,.,.
20250328 _153915,45744.6522637384,1743176355.5877,00:00:00,25,25,25,24.99,24.99,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.52,10.06,8.87,10.7,10.44,10.35,8.72,-0.56,.,.,.,.,.,.,.,.
20250328 _153916,45744.6522753819,1743176356.59385,00:00:00,24.99,25,25.01,25,24.99,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.67,10.03,10.41,10.62,10.6,10.39,8.72,0.36,.,.,.,.,.,.,.,.
20250328 _153917,45744.6522870486,1743176357.60141,00:00:00,25,25,25.01,25,24.99,25,25.01,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.59,10.12,10.38,10.51,10.55,10.29,8.64,-1.85,.,.,.,.,.,.,.,.
20250328 _153918,45744.6522986574,1743176358.60457,00:00:00,25,24.99,25.01,25,25,25,25.01,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.41,12.11,10.34,10.49,10.47,10.14,8.63,1.79,.,.,.,.,.,.,.,.
20250328 _153919,45744.6523102431,1743176359.6058,00:00:00,25.01,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.3,10.28,10.43,10.6,10.34,10.22,8.75,-0.65,.,.,.,.,.,.,.,.
20250328 _153920,45744.6523218287,1743176360.60616,00:00:00,25,25,25,25,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.46,10.05,10.42,10.61,10.33,10.35,8.82,-0.5,.,.,.,.,.,.,.,.
20250328 _153921,45744.6523334838,1743176361.61357,00:00:00,25,25.01,25,25,25.01,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.51,9.9,10.4,10.62,10.2,10.37,8.76,-0.86,.,.,.,.,.,.,.,.
20250328 _153922,45744.6523451389,1743176362.62022,00:00:00,25,25,25,24.99,25.01,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.55,10.07,10.38,12.49,10.15,10.15,8.7,0.61,.,.,.,.,.,.,.,.
20250328 _153923,45744.6523567593,1743176363.62435,00:00:00,25.01,25,25,25,24.99,25.01,25.01,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.3,10.07,10.38,10.65,12.16,9.98,8.63,0.74,.,.,.,.,.,.,.,.
20250328 _153924,45744.6523683681,1743176364.62716,00:00:00,25.01,25,25,25.01,25,25,25.01,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.25,10.06,10.37,8.57,8.69,10.16,8.61,-2.27,.,.,.,.,.,.,.,.
20250328 _153925,45744.6523800116,1743176365.63384,00:00:00,25,25,25,25.01,25.01,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.45,10.06,10.36,10.11,8.48,10.28,8.66,0.75,.,.,.,.,.,.,.,.
20250328 _153926,45744.6523916551,1743176366.63949,00:00:00,25,25,25,25.01,25.01,25,24.99,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.46,10.08,11.99,10.14,10.13,10.19,10.15,1.73,.,.,.,.,.,.,.,.
20250328 _153927,45744.6524033102,1743176367.64697,00:00:00,25,25,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.5,10.09,10.3,10.43,10.21,10.05,8.67,0.6,.,.,.,.,.,.,.,.
20250328 _153928,45744.6524149421,1743176368.65177,00:00:00,25.01,25,25,24.99,24.99,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.24,10.08,10.41,10.57,10.45,10.14,8.6,-0.9,.,.,.,.,.,.,.,.
20250328 _153929,45744.6524265625,1743176369.65536,00:00:00,25.01,25,25,25,25,25,25.01,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.19,10.08,10.43,10.5,10.37,10.27,8.51,-1.32,.,.,.,.,.,.,.,.
20250328 _153930,45744.6524381829,1743176370.65988,00:00:00,25,25,25,25,25,25,25.01,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.36,10.21,10.32,10.39,10.26,10.17,8.56,-0.82,.,.,.,.,.,.,.,.
20250328 _153931,45744.6524498727,1743176371.66926,00:00:00,24.99,25,25,25,25.01,25.01,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.53,8.34,11.95,12.22,10.11,9.91,8.61,1.76,.,.,.,.,.,.,.,.
20250328 _153932,45744.6524614583,1743176372.67009,00:00:00,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.58,10.22,8.62,10.49,10.18,9.96,8.68,-0.98,.,.,.,.,.,.,.,.
20250328 _153933,45744.652473044,1743176373.67163,00:00:00,25,25,25,25.01,24.99,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.34,10.12,10.4,8.53,10.41,10.18,8.69,-0.3,.,.,.,.,.,.,.,.
20250328 _153934,45744.6524846528,1743176374.67456,00:00:00,25.01,25,25,25,25,25,25.01,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.04,11.99,10.3,10.33,12.04,10.2,8.56,1.97,.,.,.,.,.,.,.,.
20250328 _153935,45744.6524962731,1743176375.67809,00:00:00,25,25,25,25,25.01,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.23,10.14,10.28,10.32,10.1,10.23,7.18,0.42,.,.,.,.,.,.,.,.
20250328 _153936,45744.6525078819,1743176376.68141,00:00:00,24.99,25,25,25,25,24.99,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.48,10.14,10.28,10.43,10.3,8.69,8.66,0.39,.,.,.,.,.,.,.,.
20250328 _153937,45744.6525195255,1743176377.68764,00:00:00,24.99,25,25,25,24.99,24.99,24.99,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.67,10.01,10.39,10.44,10.55,10.44,8.8,-0.85,.,.,.,.,.,.,.,.
20250328 _153938,45744.6525312616,1743176378.70199,00:00:00,25,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.48,10.11,10.29,10.45,8.69,10.38,7.41,-0.12,.,.,.,.,.,.,.,.
20250328 _153939,45744.6525429167,1743176379.70827,00:00:00,25,25,25,25,25,25,24.99,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.34,10.24,10.39,10.46,10.28,10.15,8.79,-1.85,.,.,.,.,.,.,.,.
20250328 _153940,45744.6525545486,1743176380.71343,00:00:00,25,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.32,10.26,10.41,10.6,10.27,10.11,10.11,-0.6,.,.,.,.,.,.,.,.
20250328 _153941,45744.6525662963,1743176381.72805,00:00:00,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.57,10.28,10.43,10.63,10.25,12,8.68,-0.1,.,.,.,.,.,.,.,.
20250328 _153942,45744.6525779051,1743176382.73199,00:00:00,24.99,25.01,25,24.99,25.01,24.99,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.89,8.19,10.45,10.67,10.12,10.47,8.67,-1.8,.,.,.,.,.,.,.,.
20250328 _153943,45744.6525894907,1743176383.73243,00:00:00,24.99,25.01,24.99,25,25,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.73,11.75,10.59,10.59,10.18,10.41,8.59,-0.65,.,.,.,.,.,.,.,.
20250328 _153944,45744.6526011343,1743176384.73864,00:00:00,25.01,25,24.99,25.01,24.99,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.37,10.09,10.63,10.36,12.21,8.51,8.64,-0.92,.,.,.,.,.,.,.,.
20250328 _153945,45744.6526127199,1743176385.73973,00:00:00,25.01,25,24.99,25,24.99,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.32,10.21,10.67,10.42,10.6,10.16,8.7,-1.06,.,.,.,.,.,.,.,.
20250328 _153946,45744.652624456,1743176386.75394,00:00:00,24.99,24.99,25,25,24.99,25,24.99,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.54,10.23,10.59,10.53,10.53,12.05,8.78,-2.01,.,.,.,.,.,.,.,.
20250328 _153947,45744.6526361227,1743176387.76158,00:00:00,24.99,24.99,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.84,12.24,10.48,10.67,10.32,10.39,8.8,-0.17,.,.,.,.,.,.,.,.
20250328 _153948,45744.6526477546,1743176388.76684,00:00:00,24.99,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.79,10.46,10.48,8.75,10.54,10.18,8.76,-0.54,.,.,.,.,.,.,.,.
20250328 _153949,45744.6526595023,1743176389.78184,00:00:00,25,25,25,25.01,24.99,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.58,10.14,10.6,10.35,10.47,11.95,8.77,-0.89,.,.,.,.,.,.,.,.
20250328 _153950,45744.6526711111,1743176390.78488,00:00:00,25.01,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.36,10.11,10.74,12.27,10.48,10.26,8.71,-0.13,.,.,.,.,.,.,.,.
20250328 _153951,45744.6526828588,1743176391.79997,00:00:00,25,25,25,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.47,10.32,10.66,10.66,10.49,10.26,8.64,-0.01,.,.,.,.,.,.,.,.
20250328 _153952,45744.6526946065,1743176392.81477,00:00:00,24.99,25,25.01,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.87,8.6,10.44,10.7,10.52,10.13,8.62,-0.16,.,.,.,.,.,.,.,.
20250328 _153953,45744.6527061921,1743176393.81547,00:00:00,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,7.84,10.38,10.52,10.49,10.52,8.42,10.04,-0.28,.,.,.,.,.,.,.,.
20250328 _153954,45744.6527179514,1743176394.83193,00:00:00,25,25,25,25.01,25,24.99,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.58,10.17,10.63,10.36,10.53,10.44,8.74,-0.88,.,.,.,.,.,.,.,.
20250328 _153955,45744.6527297569,1743176395.8519,00:00:00,25.01,25,24.99,25,25,24.99,24.99,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.28,10.14,10.76,10.54,10.42,10.62,8.82,-0.69,.,.,.,.,.,.,.,.
20250328 _153956,45744.6527413542,1743176396.8536,00:00:00,25,25,25,24.99,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.46,12.1,10.69,10.8,12.23,10.46,8.77,0.11,.,.,.,.,.,.,.,.
20250328 _153957,45744.6527531019,1743176397.86855,00:00:00,24.99,25,25.01,24.99,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.85,10.26,10.46,10.74,12.22,10.35,8.7,0.89,.,.,.,.,.,.,.,.
20250328 _153958,45744.652764838,1743176398.88246,00:00:00,24.99,25,25.01,25.01,25,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.81,10.14,10.41,10.41,10.4,10.35,8.63,-0.92,.,.,.,.,.,.,.,.
20250328 _153959,45744.6527764583,1743176399.88639,00:00:00,25,25.01,25,25.01,25,25,25.01,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.57,10,10.51,10.38,10.39,10.34,8.62,0.06,.,.,.,.,.,.,.,.
20250328 _154000,45744.6527881018,1743176400.89242,00:00:00,25.01,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.26,10.18,10.63,10.44,10.37,10.21,8.73,-0.34,.,.,.,.,.,.,.,.
20250328 _154001,45744.652799838,1743176401.90685,00:00:00,25,24.99,24.99,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,11.53,10.41,10.77,10.67,10.36,10.41,8.8,1.3,.,.,.,.,.,.,.,.
20250328 _154002,45744.6528115741,1743176402.92029,00:00:00,24.99,24.99,25,24.99,25,24.99,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.85,10.47,10.59,10.71,10.46,10.56,8.76,1.42,.,.,.,.,.,.,.,.
20250328 _154003,45744.6528233102,1743176403.93479,00:00:00,24.99,25,25.01,25,25,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.93,10.28,10.46,10.64,10.47,10.5,8.69,0.7,.,.,.,.,.,.,.,.
20250328 _154004,45744.6528350463,1743176404.94897,00:00:00,25.01,25,25,25.01,25,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,7.52,10.15,12.19,10.4,10.49,10.4,8.69,0.72,.,.,.,.,.,.,.,.
20250328 _154005,45744.6528466782,1743176405.95371,00:00:00,25.01,25,25,25.01,25,25,25.01,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,9.31,11.98,10.64,10.36,10.5,10.4,8.62,0.02,.,.,.,.,.,.,.,.
