time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_B0,Current_temp_B1,Current_temp_B2,Current_temp_B3,Current_temp_B4,Current_temp_B5,Current_temp_B6,Current_temp_Ch8,Target_temp_B0,Target_temp_B1,Target_temp_B2,Target_temp_B3,Target_temp_B4,Target_temp_B5,Target_temp_B6,Target_temp_Ch8,kp_B0,kp_B1,kp_B2,kp_B3,kp_B4,kp_B5,kp_B6,kp_Ch8,ki_B0,ki_B1,ki_B2,ki_B3,ki_B4,ki_B5,ki_B6,ki_Ch8,kd_B0,kd_B1,kd_B2,kd_B3,kd_B4,kd_B5,kd_B6,kd_Ch8,Output_B0,Output_B1,Output_B2,Output_B3,Output_B4,Output_B5,Output_B6,Output_Ch8,BaSyTec Line.Loop_B0,BaSyTec Line.Loop_B1,BaSyTec Line.Loop_B2,BaSyTec Line.Loop_B3,BaSyTec Line.Loop_B4,BaSyTec Line.Loop_B5,BaSyTec Line.Loop_B6,BaSyTec Line.Loop_Ch8
20250210 _144322,45698.613456794,1739198602.66777,00:00:00,25,24.99,25.01,25,25.01,24.8,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.08,6.6,7.76,6.16,7.95,10.48,9.76,0,.,.,.,.,.,.,.,.
20250210 _144323,45698.6134685648,1739198603.68411,00:00:00,24.99,24.98,25,24.99,25,25.13,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.65,6.96,8.99,6.26,8.11,-4.67,8.43,0,.,.,.,.,.,.,.,.
20250210 _144324,45698.6134801968,1739198604.68948,00:00:00,24.98,25.01,24.99,24.99,25,25.16,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.54,6.48,8.1,6.3,8.18,7.37,8.38,0,.,.,.,.,.,.,.,.
20250210 _144325,45698.6134918519,1739198605.6965,00:00:00,24.99,25.02,25,25,25,24.92,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.43,6.24,8.06,5.2,8.06,18.07,8.16,0,.,.,.,.,.,.,.,.
20250210 _144326,45698.6135035764,1739198606.70964,00:00:00,25.02,25,25.01,25,25,24.8,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.71,6.42,7.82,6.18,8.12,8.62,7.99,0,.,.,.,.,.,.,.,.
20250210 _144327,45698.6135152894,1739198607.72168,00:00:00,25.02,24.99,25.01,25,24.99,25.14,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.89,6.83,7.78,6.09,8.27,-2.75,8.28,0,.,.,.,.,.,.,.,.
20250210 _144328,45698.613527037,1739198608.73641,00:00:00,25,25.01,24.99,25,25,25.18,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.23,5.22,8,6.15,8.24,6.93,6.69,0,.,.,.,.,.,.,.,.
20250210 _144329,45698.6135387153,1739198609.74553,00:00:00,24.99,25.02,25,25,25.02,24.84,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.43,6.08,7.96,6.14,7.01,18.91,8.01,0,.,.,.,.,.,.,.,.
20250210 _144330,45698.6135503356,1739198610.74911,00:00:00,25,25,25.01,25,25.01,24.79,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.05,6.37,7.8,6.14,8.81,10.69,9.6,0,.,.,.,.,.,.,.,.
20250210 _144331,45698.6135620602,1739198611.76214,00:00:00,25,24.98,25.01,25,25,25.12,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.87,7.68,6.22,8.07,-4.23,8.23,0,.,.,.,.,.,.,.,.
20250210 _144332,45698.6135737616,1739198612.77324,00:00:00,25,25,25,25,25,25.18,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,6.6,7.89,6.16,8.08,6.9,8.38,0,.,.,.,.,.,.,.,.
20250210 _144333,45698.6135854745,1739198613.78575,00:00:00,25.01,25.02,24.99,25,25,24.85,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,6.09,7.99,7.29,8.01,18.38,6.34,0,.,.,.,.,.,.,.,.
20250210 _144334,45698.6135972106,1739198614.79964,00:00:00,25.01,25,25.01,25,25,24.85,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.95,6.45,7.68,5.14,7.99,5.4,7.91,0,.,.,.,.,.,.,.,.
20250210 _144335,45698.6136089005,1739198615.80974,00:00:00,25,24.99,25.01,25,25,25.12,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.33,6.75,7.64,6.26,8.05,-4.1,9.85,0,.,.,.,.,.,.,.,.
20250210 _144336,45698.6136204861,1739198616.81076,00:00:00,24.99,25,25,25,25,25.18,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.3,5.35,7.85,6.19,7.99,6.77,8.35,0,.,.,.,.,.,.,.,.
20250210 _144337,45698.6136322338,1739198617.82501,00:00:00,24.99,25.02,24.99,25,25.01,24.85,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.35,6.16,7.94,6.1,7.9,20.1,8.06,0,.,.,.,.,.,.,.,.
20250210 _144338,45698.6136439583,1739198618.83807,00:00:00,25,25,25,25,25,24.85,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.14,7.56,7.89,6.15,7.93,5.64,7.9,0,.,.,.,.,.,.,.,.
20250210 _144339,45698.6136557292,1739198619.85504,00:00:00,25.01,24.98,25.01,25,25,25.18,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,8.05,7.64,5.01,7.97,-3.12,9.83,0,.,.,.,.,.,.,.,.
20250210 _144340,45698.6136674653,1739198620.86907,00:00:00,25,24.99,25.01,25,25,25.18,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.08,5.41,7.6,6.05,7.97,4.71,8.19,0,.,.,.,.,.,.,.,.
20250210 _144341,45698.6136791782,1739198621.88142,00:00:00,25,25.02,25,25.01,25.01,24.86,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.23,6.07,7.72,5.94,7.82,17.85,8.1,0,.,.,.,.,.,.,.,.
20250210 _144342,45698.6136909028,1739198622.89492,00:00:00,25,25.01,25,25,25,24.84,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.34,6.13,7.8,5.97,8.8,7.52,8.21,0,.,.,.,.,.,.,.,.
20250210 _144343,45698.6137026505,1739198623.90968,00:00:00,25,24.99,24.99,25,24.98,25.18,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.13,7.9,7.9,5.95,8.2,-2.61,8.35,0,.,.,.,.,.,.,.,.
20250210 _144344,45698.6137144097,1739198624.92504,00:00:00,25.01,24.99,25,25,24.99,25.12,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.94,6.66,7.86,5.93,8.22,10.25,8.28,0,.,.,.,.,.,.,.,.
20250210 _144345,45698.6137261111,1739198625.93648,00:00:00,25.01,25.01,25.01,25.01,25,24.86,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.9,6.31,6.41,5.83,8.05,18.2,7.84,0,.,.,.,.,.,.,.,.
20250210 _144346,45698.6137378588,1739198626.9513,00:00:00,25,25.01,25.01,25.01,25.01,24.84,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.35,6.15,7.54,5.79,7,7.35,7.86,0,.,.,.,.,.,.,.,.
20250210 _144347,45698.6137495486,1739198627.96138,00:00:00,24.99,24.99,25,24.99,25,25.18,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.25,7.8,7.74,6.09,7.95,-4.88,8.37,0,.,.,.,.,.,.,.,.
20250210 _144348,45698.6137612731,1739198628.97493,00:00:00,25,24.99,25,24.99,25.01,25.12,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.22,6.55,7.75,6.23,6.97,10.35,8.46,0,.,.,.,.,.,.,.,.
20250210 _144349,45698.6137730093,1739198629.98871,00:00:00,25.01,25.01,25,25,25.01,24.8,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.99,6.28,7.77,6.03,8.72,18.51,7.84,0,.,.,.,.,.,.,.,.
20250210 _144350,45698.6137846181,1739198630.99148,00:00:00,25.01,25,24.99,25,25,24.84,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.88,7.56,8.97,6.03,8.82,7.67,7.77,0,.,.,.,.,.,.,.,.
20250210 _144352,45698.613796331,1739198632.00348,00:00:00,25,24.99,24.99,25,24.98,25.18,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.99,6.61,7.97,7.17,8.22,-2.73,8.25,0,.,.,.,.,.,.,.,.
20250210 _144353,45698.613808044,1739198633.01573,00:00:00,24.99,24.99,25,25,24.99,25.12,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.23,6.59,7.87,6.05,7.27,11.96,8.54,0,.,.,.,.,.,.,.,.
20250210 _144354,45698.6138196528,1739198634.0186,00:00:00,25,25.01,25.01,25,25,24.8,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.27,6.31,7.53,5.96,8.06,18.26,8.07,0,.,.,.,.,.,.,.,.
20250210 _144355,45698.6138312384,1739198635.01942,00:00:00,25.01,25.01,25,25,25,24.92,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.71,6.26,7.7,5.93,8.06,3.37,7.78,0,.,.,.,.,.,.,.,.
20250210 _144356,45698.6138429745,1739198636.03352,00:00:00,25.01,25,24.99,25,25,25.18,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.95,6.42,8.97,5.91,8.06,-2.74,9.81,0,.,.,.,.,.,.,.,.
20250210 _144357,45698.6138546759,1739198637.04496,00:00:00,25,24.99,24.99,25,25.01,25.12,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7,6.55,7.88,6.93,7.92,9.94,8.42,0,.,.,.,.,.,.,.,.
20250210 _144358,45698.6138663657,1739198638.05421,00:00:00,24.99,25,25,25,25.01,24.8,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.24,6.39,7.82,6.01,7.81,18.25,8.16,0,.,.,.,.,.,.,.,.
20250210 _144359,45698.6138779514,1739198639.05505,00:00:00,25,25,24.99,24.99,25,24.92,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.2,7.59,7.91,6.21,7.89,1.8,7.77,0,.,.,.,.,.,.,.,.
20250210 _144400,45698.6138895602,1739198640.05807,00:00:00,25,25,24.99,24.99,24.99,25.18,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.05,6.44,8.02,5.13,8.15,-4.79,8.04,0,.,.,.,.,.,.,.,.
20250210 _144401,45698.6139013079,1739198641.07392,00:00:00,25.01,25,25,25,24.99,25.13,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.95,6.36,7.82,6.14,8.14,10.03,8.51,0,.,.,.,.,.,.,.,.
20250210 _144402,45698.6139129398,1739198642.07828,00:00:00,25,25.01,25.01,25,25,24.8,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.99,6.23,7.54,6.07,7.97,18.39,6.52,0,.,.,.,.,.,.,.,.
20250210 _144403,45698.6139247685,1739198643.10077,00:00:00,24.99,25,25.01,25,25,24.91,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.31,6.38,7.63,6.15,7.95,1.67,7.81,0,.,.,.,.,.,.,.,.
20250210 _144404,45698.6139363426,1739198644.10087,00:00:00,24.99,24.99,25,25,25,25.21,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.28,6.7,7.77,6.08,8.01,-2.54,8.06,0,.,.,.,.,.,.,.,.
20250210 _144405,45698.6139480208,1739198645.1091,00:00:00,25,24.99,25,25,25,25.13,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.15,6.68,7.78,6.08,7.95,9.84,8.39,0,.,.,.,.,.,.,.,.
20250210 _144406,45698.6139596412,1739198646.11351,00:00:00,25.01,25.01,24.99,25,25.01,24.81,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.9,6.23,7.88,5.98,7.86,18.14,8.25,0,.,.,.,.,.,.,.,.
20250210 _144407,45698.6139713773,1739198647.12738,00:00:00,25.01,25.01,24.99,25,25,24.91,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.93,6.24,7.99,5.95,7.96,2.06,7.92,0,.,.,.,.,.,.,.,.
20250210 _144408,45698.613982963,1739198648.12837,00:00:00,24.99,24.99,25,25,24.98,25.22,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.23,6.71,7.79,5.92,8.25,-2.45,7.97,0,.,.,.,.,.,.,.,.
20250210 _144409,45698.6139946412,1739198649.13799,00:00:00,24.99,25,25.01,25.01,24.99,25.05,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.36,5.3,7.6,5.81,8.18,14.01,8.18,0,.,.,.,.,.,.,.,.
20250210 _144410,45698.61400625,1739198650.14015,00:00:00,25,25.01,25.01,25,25,24.81,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.24,6.23,7.64,5.85,8.07,16.3,8.19,0,.,.,.,.,.,.,.,.
20250210 _144411,45698.6140179167,1739198651.14827,00:00:00,25.01,25.01,24.99,24.99,25,24.91,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7,6.23,7.87,7.21,9.03,4.1,8.19,0,.,.,.,.,.,.,.,.
20250210 _144412,45698.6140296181,1739198652.15943,00:00:00,25.01,24.99,24.99,24.98,25,25.21,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.96,6.7,7.98,6.31,8.15,-2.25,8.32,0,.,.,.,.,.,.,.,.
20250210 _144413,45698.6140412384,1739198653.16376,00:00:00,25,24.99,25,25,25,25.05,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.17,6.61,7.79,6.14,8.03,12.09,8.26,0,.,.,.,.,.,.,.,.
20250210 _144414,45698.614052963,1739198654.17697,00:00:00,24.99,25.02,25.01,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.29,6.12,7.6,5.98,8.01,15.88,7.91,0,.,.,.,.,.,.,.,.
20250210 _144415,45698.6140645718,1739198655.17914,00:00:00,25,25.01,25,25,25,24.9,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.9,6.23,7.72,6.04,8,2.05,7.97,0,.,.,.,.,.,.,.,.
20250210 _144416,45698.6140761574,1739198656.18064,00:00:00,25.01,24.99,24.99,25,25,25.22,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,6.68,7.97,6.04,8.04,-2.47,8.17,0,.,.,.,.,.,.,.,.
20250210 _144417,45698.6140878588,1739198657.19181,00:00:00,25,24.99,25,25,25,25.06,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.04,5.37,6.66,4.9,7.97,13.41,8.19,0,.,.,.,.,.,.,.,.
20250210 _144418,45698.6140995949,1739198658.20561,00:00:00,24.99,25.01,25.01,25,25.01,24.78,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.53,6.22,7.52,5.93,7.88,15.6,8.21,0,.,.,.,.,.,.,.,.
20250210 _144419,45698.6141111806,1739198659.20643,00:00:00,24.99,25.01,25,25,25,24.89,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.3,6.26,8.84,5.99,7.92,4.29,8.23,0,.,.,.,.,.,.,.,.
20250210 _144420,45698.6141229282,1739198660.22174,00:00:00,25,24.98,24.99,25,24.99,25.2,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.17,6.82,9.07,5.99,9.01,-2.16,8.49,0,.,.,.,.,.,.,.,.
20250210 _144421,45698.6141346643,1739198661.23534,00:00:00,25.01,25,24.99,25,25,25.06,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7,6.66,7.92,5.9,8.07,11.53,8.34,0,.,.,.,.,.,.,.,.
20250210 _144422,45698.6141463657,1739198662.24601,00:00:00,25.01,25.02,25,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.97,6.17,7.79,5.96,8.01,17.61,7.88,0,.,.,.,.,.,.,.,.
20250210 _144423,45698.6141579514,1739198663.248,00:00:00,25,25,25,24.99,25,24.98,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,7.66,7.76,6.21,8.97,-1.75,8.01,0,.,.,.,.,.,.,.,.
20250210 _144424,45698.6141695602,1739198664.25085,00:00:00,24.99,24.98,24.99,24.99,24.99,25.2,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.36,8.05,7.92,6.26,8.16,-2.08,8.34,0,.,.,.,.,.,.,.,.
20250210 _144425,45698.6141812963,1739198665.26489,00:00:00,24.99,24.99,24.99,24.99,25,25.07,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.34,5.44,8.05,6.25,8.13,11.73,8.41,0,.,.,.,.,.,.,.,.
20250210 _144426,45698.6141929977,1739198666.27557,00:00:00,25,25.02,25.01,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.13,6.09,6.65,6.2,8.15,17.71,6.22,0,.,.,.,.,.,.,.,.
20250210 _144427,45698.6142047106,1739198667.28799,00:00:00,25.01,25,25.01,24.99,24.99,24.98,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.77,6.34,7.74,6.3,8.23,-0.07,8.01,0,.,.,.,.,.,.,.,.
20250210 _144428,45698.6142164005,1739198668.29725,00:00:00,25,24.98,24.99,24.99,24.99,25.23,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.09,6.84,7.96,6.33,9.24,0.63,8.57,0,.,.,.,.,.,.,.,.
20250210 _144429,45698.6142280903,1739198669.30703,00:00:00,25,24.99,24.99,25,25,25.07,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.08,5.42,8.07,6.2,8.25,11.39,8.53,0,.,.,.,.,.,.,.,.
20250210 _144430,45698.6142397917,1739198670.31838,00:00:00,25,25.02,25,25.01,25.01,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.98,6.17,7.87,5.92,7.09,17.54,6.38,0,.,.,.,.,.,.,.,.
20250210 _144431,45698.6142515278,1739198671.33256,00:00:00,25,25,25.01,25,25.01,24.97,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.45,7.67,7.76,6.02,8,0.44,9.83,0,.,.,.,.,.,.,.,.
