time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_B0,Current_temp_B1,Current_temp_B2,Current_temp_B3,Current_temp_B4,Current_temp_B5,Current_temp_B6,Current_temp_Ch8,Target_temp_B0,Target_temp_B1,Target_temp_B2,Target_temp_B3,Target_temp_B4,Target_temp_B5,Target_temp_B6,Target_temp_Ch8,kp_B0,kp_B1,kp_B2,kp_B3,kp_B4,kp_B5,kp_B6,kp_Ch8,ki_B0,ki_B1,ki_B2,ki_B3,ki_B4,ki_B5,ki_B6,ki_Ch8,kd_B0,kd_B1,kd_B2,kd_B3,kd_B4,kd_B5,kd_B6,kd_Ch8,Output_B0,Output_B1,Output_B2,Output_B3,Output_B4,Output_B5,Output_B6,Output_Ch8,BaSyTec Line.Loop_B0,BaSyTec Line.Loop_B1,BaSyTec Line.Loop_B2,BaSyTec Line.Loop_B3,BaSyTec Line.Loop_B4,BaSyTec Line.Loop_B5,BaSyTec Line.Loop_B6,BaSyTec Line.Loop_Ch8
20250210 _165530,45698.7052189236,1739206530.91561,00:00:00,25.01,25.02,24.99,25,25,24.94,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7,4.97,7.98,6.09,8.11,17.63,8.01,0,.,.,.,.,.,.,.,.
20250210 _165531,45698.7052305787,1739206531.923,00:00:00,25.01,25.01,25.01,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.96,7.49,7.76,6.11,8.13,12.49,7.92,0,.,.,.,.,.,.,.,.
20250210 _165532,45698.7052422454,1739206532.93029,00:00:00,24.99,24.98,25.01,25,24.99,25.11,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.26,8.04,7.72,6.13,8.22,-4.31,10.09,0,.,.,.,.,.,.,.,.
20250210 _165533,45698.7052539005,1739206533.93728,00:00:00,24.99,24.99,24.99,24.99,24.99,25.22,24.98,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.37,6.91,7.94,7.28,8.25,0.59,8.6,0,.,.,.,.,.,.,.,.
20250210 _165534,45698.7052655671,1739206534.94545,00:00:00,25,25.01,24.99,25,25,24.94,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.27,6.31,8.07,6.18,7.26,17.31,8.13,0,.,.,.,.,.,.,.,.
20250210 _165535,45698.7052772222,1739206535.95228,00:00:00,25,25.01,25,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.12,7.44,7.87,6.2,9.05,12.63,9.61,0,.,.,.,.,.,.,.,.
20250210 _165536,45698.7052888773,1739206536.95922,00:00:00,25,24.99,25.01,24.99,25,25.11,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.1,6.74,7.77,6.31,8.23,-3.97,8.35,0,.,.,.,.,.,.,.,.
20250210 _165537,45698.7053005324,1739206537.96664,00:00:00,25.01,24.99,24.99,25,24.99,25.18,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.75,6.84,7.99,6.27,8.32,4.8,8.52,0,.,.,.,.,.,.,.,.
20250210 _165538,45698.7053121759,1739206538.97244,00:00:00,25.01,25.01,24.99,25.01,25.01,24.94,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.99,6.43,8.1,4.98,7.18,17.56,8.24,0,.,.,.,.,.,.,.,.
20250210 _165539,45698.705323831,1739206539.97927,00:00:00,25,25.01,25,25.01,25.02,24.79,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,7.48,7.9,5.98,7.9,10.51,7.98,0,.,.,.,.,.,.,.,.
20250210 _165540,45698.7053354398,1739206540.98244,00:00:00,24.99,24.99,25.01,25,25,25.11,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.61,7.89,7.8,6.11,8.04,-2.28,8.27,0,.,.,.,.,.,.,.,.
20250210 _165541,45698.7053470602,1739206541.98663,00:00:00,24.98,24.99,25,25,25,25.18,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.49,6.85,7.85,6.2,8.16,5.14,8.41,0,.,.,.,.,.,.,.,.
20250210 _165542,45698.7053587269,1739206542.99484,00:00:00,25,25.01,24.99,25,25,24.85,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.97,6.33,8.1,6.12,8.11,18.57,8.23,0,.,.,.,.,.,.,.,.
20250210 _165544,45698.7053704861,1739206544.01072,00:00:00,25,25.02,24.99,25,25,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.15,6.18,8.07,6.21,8.19,12.69,7.99,0,.,.,.,.,.,.,.,.
20250210 _165545,45698.7053822454,1739206545.02641,00:00:00,25,24.99,25,24.99,24.99,25.12,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.47,7.89,7.92,6.31,9.24,-2.05,8.27,0,.,.,.,.,.,.,.,.
20250210 _165546,45698.7053938426,1739206546.02864,00:00:00,25,24.99,25.01,25,24.99,25.19,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.21,6.94,7.83,6.27,8.4,6.73,8.53,0,.,.,.,.,.,.,.,.
20250210 _165547,45698.7054054398,1739206547.03093,00:00:00,25,25.01,25,25.01,25.01,24.86,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.87,5.15,7.87,6.02,8.09,18.12,8.26,0,.,.,.,.,.,.,.,.
20250210 _165548,45698.7054170949,1739206548.03706,00:00:00,25,25.02,24.99,25,25.01,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.12,6.21,8.03,6.06,7.99,10.68,8.13,0,.,.,.,.,.,.,.,.
20250210 _165549,45698.7054287037,1739206549.04011,00:00:00,25,24.99,24.99,25,25,25.11,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.44,7.83,8.15,6.2,8.15,-4.22,8.32,0,.,.,.,.,.,.,.,.
20250210 _165550,45698.7054403472,1739206550.0468,00:00:00,25,24.99,25,25,25,25.19,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.25,6.86,7.96,6.22,8.23,6.79,8.58,0,.,.,.,.,.,.,.,.
20250210 _165551,45698.7054520255,1739206551.05586,00:00:00,25,25.01,25.01,25,25,24.86,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.19,6.45,7.86,6.23,8.26,18.38,8.3,0,.,.,.,.,.,.,.,.
20250210 _165552,45698.7054636806,1739206552.06274,00:00:00,25,25.01,25,24.99,25,24.83,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.11,6.28,7.91,6.34,8.21,7.71,8.05,0,.,.,.,.,.,.,.,.
20250210 _165553,45698.7054753125,1739206553.06748,00:00:00,25,24.99,24.99,24.99,25,25.11,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.44,6.61,8.15,6.37,8.28,-3.82,8.23,0,.,.,.,.,.,.,.,.
20250210 _165554,45698.7054869097,1739206554.0693,00:00:00,25,24.99,25,25,24.99,25.19,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.17,5.66,8.04,6.16,8.37,6.73,8.58,0,.,.,.,.,.,.,.,.
20250210 _165555,45698.7054987268,1739206555.0903,00:00:00,25,25.01,25.01,25.02,25.01,24.86,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.17,6.48,7.89,5.86,8.12,19.97,6.66,0,.,.,.,.,.,.,.,.
20250210 _165556,45698.7055103819,1739206556.09734,00:00:00,25,25.01,25.01,25,25.01,24.83,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.08,7.53,7.76,6.09,8.89,7.9,8.18,0,.,.,.,.,.,.,.,.
20250210 _165557,45698.7055220486,1739206557.10515,00:00:00,25,24.99,25,24.98,25,25.18,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.14,8.04,7.97,6.44,8.15,-4.47,8.25,0,.,.,.,.,.,.,.,.
20250210 _165558,45698.70553375,1739206558.11687,00:00:00,24.99,24.99,24.99,24.99,25,25.19,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.3,6.89,8.06,6.35,8.23,4.91,8.47,0,.,.,.,.,.,.,.,.
20250210 _165559,45698.7055453588,1739206559.11933,00:00:00,24.99,25.01,25.01,25.01,25,24.85,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.43,5.17,7.85,6.05,8.24,18.55,8.3,0,.,.,.,.,.,.,.,.
20250210 _165600,45698.7055570602,1739206560.13098,00:00:00,25,25.01,25.01,25.01,24.99,24.84,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.32,6.29,8.93,5.98,8.33,5.64,8.06,0,.,.,.,.,.,.,.,.
20250210 _165601,45698.7055687269,1739206561.13804,00:00:00,25,24.99,24.99,25,24.99,25.19,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.34,8.04,8.01,6.1,8.44,-2.85,8.22,0,.,.,.,.,.,.,.,.
20250210 _165602,45698.7055804167,1739206562.14855,00:00:00,25,24.99,24.99,25,25,25.19,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.36,6.83,8.14,6.19,8.28,4.74,8.44,0,.,.,.,.,.,.,.,.
20250210 _165603,45698.7055920602,1739206563.15466,00:00:00,25,25.01,25,25,25.02,24.86,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.29,5.18,8.02,6.12,7.92,18.18,8.38,0,.,.,.,.,.,.,.,.
20250210 _165604,45698.7056037153,1739206564.16181,00:00:00,25,25.02,25.01,24.99,25.01,24.83,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.21,6.22,7.85,6.28,7.96,7.76,8.16,0,.,.,.,.,.,.,.,.
20250210 _165605,45698.7056153588,1739206565.16731,00:00:00,25,24.99,25,24.99,25,25.18,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.19,6.72,9.11,6.32,8.12,-2.77,9.87,0,.,.,.,.,.,.,.,.
20250210 _165606,45698.7056269444,1739206566.16888,00:00:00,25,24.99,25,25,25,25.13,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.9,8.08,6.19,8.12,9.87,8.33,0,.,.,.,.,.,.,.,.
20250210 _165607,45698.705638588,1739206567.17474,00:00:00,25.01,25.01,25.01,25.01,25,24.86,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.82,5.26,7.86,6.03,8.05,18.13,6.72,0,.,.,.,.,.,.,.,.
20250210 _165608,45698.7056502199,1739206568.17977,00:00:00,25.01,25.02,25.01,25,25,24.83,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.05,6.13,7.73,6.06,8.17,5.84,8.16,0,.,.,.,.,.,.,.,.
20250210 _165609,45698.7056618403,1739206569.18312,00:00:00,25,24.99,25,25,24.99,25.17,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.59,7.84,6.2,8.26,-2.66,9.74,0,.,.,.,.,.,.,.,.
20250210 _165610,45698.7056735417,1739206570.19478,00:00:00,24.99,24.99,24.99,25,25,25.13,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.44,6.85,8.1,6.14,8.23,8.15,8.3,0,.,.,.,.,.,.,.,.
20250210 _165611,45698.7056852315,1739206571.20495,00:00:00,25,25.01,25,25,25,24.8,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.34,5.14,7.9,6.14,8.18,18.22,8.21,0,.,.,.,.,.,.,.,.
20250210 _165612,45698.7056969444,1739206572.2167,00:00:00,25,25.02,25.01,25,25,24.82,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,4.88,7.72,6.21,8.24,8.01,7.97,0,.,.,.,.,.,.,.,.
20250210 _165613,45698.7057086227,1739206573.22587,00:00:00,25.01,25,25,24.99,24.99,25.17,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.09,6.48,7.83,7.37,8.32,-4.3,8.13,0,.,.,.,.,.,.,.,.
20250210 _165614,45698.7057203009,1739206574.23444,00:00:00,25.01,24.99,24.99,25,25,25.14,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.07,6.81,7.99,6.18,8.3,7.85,8.37,0,.,.,.,.,.,.,.,.
20250210 _165615,45698.7057320023,1739206575.24504,00:00:00,25.01,25.01,25,25,25.02,24.81,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.03,6.41,6.74,6.08,7.96,18.09,8.19,0,.,.,.,.,.,.,.,.
20250210 _165616,45698.7057436343,1739206576.25087,00:00:00,25,25.02,25.01,25,25.02,24.82,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.09,6.17,7.69,6.14,7.83,9.86,8.07,0,.,.,.,.,.,.,.,.
20250210 _165617,45698.7057552778,1739206577.2568,00:00:00,24.99,25,25,25,25,25.16,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.4,6.37,8.93,6.15,8.02,-2.3,8.04,0,.,.,.,.,.,.,.,.
20250210 _165618,45698.7057668982,1739206578.26092,00:00:00,24.99,24.99,24.99,25,25,25.14,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.38,6.77,7.95,6.14,8.15,7.84,8.25,0,.,.,.,.,.,.,.,.
20250210 _165619,45698.7057785301,1739206579.26562,00:00:00,25.01,25,25,25,25,24.81,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.08,6.48,7.91,6.06,8.04,18.08,8.27,0,.,.,.,.,.,.,.,.
20250210 _165620,45698.7057901157,1739206580.26692,00:00:00,25.01,25.02,25.01,25,25,24.89,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.04,6.15,7.75,6.13,8.09,4.26,8.29,0,.,.,.,.,.,.,.,.
20250210 _165621,45698.7058017477,1739206581.27135,00:00:00,25,25,25.01,25,25,25.16,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,8.44,6.35,6.51,6.12,8.15,-3.92,8.08,0,.,.,.,.,.,.,.,.
20250210 _165622,45698.7058134838,1739206582.28592,00:00:00,24.99,24.98,25,25,25,25.15,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.34,6.85,7.84,6.12,8.03,9.5,9.57,0,.,.,.,.,.,.,.,.
20250210 _165623,45698.7058252894,1739206583.3059,00:00:00,25,25,24.99,25,25.01,24.82,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.21,6.48,7.94,6.02,8.9,19.44,8.07,0,.,.,.,.,.,.,.,.
20250210 _165624,45698.7058370255,1739206584.31904,00:00:00,25.01,25.02,25,25,25,24.89,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.71,6.04,6.78,7.13,7.98,2.47,8.29,0,.,.,.,.,.,.,.,.
20250210 _165625,45698.7058486921,1739206585.32747,00:00:00,25.01,24.99,25.01,25,25,25.2,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.99,7.71,6.53,5.98,8.03,-1.98,8.22,0,.,.,.,.,.,.,.,.
20250210 _165626,45698.7058603472,1739206586.33444,00:00:00,25,24.98,25.01,25.01,25,25.14,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.21,8.03,7.61,4.83,7.96,9.69,6.36,0,.,.,.,.,.,.,.,.
20250210 _165627,45698.7058721644,1739206587.35543,00:00:00,24.99,25,25,25.01,25.01,24.82,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.31,6.43,7.73,5.83,7.8,17.87,7.98,0,.,.,.,.,.,.,.,.
20250210 _165628,45698.70588375,1739206588.35696,00:00:00,25,25.01,25,24.99,25,24.89,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.18,6.18,7.81,6.12,8.78,4.32,8.19,0,.,.,.,.,.,.,.,.
20250210 _165629,45698.7058954282,1739206589.36543,00:00:00,25.01,24.99,24.99,24.98,24.99,25.21,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.93,6.5,7.91,6.35,8.08,-2.24,8.21,0,.,.,.,.,.,.,.,.
20250210 _165630,45698.7059072338,1739206590.38592,00:00:00,25.01,24.99,25,25,25,25.07,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.95,5.44,7.77,6.1,8.06,11.51,8.23,0,.,.,.,.,.,.,.,.
20250210 _165631,45698.7059188889,1739206591.39244,00:00:00,25,25.01,25.01,25.01,25,24.82,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,5.74,6.33,7.68,6.89,8,17.69,8.25,0,.,.,.,.,.,.,.,.
20250210 _165632,45698.7059305671,1739206592.40143,00:00:00,24.99,25.02,25,25.01,25,24.88,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.25,6.07,7.73,6.87,7.93,4.52,6.64,0,.,.,.,.,.,.,.,.
20250210 _165633,45698.7059423032,1739206593.41574,00:00:00,24.99,24.99,24.99,24.99,25,25.2,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.29,6.47,7.9,6.2,7.03,-1.93,8.32,0,.,.,.,.,.,.,.,.
20250210 _165634,45698.7059539352,1739206594.42071,00:00:00,25,24.99,25,24.99,25.01,25.08,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.16,6.72,7.85,5.15,7.84,11.48,7.87,0,.,.,.,.,.,.,.,.
20250210 _165635,45698.7059656713,1739206595.43474,00:00:00,25.01,25.01,25.01,25,25.01,24.78,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.9,6.32,7.59,5.99,7.8,17.36,9.54,0,.,.,.,.,.,.,.,.
20250210 _165636,45698.7059773032,1739206596.43916,00:00:00,25.01,25.01,25.01,25.01,24.99,24.88,25,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6.94,6.18,7.63,5.88,8.95,4.55,8.17,0,.,.,.,.,.,.,.,.
20250210 _165637,45698.7059889468,1739206597.44599,00:00:00,25,24.99,25,25,24.98,25.21,24.99,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.15,7.7,7.77,6.08,8.24,-4.06,8.45,0,.,.,.,.,.,.,.,.
20250210 _165638,45698.7060007523,1739206598.46589,00:00:00,24.99,24.99,25,24.99,25,25.09,25.01,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,6,6.64,7.78,6.21,8.1,11.18,8.07,0,.,.,.,.,.,.,.,.
20250210 _165639,45698.7060125116,1739206599.48139,00:00:00,25,25.01,24.99,25,25,24.78,25.02,NaN,25,25,25,25,25,25,25,0,18,21,18,18,15,30,24.6,0,5.22,7.35,5.88,6.3,5.125,9.75,7.503,0,15.52,15,13.78,12.86,10.98,23.08,20.16,0,7.15,6.31,7.88,6.07,7.98,17.4,7.66,0,.,.,.,.,.,.,.,.
