time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_A0,Current_temp_A1,Current_temp_A2,Current_temp_A3,Current_temp_A4,Current_temp_A5,Current_temp_A6,Current_temp_A7/A2,Target_temp_A0,Target_temp_A1,Target_temp_A2,Target_temp_A3,Target_temp_A4,Target_temp_A5,Target_temp_A6,Target_temp_A7/A2,kp_A0,kp_A1,kp_A2,kp_A3,kp_A4,kp_A5,kp_A6,kp_A7/A2,ki_A0,ki_A1,ki_A2,ki_A3,ki_A4,ki_A5,ki_A6,ki_A7/A2,kd_A0,kd_A1,kd_A2,kd_A3,kd_A4,kd_A5,kd_A6,kd_A7/A2,Output_A0,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Output_A7/A2,BaSyTec Line.Loop_A0,BaSyTec Line.Loop_A1,BaSyTec Line.Loop_A2,BaSyTec Line.Loop_A3,BaSyTec Line.Loop_A4,BaSyTec Line.Loop_A5,BaSyTec Line.Loop_A6,BaSyTec Line.Loop_A7/A2
20250210 _160609,45698.670943669,1739203569.53387,00:00:00,25.01,25.07,25.01,25.02,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.65,0,11.12,9.68,11.6,11.41,10.54,9.8,.,.,.,.,.,.,.,.
20250210 _160610,45698.6709553009,1739203570.53857,00:00:00,25,25.07,25.01,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,12.46,0,10.92,9.85,11.59,11.39,12.58,9.95,.,.,.,.,.,.,.,.
20250210 _160611,45698.6709670949,1739203571.55785,00:00:00,24.99,25.08,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,11.04,0,11.07,10.31,11.59,13.43,12.81,9.74,.,.,.,.,.,.,.,.
20250210 _160612,45698.6709787731,1739203572.56623,00:00:00,24.99,25.08,24.99,25,25,24.99,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,11.1,0,11.43,7.76,11.59,11.73,10.75,7.74,.,.,.,.,.,.,.,.
20250210 _160613,45698.6709903935,1739203573.57034,00:00:00,25.01,25.08,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.76,0,11.25,9.74,11.45,11.67,10.63,9.65,.,.,.,.,.,.,.,.
20250210 _160614,45698.6710019907,1739203574.57259,00:00:00,25.01,25.07,25.01,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.71,0,11.02,9.82,11.42,11.46,10.47,9.76,.,.,.,.,.,.,.,.
20250210 _160615,45698.6710136458,1739203575.57926,00:00:00,25,25.07,25.01,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.92,0,10.94,10.42,11.38,11.44,10.42,9.89,.,.,.,.,.,.,.,.
20250210 _160616,45698.6710252315,1739203576.58076,00:00:00,25,25.07,25,25,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.3,0,11.24,10.22,11.61,11.31,10.7,9.8,.,.,.,.,.,.,.,.
20250210 _160617,45698.6710368519,1739203577.58498,00:00:00,25,25.07,24.99,25.01,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.96,0,11.38,9.79,11.64,11.27,10.87,9.81,.,.,.,.,.,.,.,.
20250210 _160618,45698.6710486806,1739203578.60617,00:00:00,25,25.07,25,25.01,25,25.01,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.82,0,11.19,9.68,11.54,11.21,8.37,9.94,.,.,.,.,.,.,.,.
20250210 _160619,45698.6710602894,1739203579.60984,00:00:00,25,25.07,25,24.99,25,25,25.01,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.93,0,11.08,10.25,11.4,11.39,10.28,9.96,.,.,.,.,.,.,.,.
20250210 _160620,45698.6710719097,1739203580.61385,00:00:00,25,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.95,0,11.05,8.01,11.49,11.52,10.51,9.88,.,.,.,.,.,.,.,.
20250210 _160621,45698.6710835648,1739203581.62083,00:00:00,25,25.08,25,25.01,24.99,25,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.31,0,11.02,9.59,11.75,11.55,10.67,9.51,.,.,.,.,.,.,.,.
20250210 _160622,45698.6710952315,1739203582.62835,00:00:00,25,25.08,25.01,25,25,25,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.98,0,10.87,9.77,9.54,11.46,8.3,9.42,.,.,.,.,.,.,.,.
20250210 _160623,45698.6711069444,1739203583.64038,00:00:00,25,25.07,25,24.99,25,25.01,25.01,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.87,0,11.06,8.06,11.42,11.22,10.2,9.72,.,.,.,.,.,.,.,.
20250210 _160624,45698.671118588,1739203584.64613,00:00:00,25,25.07,24.99,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.86,0,11.3,10.31,11.39,11.29,12.53,9.86,.,.,.,.,.,.,.,.
20250210 _160625,45698.6711304167,1739203585.66822,00:00:00,25,25.08,25,25.01,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.84,0,11.23,9.76,11.48,11.38,10.73,7.93,.,.,.,.,.,.,.,.
20250210 _160626,45698.6711420718,1739203586.67562,00:00:00,25,25.08,25,25.01,25,25,24.99,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.82,0,11,9.48,11.61,11.5,10.81,9.38,.,.,.,.,.,.,.,.
20250210 _160627,45698.671153669,1739203587.67773,00:00:00,25.01,25.08,25,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.02,0,10.97,10.16,11.51,11.42,10.26,9.54,.,.,.,.,.,.,.,.
20250210 _160628,45698.6711653588,1739203588.68711,00:00:00,25,25.06,25,24.99,25.01,25.01,25.01,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.76,0,11.19,10.26,9.24,9.34,10.17,9.91,.,.,.,.,.,.,.,.
20250210 _160629,45698.6711770139,1739203589.69469,00:00:00,25,25.07,25,25.01,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.86,0,11.1,9.7,11.31,9.18,10.53,8.04,.,.,.,.,.,.,.,.
20250210 _160630,45698.6711887269,1739203590.70656,00:00:00,25,25.08,25,25.01,25,25,24.99,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.74,0,10.99,9.47,11.55,13.17,10.72,9.4,.,.,.,.,.,.,.,.
20250210 _160631,45698.6712003125,1739203591.70772,00:00:00,25.01,25.08,25.01,25,25,25,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.59,0,10.84,12.15,11.58,11.41,10.66,9.31,.,.,.,.,.,.,.,.
20250210 _160632,45698.6712121412,1739203592.72948,00:00:00,25,25.07,25,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.02,0,11.03,10.18,11.34,11.43,10.37,9.73,.,.,.,.,.,.,.,.
20250210 _160633,45698.6712237847,1739203593.73567,00:00:00,24.99,25.06,24.99,25,25,25,25.01,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.93,0,11.27,9.78,13.29,11.34,10.15,9.91,.,.,.,.,.,.,.,.
20250210 _160634,45698.6712354051,1739203594.73972,00:00:00,25,25.08,25,25.01,25,25,24.99,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.83,0,11.07,7.4,11.37,11.23,10.68,7.78,.,.,.,.,.,.,.,.
20250210 _160635,45698.6712471412,1739203595.753,00:00:00,25,25.08,25.01,24.99,24.99,25,24.99,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.84,0,10.82,10.15,9.53,11.33,10.76,9.18,.,.,.,.,.,.,.,.
20250210 _160636,45698.6712587847,1739203596.75983,00:00:00,25,25.07,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,12.5,0,10.89,10.21,11.56,11.45,10.52,11.31,.,.,.,.,.,.,.,.
20250210 _160637,45698.6712703935,1739203597.76299,00:00:00,25,25.06,25,25,25,25,25.01,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.72,0,11.11,9.96,11.45,11.48,10.19,11.69,.,.,.,.,.,.,.,.
20250210 _160638,45698.6712820486,1739203598.76933,00:00:00,25,25.07,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.7,0,11.26,9.64,11.3,11.27,10.26,9.81,.,.,.,.,.,.,.,.
20250210 _160639,45698.6712937037,1739203599.77617,00:00:00,25,25.08,25,25,25,25,24.99,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.68,0,11.08,10.04,11.39,11.23,10.68,9.34,.,.,.,.,.,.,.,.
20250210 _160640,45698.6713053588,1739203600.78331,00:00:00,25,25.08,25,25,24.99,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.65,0,10.96,10.09,11.65,11.32,10.75,9.5,.,.,.,.,.,.,.,.
20250210 _160641,45698.671317037,1739203601.79218,00:00:00,25.01,25.06,25,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.51,0,11.03,9.83,11.71,11.45,10.34,9.74,.,.,.,.,.,.,.,.
20250210 _160642,45698.6713286921,1739203602.79969,00:00:00,25.01,25.06,25,25.01,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.47,0,11.14,9.63,11.5,11.37,10.29,9.8,.,.,.,.,.,.,.,.
20250210 _160643,45698.6713405093,1739203603.82086,00:00:00,25,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.7,0,11.17,12.21,11.37,11.25,10.4,9.59,.,.,.,.,.,.,.,.
20250210 _160644,45698.6713521875,1739203604.82963,00:00:00,24.99,25.08,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,12.64,0,10.95,10.1,11.33,11.21,10.56,11.26,.,.,.,.,.,.,.,.
20250210 _160645,45698.6713638194,1739203605.83471,00:00:00,24.99,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.93,0,12.77,9.82,11.44,11.3,8.49,9.64,.,.,.,.,.,.,.,.
20250210 _160646,45698.6713755093,1739203606.84419,00:00:00,25,25.06,25,25,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.83,0,11.11,9.75,11.59,13.41,10.63,9.66,.,.,.,.,.,.,.,.
20250210 _160647,45698.6713871759,1739203607.85221,00:00:00,25,25.07,24.99,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.84,0,11.27,12.38,11.34,11.47,10.65,9.67,.,.,.,.,.,.,.,.
20250210 _160648,45698.6713987731,1739203608.8549,00:00:00,25,25.07,25,25,25.01,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.86,0,11.07,7.8,11.17,11.26,10.53,9.68,.,.,.,.,.,.,.,.
20250210 _160649,45698.6714104745,1739203609.86595,00:00:00,25,25.07,25,25,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.87,0,11.06,11.99,13.36,11.14,10.37,9.56,.,.,.,.,.,.,.,.
20250210 _160650,45698.6714220949,1739203610.86978,00:00:00,25,25.07,25,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.11,0,10.93,9.76,11.64,11.33,10.32,11.5,.,.,.,.,.,.,.,.
20250210 _160651,45698.6714337963,1739203611.88062,00:00:00,25,25.06,25,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.75,0,12.99,10.2,11.58,11.46,10.43,9.82,.,.,.,.,.,.,.,.
20250210 _160652,45698.671445463,1739203612.88821,00:00:00,25,25.07,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.74,0,11.27,7.82,11.34,11.38,10.42,7.9,.,.,.,.,.,.,.,.
20250210 _160653,45698.6714571528,1739203613.89811,00:00:00,25,25.07,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.72,0,11.21,9.68,11.31,11.26,10.57,9.6,.,.,.,.,.,.,.,.
20250210 _160654,45698.6714687963,1739203614.90465,00:00:00,25,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.7,0,11.11,9.74,11.55,11.23,10.58,9.59,.,.,.,.,.,.,.,.
20250210 _160655,45698.671480463,1739203615.91215,00:00:00,25,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.82,0,10.98,12.36,11.59,11.45,10.6,9.71,.,.,.,.,.,.,.,.
20250210 _160656,45698.6714921296,1739203616.92076,00:00:00,25,25.07,25,25,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.83,0,10.95,10.08,11.48,11.59,10.62,9.6,.,.,.,.,.,.,.,.
20250210 _160657,45698.6715037963,1739203617.92879,00:00:00,25,25.07,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.84,0,11.29,9.8,11.33,11.41,10.65,9.58,.,.,.,.,.,.,.,.
20250210 _160658,45698.6715156134,1739203618.94946,00:00:00,25,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.85,0,11.22,9.9,11.42,11.3,8.44,9.57,.,.,.,.,.,.,.,.
20250210 _160659,45698.6715272569,1739203619.95542,00:00:00,25,25.07,25,24.99,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.86,0,11.12,12.56,11.7,11.38,10.38,9.57,.,.,.,.,.,.,.,.
20250210 _160700,45698.6715391319,1739203620.98119,00:00:00,25,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.89,0,11,10.18,11.63,9.64,10.32,9.68,.,.,.,.,.,.,.,.
20250210 _160701,45698.671550787,1739203621.98863,00:00:00,25,25.07,25,25.01,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.9,0,11.1,11.91,11.37,11.66,10.58,9.7,.,.,.,.,.,.,.,.
20250210 _160702,45698.6715624306,1739203622.99469,00:00:00,25,25.07,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.92,0,11.09,9.76,11.46,11.48,10.77,9.71,.,.,.,.,.,.,.,.
20250210 _160703,45698.6715740625,1739203623.99976,00:00:00,25,25.07,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.93,0,11.09,10.04,13.7,11.36,10.67,9.72,.,.,.,.,.,.,.,.
20250210 _160705,45698.6715857755,1739203625.01125,00:00:00,25,25.06,25,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.94,0,10.96,10.11,11.78,11.33,10.4,9.85,.,.,.,.,.,.,.,.
20250210 _160706,45698.6715974653,1739203626.02109,00:00:00,25,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.98,0,11.04,9.83,11.56,11.54,10.35,9.76,.,.,.,.,.,.,.,.
20250210 _160707,45698.6716092824,1739203627.04243,00:00:00,25,25.07,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.86,0,11.28,9.77,11.55,13.55,10.61,9.64,.,.,.,.,.,.,.,.
20250210 _160708,45698.6716210301,1739203628.05707,00:00:00,25,25.07,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.83,0,9.38,10.22,11.41,9.53,10.79,9.62,.,.,.,.,.,.,.,.
20250210 _160709,45698.6716328009,1739203629.0742,00:00:00,25,25.07,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.95,0,11.01,10.31,11.52,11.37,10.69,9.74,.,.,.,.,.,.,.,.
20250210 _160710,45698.671644375,1739203630.07467,00:00:00,24.99,25.07,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,11.09,0,11.11,9.92,11.52,11.35,10.57,9.75,.,.,.,.,.,.,.,.
20250210 _160711,45698.6716559722,1739203631.07691,00:00:00,25,25.06,25,25.01,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,11.01,0,11.23,11.9,11.51,11.56,10.42,9.89,.,.,.,.,.,.,.,.
20250210 _160712,45698.6716675926,1739203632.0805,00:00:00,25,25.07,25,25,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,12.53,0,11.25,12.26,11.38,11.71,10.53,7.97,.,.,.,.,.,.,.,.
20250210 _160713,45698.6716791898,1739203633.08218,00:00:00,25,25.07,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,10.97,0,11.15,8.14,11.48,11.53,10.67,9.67,.,.,.,.,.,.,.,.
20250210 _160714,45698.6716909028,1739203634.09468,00:00:00,24.99,25.07,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,11.12,0,11.27,9.93,9.63,11.42,10.84,9.78,.,.,.,.,.,.,.,.
20250210 _160715,45698.6717025347,1739203635.09981,00:00:00,25,25.06,25,25.01,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,11.04,0,11.29,9.57,11.67,11.39,8.51,9.92,.,.,.,.,.,.,.,.
20250210 _160716,45698.6717143634,1739203636.12117,00:00:00,25.01,25.06,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.14,0,11.19,9.95,11.69,11.48,10.45,9.95,.,.,.,.,.,.,.,.
