time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_A0,Current_temp_A1,Current_temp_A2,Current_temp_A3,Current_temp_A4,Current_temp_A5,Current_temp_A6,Current_temp_A7/A2,Target_temp_A0,Target_temp_A1,Target_temp_A2,Target_temp_A3,Target_temp_A4,Target_temp_A5,Target_temp_A6,Target_temp_A7/A2,kp_A0,kp_A1,kp_A2,kp_A3,kp_A4,kp_A5,kp_A6,kp_A7/A2,ki_A0,ki_A1,ki_A2,ki_A3,ki_A4,ki_A5,ki_A6,ki_A7/A2,kd_A0,kd_A1,kd_A2,kd_A3,kd_A4,kd_A5,kd_A6,kd_A7/A2,Output_A0,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Output_A7/A2,BaSyTec Line.Loop_A0,BaSyTec Line.Loop_A1,BaSyTec Line.Loop_A2,BaSyTec Line.Loop_A3,BaSyTec Line.Loop_A4,BaSyTec Line.Loop_A5,BaSyTec Line.Loop_A6,BaSyTec Line.Loop_A7/A2
20250210 _152829,45698.6447890857,1739201309.77753,00:00:00,24.99,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.99,0,9.51,8.78,9.89,9.83,5.91,7.9,.,.,.,.,.,.,.,.
20250210 _152830,45698.6448006829,1739201310.77958,00:00:00,25,24.98,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.9,0,9.5,8.33,9.76,9.92,5.94,7.88,.,.,.,.,.,.,.,.
20250210 _152831,45698.6448122685,1739201311.78063,00:00:00,25.01,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,5.89,0,9.63,8.57,9.85,10.05,5.82,7.86,.,.,.,.,.,.,.,.
20250210 _152832,45698.6448238773,1739201312.7836,00:00:00,25,24.98,25,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.7,0,9.52,8.9,9.99,9.96,5.49,7.96,.,.,.,.,.,.,.,.
20250210 _152833,45698.6448354514,1739201313.78381,00:00:00,24.99,24.97,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.93,0,9.64,8.8,10.01,9.86,7.83,8.22,.,.,.,.,.,.,.,.
20250210 _152834,45698.6448470486,1739201314.78504,00:00:00,24.99,24.97,24.99,25.01,25,25,24.99,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.1,0,9.77,8.5,9.91,9.84,8.29,8.18,.,.,.,.,.,.,.,.
20250210 _152835,45698.644858669,1739201315.78988,00:00:00,25,24.98,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.92,0,7.84,8.61,9.76,9.92,6.13,6.26,.,.,.,.,.,.,.,.
20250210 _152836,45698.6448702546,1739201316.79092,00:00:00,25,24.98,24.99,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.8,0,9.83,11.1,9.87,9.92,5.72,7.98,.,.,.,.,.,.,.,.
20250210 _152837,45698.6448819329,1739201317.79999,00:00:00,25,24.98,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.42,0,9.88,8.84,10.02,8.19,5.66,8.09,.,.,.,.,.,.,.,.
20250210 _152838,45698.6448936806,1739201318.81462,00:00:00,25,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.86,0,7.85,8.57,9.91,9.97,5.92,8.1,.,.,.,.,.,.,.,.
20250210 _152839,45698.6449053588,1739201319.82362,00:00:00,24.99,24.98,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.14,0,11.44,8.53,7.78,9.97,6.1,7.99,.,.,.,.,.,.,.,.
20250210 _152840,45698.6449170255,1739201320.83179,00:00:00,24.99,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.09,0,9.53,8.82,12.02,9.85,5.85,7.97,.,.,.,.,.,.,.,.
20250210 _152841,45698.6449288773,1739201321.85582,00:00:00,25,24.98,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.86,0,9.75,8.89,10.16,9.84,5.66,9.81,.,.,.,.,.,.,.,.
20250210 _152842,45698.644940625,1739201322.87058,00:00:00,25,24.98,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.84,0,9.66,8.45,10.07,9.82,5.77,7.97,.,.,.,.,.,.,.,.
20250210 _152843,45698.6449523611,1739201323.88438,00:00:00,25,24.98,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.95,0,11.64,8.53,9.82,9.9,6.07,8.08,.,.,.,.,.,.,.,.
20250210 _152844,45698.6449641435,1739201324.90225,00:00:00,24.99,24.98,24.99,24.99,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.25,0,11.76,8.97,11.9,10.15,5.99,8.09,.,.,.,.,.,.,.,.
20250210 _152845,45698.6449758796,1739201325.91651,00:00:00,25,24.98,24.99,25,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.92,0,9.93,6.57,10.17,10.1,5.71,8.1,.,.,.,.,.,.,.,.
20250210 _152846,45698.6449876389,1739201326.93223,00:00:00,25.01,24.98,24.99,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.76,0,9.98,8.43,10.11,10.01,5.82,8.11,.,.,.,.,.,.,.,.
20250210 _152847,45698.6449993403,1739201327.94388,00:00:00,25,24.98,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.84,0,9.78,10.69,10.01,10.01,8.21,7.99,.,.,.,.,.,.,.,.
20250210 _152848,45698.6450109375,1739201328.94519,00:00:00,24.99,24.98,25.01,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.08,0,9.53,11.14,9.99,9.9,6.02,8.1,.,.,.,.,.,.,.,.
20250210 _152849,45698.6450227199,1739201329.96344,00:00:00,24.99,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.12,0,9.59,8.88,9.86,9.88,3.65,8.11,.,.,.,.,.,.,.,.
20250210 _152850,45698.645034294,1739201330.9635,00:00:00,25,24.98,25,25.01,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.89,0,9.68,8.45,9.83,7.88,5.85,6.27,.,.,.,.,.,.,.,.
20250210 _152851,45698.6450460764,1739201331.98171,00:00:00,25.01,24.98,25,25,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.71,0,9.68,10.85,9.79,9.7,6,8.1,.,.,.,.,.,.,.,.
20250210 _152852,45698.6450577662,1739201332.99134,00:00:00,25,24.98,25,25,25,25.01,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.79,0,9.68,8.81,9.9,7.8,6.18,8.11,.,.,.,.,.,.,.,.
20250210 _152854,45698.645069456,1739201334.00187,00:00:00,24.99,24.98,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.03,0,9.67,8.85,10.17,11.81,5.94,8,.,.,.,.,.,.,.,.
20250210 _152855,45698.6450810301,1739201335.00153,00:00:00,25,24.98,25,25,25,24.99,25.01,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.95,0,9.79,8.57,12.12,10.11,5.61,7.98,.,.,.,.,.,.,.,.
20250210 _152856,45698.6450927546,1739201336.01481,00:00:00,25.01,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.71,0,9.69,8.5,9.84,9.94,5.84,7.96,.,.,.,.,.,.,.,.
20250210 _152857,45698.6451044907,1739201337.02815,00:00:00,25.01,24.99,25,25,25,25.01,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.64,0,9.69,10.94,9.81,7.85,5.99,7.81,.,.,.,.,.,.,.,.
20250210 _152858,45698.6451162153,1739201338.04141,00:00:00,24.99,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.61,0,9.68,8.8,9.91,9.78,5.88,7.88,.,.,.,.,.,.,.,.
20250210 _152859,45698.6451278588,1739201339.0475,00:00:00,24.99,24.97,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.99,0,7.82,8.67,10.04,8.03,5.72,8.12,.,.,.,.,.,.,.,.
20250210 _152900,45698.6451396065,1739201340.06248,00:00:00,25,24.98,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.78,0,9.68,8.33,9.8,10.01,5.66,8.04,.,.,.,.,.,.,.,.
20250210 _152901,45698.6451511921,1739201341.06371,00:00:00,25.01,24.99,25,25,25.01,25,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.5,0,9.55,8.39,9.63,9.81,5.93,7.78,.,.,.,.,.,.,.,.
20250210 _152902,45698.6451627778,1739201342.06485,00:00:00,25,24.98,25,25,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.55,0,9.52,8.68,9.69,9.55,3.87,7.86,.,.,.,.,.,.,.,.
20250210 _152903,45698.6451745023,1739201343.07725,00:00:00,25,24.97,25,25,25,25.01,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,6.13,0,9.5,8.71,9.8,9.61,5.85,8.09,.,.,.,.,.,.,.,.
20250210 _152904,45698.6451863657,1739201344.10251,00:00:00,24.99,24.97,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.93,0,9.47,8.41,9.94,9.91,5.67,8.14,.,.,.,.,.,.,.,.
20250210 _152905,45698.6451981019,1739201345.11604,00:00:00,25,24.98,25,25,25,24.99,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.85,0,9.43,10.69,9.99,11.93,6.08,8.06,.,.,.,.,.,.,.,.
20250210 _152906,45698.6452098264,1739201346.12958,00:00:00,25,24.98,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.72,0,9.52,8.98,9.75,9.89,6.31,7.93,.,.,.,.,.,.,.,.
20250210 _152907,45698.6452215741,1739201347.14439,00:00:00,24.99,24.98,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.95,0,9.77,6.62,9.72,9.77,5.95,7.91,.,.,.,.,.,.,.,.
20250210 _152908,45698.6452331597,1739201348.14528,00:00:00,24.99,24.98,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,9.76,0,9.93,8.69,9.95,9.75,5.78,7.9,.,.,.,.,.,.,.,.
20250210 _152909,45698.6452449074,1739201349.16076,00:00:00,25,24.98,25,25,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,6.27,0,9.76,10.84,10.12,9.96,5.87,7.87,.,.,.,.,.,.,.,.
20250210 _152910,45698.6452565046,1739201350.1624,00:00:00,25.01,24.98,25,25,24.99,24.99,24.99,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.67,0,7.67,8.79,10.18,10.11,6.17,7.72,.,.,.,.,.,.,.,.
20250210 _152911,45698.6452682176,1739201351.17463,00:00:00,25,24.97,25,25,25,25,24.99,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.73,0,9.63,8.84,9.96,9.93,6.24,9.75,.,.,.,.,.,.,.,.
20250210 _152912,45698.6452799537,1739201352.189,00:00:00,24.99,24.97,24.99,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.97,0,9.86,8.58,9.95,9.83,6.01,8.21,.,.,.,.,.,.,.,.
20250210 _152913,45698.6452916898,1739201353.20261,00:00:00,24.99,24.97,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.14,0,9.78,8.41,9.95,9.81,6,8.03,.,.,.,.,.,.,.,.
20250210 _152914,45698.6453034028,1739201354.21403,00:00:00,25,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.95,0,9.67,10.82,9.82,9.9,5.82,8.04,.,.,.,.,.,.,.,.
20250210 _152915,45698.6453150926,1739201355.22477,00:00:00,25.01,24.98,25,24.99,25,24.99,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.69,0,9.79,8.95,9.79,10.14,5.92,7.92,.,.,.,.,.,.,.,.
20250210 _152916,45698.6453268403,1739201356.23949,00:00:00,25,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.88,0,9.81,6.57,10.02,11.94,6.07,7.91,.,.,.,.,.,.,.,.
20250210 _152917,45698.6453385764,1739201357.25376,00:00:00,24.99,24.98,25,25.01,24.99,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.03,0,9.83,6.27,10.17,9.88,6.09,8.01,.,.,.,.,.,.,.,.
20250210 _152918,45698.6453501736,1739201358.25514,00:00:00,25,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,6.16,0,9.85,8.52,10.11,9.86,5.81,6.18,.,.,.,.,.,.,.,.
20250210 _152919,45698.6453618519,1739201359.26464,00:00:00,25.01,24.98,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.66,0,9.87,8.98,9.86,9.83,5.61,8.01,.,.,.,.,.,.,.,.
20250210 _152920,45698.6453735764,1739201360.27759,00:00:00,25,24.98,25.01,25,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.74,0,7.68,6.59,9.98,9.7,5.84,8.02,.,.,.,.,.,.,.,.
20250210 _152921,45698.6453853241,1739201361.29229,00:00:00,24.99,24.98,25.01,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8,0,9.36,8.45,9.83,9.88,6,6.19,.,.,.,.,.,.,.,.
20250210 _152922,45698.6453970833,1739201362.30843,00:00:00,25,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.93,0,9.63,8.68,9.91,10,5.89,7.9,.,.,.,.,.,.,.,.
20250210 _152923,45698.6454087153,1739201363.31311,00:00:00,25,24.98,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.8,0,9.98,8.84,10.04,10.03,5.72,7.88,.,.,.,.,.,.,.,.
20250210 _152924,45698.6454204398,1739201364.32633,00:00:00,25.01,24.99,25,25,25,25,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.63,0,9.82,8.73,10.07,9.83,5.82,6.04,.,.,.,.,.,.,.,.
20250210 _152925,45698.6454321412,1739201365.33719,00:00:00,25,24.98,25.01,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.84,0,9.36,8.39,9.96,9.8,5.96,7.82,.,.,.,.,.,.,.,.
20250210 _152926,45698.6454438079,1739201366.34523,00:00:00,24.99,24.97,25.01,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.99,0,9.39,8.45,11.8,9.88,5.99,6.33,.,.,.,.,.,.,.,.
20250210 _152927,45698.6454555208,1739201367.35782,00:00:00,25,24.98,24.99,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.9,0,9.81,8.9,9.88,10.01,5.7,8.12,.,.,.,.,.,.,.,.
20250210 _152928,45698.6454672569,1739201368.37188,00:00:00,25.01,24.98,24.99,25,25,25,25.01,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,6,0,9.85,8.82,10.01,10.04,5.5,7.91,.,.,.,.,.,.,.,.
20250210 _152929,45698.6454789468,1739201369.38109,00:00:00,25.01,24.99,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.6,0,9.65,8.37,7.91,9.83,5.74,7.89,.,.,.,.,.,.,.,.
20250210 _152930,45698.645490544,1739201370.38386,00:00:00,25,24.99,25,25,25,25.01,25,25.01,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.69,0,9.52,8.44,9.8,9.69,5.9,6.03,.,.,.,.,.,.,.,.
20250210 _152931,45698.6455023032,1739201371.39912,00:00:00,25,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.82,0,9.49,8.73,9.62,9.88,5.93,7.82,.,.,.,.,.,.,.,.
20250210 _152932,45698.6455139005,1739201372.40192,00:00:00,25,24.98,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.84,0,9.46,8.78,9.83,10,5.79,7.93,.,.,.,.,.,.,.,.
20250210 _152933,45698.6455255093,1739201373.40452,00:00:00,25,24.98,25,25.01,24.99,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.85,0,9.42,8.32,10.1,9.91,5.75,8.08,.,.,.,.,.,.,.,.
20250210 _152934,45698.6455372569,1739201374.41945,00:00:00,25,24.99,25,25,25,25,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.86,0,7.54,8.26,8.04,9.69,5.89,7.87,.,.,.,.,.,.,.,.
20250210 _152935,45698.6455488542,1739201375.42183,00:00:00,24.99,24.99,24.99,25,25,25.01,25,25,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,8.01,0,9.74,8.67,9.8,9.63,5.92,7.85,.,.,.,.,.,.,.,.
20250210 _152936,45698.6455606019,1739201376.43623,00:00:00,25,24.98,24.99,25,25,25,25,24.99,25,25,25,25,25,25,25,25,27.6,0,26.4,34.2,29.4,25.2,33,27,9.384,0,7.656,10.94,8.82,7.56,10.56,8.64,20.29,0,22.76,26.85,24.5,22.76,25.78,21.09,7.94,0,9.8,8.71,9.75,7.84,3.72,8.08,.,.,.,.,.,.,.,.
