time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_C0,Current_temp_C1,Current_temp_C2,Current_temp_C3,Current_temp_C4,Current_temp_C5,Current_temp_C6,Current_temp_C7_Ableiterplus,Target_temp_C0,Target_temp_C1,Target_temp_C2,Target_temp_C3,Target_temp_C4,Target_temp_C5,Target_temp_C6,Target_temp_C7_Ableiterplus,kp_C0,kp_C1,kp_C2,kp_C3,kp_C4,kp_C5,kp_C6,kp_C7_Ableiterplus,ki_C0,ki_C1,ki_C2,ki_C3,ki_C4,ki_C5,ki_C6,ki_C7_Ableiterplus,kd_C0,kd_C1,kd_C2,kd_C3,kd_C4,kd_C5,kd_C6,kd_C7_Ableiterplus,Output_C0,Output_C1,Output_C2,Output_C3,Output_C4,Output_C5,Output_C6,Output_C7_Ableiterplus,BaSyTec Line.Loop_C0,BaSyTec Line.Loop_C1,BaSyTec Line.Loop_C2,BaSyTec Line.Loop_C3,BaSyTec Line.Loop_C4,BaSyTec Line.Loop_C5,BaSyTec Line.Loop_C6,BaSyTec Line.Loop_C7_Ableiterplus
20250210 _144238,45698.6129504051,1739198558.91566,00:00:00,25,25,24.99,25.01,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.2,10.61,11.08,10.85,10.77,10.39,11.2,15.33,.,.,.,.,.,.,.,.
20250210 _144239,45698.6129621528,1739198559.93014,00:00:00,25,25,25,25.01,25,25,25,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.23,10.7,11.02,10.8,10.79,10.26,11.2,-5.24,.,.,.,.,.,.,.,.
20250210 _144240,45698.6129738773,1739198560.94373,00:00:00,25,25,25.01,25,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.35,10.82,10.81,10.99,10.69,10.35,11.19,-3.22,.,.,.,.,.,.,.,.
20250210 _144241,45698.6129855671,1739198561.95386,00:00:00,24.99,25,25.01,24.99,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.5,9.09,10.77,11.12,10.79,10.35,11.19,-4.21,.,.,.,.,.,.,.,.
20250210 _144242,45698.6129974306,1739198562.97803,00:00:00,24.99,25,25,24.99,25,25,25,24.98,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.53,8.9,10.84,11.16,10.79,10.23,11.18,16.65,.,.,.,.,.,.,.,.
20250210 _144243,45698.6130091667,1739198563.99237,00:00:00,25,25,25,25,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.44,12.37,10.95,9.22,10.8,10.33,11.18,20.13,.,.,.,.,.,.,.,.
20250210 _144244,45698.6130207639,1739198564.99418,00:00:00,25,25,25,25.01,24.99,25,25,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.45,10.59,10.85,10.83,10.92,10.45,11.17,-2.05,.,.,.,.,.,.,.,.
20250210 _144245,45698.613032338,1739198565.99483,00:00:00,25,25,25,25.01,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.41,10.8,10.84,10.78,10.83,10.35,11.17,-4.11,.,.,.,.,.,.,.,.
20250210 _144247,45698.6130440394,1739198567.00511,00:00:00,25,24.99,25,25,25,25,25.01,24.98,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.33,10.96,10.96,10.99,12.53,10.34,9.74,17.56,.,.,.,.,.,.,.,.
20250210 _144248,45698.613055625,1739198568.00686,00:00:00,25,25,25,24.99,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.31,10.76,10.97,11.24,10.82,10.34,11.16,20.03,.,.,.,.,.,.,.,.
20250210 _144249,45698.6130671991,1739198569.00634,00:00:00,25,25,25,24.99,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.29,12.5,10.99,11.17,10.71,10.34,11.15,23.95,.,.,.,.,.,.,.,.
20250210 _144250,45698.6130787847,1739198570.00775,00:00:00,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.27,10.62,12.66,10.97,10.69,10.32,11.15,-2.43,.,.,.,.,.,.,.,.
20250210 _144251,45698.6130905208,1739198571.02187,00:00:00,25.01,25,25,25.01,25,25,25,25.12,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.19,10.59,9.25,10.71,10.68,10.31,11.14,-8.61,.,.,.,.,.,.,.,.
20250210 _144252,45698.6131021065,1739198572.02264,00:00:00,25.01,25,25,25.01,25.01,24.99,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.09,10.81,11.03,10.75,10.54,10.55,11.14,16.78,.,.,.,.,.,.,.,.
20250210 _144253,45698.6131137732,1739198573.03056,00:00:00,25,24.99,25,25,25,25,25.01,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.26,10.96,10.93,10.96,10.62,10.48,11.06,19,.,.,.,.,.,.,.,.
20250210 _144254,45698.6131253588,1739198574.03101,00:00:00,24.99,25,25.01,24.99,24.99,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.57,10.76,9.06,11.1,10.84,10.26,11.12,23.44,.,.,.,.,.,.,.,.
20250210 _144255,45698.6131370602,1739198575.04245,00:00:00,24.99,25,25.01,24.99,24.99,25,25,24.97,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.78,10.64,10.65,11.14,11,10.34,11.11,6.03,.,.,.,.,.,.,.,.
20250210 _144256,45698.6131487731,1739198576.05457,00:00:00,25,25,25,25,25,25,25,25.11,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.49,10.61,10.82,10.94,10.84,10.33,12.47,-8.31,.,.,.,.,.,.,.,.
20250210 _144257,45698.6131603472,1739198577.05444,00:00:00,25.01,25,25,25.01,25,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.09,10.68,10.8,10.68,10.73,10.22,11.09,17.1,.,.,.,.,.,.,.,.
20250210 _144258,45698.6131719213,1739198578.05447,00:00:00,25.01,25,25.01,25.01,25,25,25,24.89,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.13,10.8,10.68,10.72,10.83,10.19,11.09,24.51,.,.,.,.,.,.,.,.
20250210 _144259,45698.6131836574,1739198579.06853,00:00:00,25,25,25,25,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.22,10.82,10.77,12.66,10.84,10.39,11.08,26.11,.,.,.,.,.,.,.,.
20250210 _144300,45698.6131953588,1739198580.07917,00:00:00,24.99,25,25,24.99,25,24.99,25,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.63,10.6,10.88,11.05,10.72,10.55,11.07,4.69,.,.,.,.,.,.,.,.
20250210 _144301,45698.6132071065,1739198581.09407,00:00:00,24.99,25,25,24.99,25,24.99,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.71,10.57,10.89,11.09,10.71,10.61,11.13,-9.93,.,.,.,.,.,.,.,.
20250210 _144302,45698.613218831,1739198582.10743,00:00:00,25,25,25,25,25,25,25,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.42,10.65,10.91,10.89,10.7,10.42,11.14,11.36,.,.,.,.,.,.,.,.
20250210 _144303,45698.6132305787,1739198583.12214,00:00:00,25.01,24.99,25,25.01,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.1,12.76,10.92,10.75,10.68,10.4,12.51,24.62,.,.,.,.,.,.,.,.
20250210 _144304,45698.6132421759,1739198584.12407,00:00:00,25.01,25,24.99,25,25.01,25,25,24.95,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.14,10.86,11.05,10.95,8.86,8.71,11.08,4.48,.,.,.,.,.,.,.,.
20250210 _144305,45698.6132537847,1739198585.1278,00:00:00,25,25,25,24.99,25,25,25,24.93,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.37,8.77,9.3,11.19,12.32,10.4,11.07,12.27,.,.,.,.,.,.,.,.
20250210 _144306,45698.6132653819,1739198586.12909,00:00:00,24.99,25.01,24.99,24.99,25,25,25,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.66,10.48,11.09,11.15,10.73,10.28,11.14,-9.99,.,.,.,.,.,.,.,.
20250210 _144307,45698.613277037,1739198587.13689,00:00:00,25,25,25,25,24.99,25,25,25.07,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.59,10.66,11.13,11.07,11,10.36,11.07,3.37,.,.,.,.,.,.,.,.
20250210 _144308,45698.61328875,1739198588.14856,00:00:00,25.01,24.99,25,25.01,24.99,25,25,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.22,11.01,10.93,10.82,10.95,12.16,11.14,23.81,.,.,.,.,.,.,.,.
20250210 _144309,45698.6133004167,1739198589.15683,00:00:00,25.01,24.99,25.01,25,25,25,25,24.93,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.16,10.97,10.68,10.89,10.87,10.36,11.14,12.26,.,.,.,.,.,.,.,.
20250210 _144310,45698.6133121296,1739198590.16893,00:00:00,24.99,25,25.01,24.99,25,25,25,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.52,10.65,10.61,11.1,10.87,10.36,9.8,-10.06,.,.,.,.,.,.,.,.
20250210 _144311,45698.6133238542,1739198591.18159,00:00:00,24.99,25,25,24.99,25,25,25,25.07,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.85,10.51,10.77,11.14,10.88,10.35,11.16,3.55,.,.,.,.,.,.,.,.
20250210 _144312,45698.6133354514,1739198592.18388,00:00:00,24.99,25,24.99,24.99,25,25,25,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.66,10.59,10.99,11.17,10.89,10.34,11.16,-3.26,.,.,.,.,.,.,.,.
20250210 _144313,45698.6133471759,1739198593.19637,00:00:00,25.01,25,24.99,25,25,25,24.99,24.93,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.21,10.68,11.04,10.98,9.09,10.33,11.24,24.28,.,.,.,.,.,.,.,.
20250210 _144314,45698.6133588542,1739198594.20591,00:00:00,25.01,24.99,25,25.01,25,25,25,24.92,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.08,10.93,10.98,10.84,10.89,10.44,11.19,11,.,.,.,.,.,.,.,.
20250210 _144315,45698.613370544,1739198595.21583,00:00:00,25,25,25.01,25,25,25,24.99,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.4,10.87,10.78,10.91,10.79,10.47,11.27,-9.49,.,.,.,.,.,.,.,.
20250210 _144316,45698.6133822338,1739198596.22565,00:00:00,24.99,25,25.01,24.99,25,25,24.99,25.07,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.81,10.77,10.74,11.15,10.78,10.49,11.28,5.01,.,.,.,.,.,.,.,.
20250210 _144317,45698.6133939583,1739198597.23801,00:00:00,24.99,25,25,24.99,25,25,24.99,25.09,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.8,10.76,10.83,11.29,10.89,10.51,12.65,-1.84,.,.,.,.,.,.,.,.
20250210 _144318,45698.6134056944,1739198598.2524,00:00:00,25,25,25,25,25,25,24.99,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.44,10.76,10.95,11.12,10.91,10.54,11.31,24.68,.,.,.,.,.,.,.,.
20250210 _144319,45698.6134173611,1739198599.26091,00:00:00,25.01,25,24.99,25.01,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.02,10.76,11.08,10.9,10.92,10.57,12.68,18.22,.,.,.,.,.,.,.,.
20250210 _144320,45698.6134290741,1739198600.27205,00:00:00,25.01,25,25,25,25,25,25,25.07,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.17,10.64,9.35,10.96,10.94,10.59,11.27,-7.23,.,.,.,.,.,.,.,.
20250210 _144321,45698.6134406713,1739198601.27453,00:00:00,24.99,25,25,25,25,25,25,25.08,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.53,10.61,10.92,11.07,9.14,10.64,11.28,4.12,.,.,.,.,.,.,.,.
20250210 _144322,45698.6134523843,1739198602.28601,00:00:00,24.99,25,25.01,24.99,25,25,25,24.93,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.72,10.69,10.78,11.21,10.95,10.54,11.22,23.77,.,.,.,.,.,.,.,.
20250210 _144323,45698.6134641319,1739198603.30112,00:00:00,25,24.99,25,25,25,25.01,25,24.97,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.53,10.94,10.87,11.14,10.96,10.3,11.28,19.64,.,.,.,.,.,.,.,.
20250210 _144324,45698.6134757292,1739198604.30311,00:00:00,25.01,24.99,25,25,25,25.01,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.28,11.09,10.98,11.03,10.87,10.23,11.22,17.85,.,.,.,.,.,.,.,.
20250210 _144325,45698.6134875463,1739198605.32443,00:00:00,25.01,25,24.99,25.01,25,25,25,25.03,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.08,10.93,11.12,10.88,10.98,10.3,11.28,-4.02,.,.,.,.,.,.,.,.
20250210 _144326,45698.613499294,1739198606.33941,00:00:00,25,25.01,25,25.01,25,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.26,10.59,11.05,10.83,11,10.4,11.29,-1.51,.,.,.,.,.,.,.,.
20250210 _144327,45698.6135110185,1739198607.35262,00:00:00,24.99,25.01,25.01,24.99,25,25,25,24.94,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.67,10.53,10.82,12.9,11.01,10.39,11.23,22.58,.,.,.,.,.,.,.,.
20250210 _144328,45698.6135227662,1739198608.36757,00:00:00,24.99,25,25.01,24.99,24.99,25,25,24.91,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.76,10.84,12.41,11.3,11.13,10.39,12.66,17.15,.,.,.,.,.,.,.,.
20250210 _144329,45698.6135344676,1739198609.37867,00:00:00,25.01,24.99,25,25,25,25,25,25.06,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.31,11.12,10.83,11.13,11.04,10.4,11.3,-8.15,.,.,.,.,.,.,.,.
20250210 _144330,45698.6135462037,1739198610.3929,00:00:00,25.01,25,25,25.01,25.01,25,25,25.01,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.06,9.2,10.94,10.9,9.14,12.19,11.31,-4.87,.,.,.,.,.,.,.,.
20250210 _144331,45698.6135579398,1739198611.40643,00:00:00,25.01,25.01,25,25.01,25.01,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.17,10.63,10.85,10.85,10.54,10.53,11.31,-1.43,.,.,.,.,.,.,.,.
20250210 _144332,45698.6135696875,1739198612.42181,00:00:00,24.99,25.01,25,24.99,25.01,25,25,24.97,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.53,10.44,10.96,11.06,10.55,10.43,11.32,19.1,.,.,.,.,.,.,.,.
20250210 _144333,45698.6135813773,1739198613.4318,00:00:00,24.99,25,25,24.99,24.99,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.77,10.71,10.98,11.21,10.96,10.56,12.69,17.58,.,.,.,.,.,.,.,.
20250210 _144334,45698.6135930903,1739198614.44363,00:00:00,25,24.99,24.99,25,24.99,25,25,25.05,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.55,11.08,11.11,11.12,11.01,8.77,11.33,-5.79,.,.,.,.,.,.,.,.
20250210 _144335,45698.6136048264,1739198615.45771,00:00:00,25.01,24.99,24.99,25.01,25,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.16,11.04,11.16,10.88,10.93,10.57,11.34,-1.26,.,.,.,.,.,.,.,.
20250210 _144336,45698.6136165625,1739198616.47173,00:00:00,25.01,25,25,25.01,25,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.06,10.72,10.96,10.84,10.82,10.59,9.99,-5.87,.,.,.,.,.,.,.,.
20250210 _144337,45698.6136281481,1739198617.47206,00:00:00,25,25.01,25.01,25,25,25,24.99,25.02,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.28,10.45,10.71,11.05,10.92,10.48,12.78,13.23,.,.,.,.,.,.,.,.
20250210 _144338,45698.6136398148,1739198618.48043,00:00:00,24.99,25,25.01,24.99,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.68,10.6,10.65,11.31,10.81,10.48,11.37,22.32,.,.,.,.,.,.,.,.
20250210 _144339,45698.6136514699,1739198619.48707,00:00:00,24.99,24.99,25,24.99,25,25,25,24.98,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.81,10.93,12.47,11.25,10.79,10.47,11.31,3.02,.,.,.,.,.,.,.,.
20250210 _144340,45698.613663206,1739198620.50107,00:00:00,25,24.99,25,25.01,25,25,25,25.1,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.45,9.26,10.8,10.92,10.77,10.47,11.31,-6.67,.,.,.,.,.,.,.,.
20250210 _144341,45698.613675081,1739198621.52716,00:00:00,25.01,25,25,25.01,25,25,25,24.99,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,8.06,10.71,10.79,10.87,10.87,10.59,11.37,19.14,.,.,.,.,.,.,.,.
20250210 _144342,45698.6136866782,1739198622.52942,00:00:00,25.01,25.01,25,25,25,25,25,25.03,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,10.08,12.31,10.91,10.95,10.75,10.49,11.37,11.92,.,.,.,.,.,.,.,.
20250210 _144343,45698.6136983796,1739198623.54046,00:00:00,24.99,25.01,24.99,24.99,25,25,25,24.9,25,25,25,25,25,25,25,25,28.8,25.8,25.2,26.4,25.8,26.4,15,92,8.64,7.74,7.812,8.184,7.998,8.448,3.375,167.4,24,21.5,20.32,21.29,20.81,20.62,16.67,13.1,12.48,10.49,11.03,11.16,10.74,10.48,11.38,22.75,.,.,.,.,.,.,.,.
