Today's Date:	09 May 2025	Date of Test:	08-May-25 1:46:13 PM
Filename:	Arbitrary file name 2025-05-08 13-46-13_746	Tester Channel:	3
Tester ID:	Maccor #4
Procedure:	E72_C_3_test.000	Description:	C/3 CC disch/ CCCV ch E72 Porsche at 25°C
SCap:	0.0 g
C Rate:	72.199997 A
Rec	Cycle P	Cycle C	Step	Test Time	Step Time	Capacity	Energy	Current	Voltage	MD	ES	DPT Time	AUX1 [C]	
1	0	1	1	  0d 00:00:0	  0d 00:00:0	0	0	0	4.086	R	0	08-May-25 1:46:14 PM	28	
2	0	1	1	  0d 00:00:10	  0d 00:00:10	0	0	0	4.085	R	1	08-May-25 1:46:24 PM	28	
3	0	1	1	  0d 00:00:20	  0d 00:00:20	0	0	0	4.085	R	1	08-May-25 1:46:34 PM	28	
4	0	1	1	  0d 00:00:30	  0d 00:00:30	0	0	0	4.085	R	1	08-May-25 1:46:44 PM	28	
5	0	1	1	  0d 00:00:40	  0d 00:00:40	0	0	0	4.083	R	1	08-May-25 1:46:54 PM	28	
6	0	1	1	  0d 00:00:50	  0d 00:00:50	0	0	0	4.087	R	1	08-May-25 1:47:04 PM	28	
7	0	1	1	  0d 00:01:0	  0d 00:01:0	0	0	0	4.087	R	1	08-May-25 1:47:14 PM	28	
8	0	1	1	  0d 00:01:10	  0d 00:01:10	0	0	0	4.085	R	1	08-May-25 1:47:24 PM	28	
9	0	1	1	  0d 00:01:20	  0d 00:01:20	0	0	0	4.086	R	1	08-May-25 1:47:34 PM	28	
10	0	1	1	  0d 00:01:30	  0d 00:01:30	0	0	0	4.082	R	1	08-May-25 1:47:44 PM	28	
11	0	1	1	  0d 00:01:40	  0d 00:01:40	0	0	0	4.088	R	1	08-May-25 1:47:54 PM	28	
12	0	1	1	  0d 00:01:50	  0d 00:01:50	0	0	0	4.085	R	1	08-May-25 1:48:04 PM	28	
13	0	1	1	  0d 00:02:0	  0d 00:02:0	0	0	0	4.083	R	129	08-May-25 1:48:14 PM	28	
14	0	1	2	  0d 00:02:0	  0d 00:00:0	0.000	0.001	23.908	4.128	C	0	08-May-25 1:48:14 PM	28	
15	0	1	2	  0d 00:02:5	  0d 00:00:5	0.033	0.138	23.825	4.142	C	1	08-May-25 1:48:19 PM	28	
16	0	1	2	  0d 00:02:10	  0d 00:00:10	0.066	0.275	23.818	4.139	C	1	08-May-25 1:48:24 PM	28	
17	0	1	2	  0d 00:02:15	  0d 00:00:15	0.1	0.412	23.815	4.144	C	1	08-May-25 1:48:29 PM	28	
18	0	1	2	  0d 00:02:20	  0d 00:00:20	0.133	0.549	23.828	4.146	C	1	08-May-25 1:48:34 PM	28	
19	0	1	2	  0d 00:02:25	  0d 00:00:25	0.166	0.686	23.828	4.148	C	1	08-May-25 1:48:39 PM	28	
20	0	1	2	  0d 00:02:30	  0d 00:00:30	0.199	0.824	23.818	4.149	C	1	08-May-25 1:48:44 PM	28	
21	0	1	2	  0d 00:02:35	  0d 00:00:35	0.232	0.961	23.821	4.152	C	1	08-May-25 1:48:49 PM	28	
22	0	1	2	  0d 00:02:40	  0d 00:00:40	0.265	1.098	23.815	4.151	C	1	08-May-25 1:48:54 PM	28	
23	0	1	2	  0d 00:02:45	  0d 00:00:45	0.298	1.236	23.825	4.153	C	1	08-May-25 1:48:59 PM	28	
24	0	1	2	  0d 00:02:50	  0d 00:00:50	0.331	1.373	23.825	4.154	C	1	08-May-25 1:49:04 PM	28	
25	0	1	2	  0d 00:02:55	  0d 00:00:55	0.364	1.511	23.825	4.156	C	1	08-May-25 1:49:09 PM	28	
26	0	1	2	  0d 00:03:0	  0d 00:01:0	0.397	1.648	23.834	4.156	C	1	08-May-25 1:49:14 PM	28	
27	0	1	2	  0d 00:03:5	  0d 00:01:5	0.43	1.786	23.828	4.16	C	1	08-May-25 1:49:19 PM	28	
28	0	1	2	  0d 00:03:10	  0d 00:01:10	0.464	1.923	23.828	4.154	C	1	08-May-25 1:49:24 PM	28	
29	0	1	2	  0d 00:03:15	  0d 00:01:15	0.497	2.061	23.815	4.159	C	1	08-May-25 1:49:29 PM	28	
30	0	1	2	  0d 00:03:20	  0d 00:01:20	0.53	2.199	23.821	4.159	C	1	08-May-25 1:49:34 PM	28	
31	0	1	2	  0d 00:03:25	  0d 00:01:25	0.563	2.336	23.834	4.16	C	1	08-May-25 1:49:39 PM	28	
32	0	1	2	  0d 00:03:30	  0d 00:01:30	0.596	2.474	23.821	4.161	C	1	08-May-25 1:49:44 PM	28	
33	0	1	2	  0d 00:03:35	  0d 00:01:35	0.629	2.612	23.818	4.161	C	1	08-May-25 1:49:49 PM	28	
34	0	1	2	  0d 00:03:40	  0d 00:01:40	0.662	2.749	23.818	4.165	C	1	08-May-25 1:49:54 PM	28	
35	0	1	2	  0d 00:03:45	  0d 00:01:45	0.695	2.887	23.828	4.163	C	1	08-May-25 1:49:59 PM	28	
36	0	1	2	  0d 00:03:50	  0d 00:01:50	0.728	3.025	23.818	4.165	C	1	08-May-25 1:50:04 PM	28	
37	0	1	2	  0d 00:03:55	  0d 00:01:55	0.761	3.163	23.831	4.167	C	1	08-May-25 1:50:09 PM	28	
38	0	1	2	  0d 00:04:0	  0d 00:02:0	0.794	3.3	23.825	4.164	C	1	08-May-25 1:50:14 PM	28	
39	0	1	2	  0d 00:04:5	  0d 00:02:5	0.828	3.438	23.825	4.164	C	1	08-May-25 1:50:19 PM	28	
40	0	1	2	  0d 00:04:10	  0d 00:02:10	0.861	3.576	23.815	4.165	C	1	08-May-25 1:50:24 PM	28	
41	0	1	2	  0d 00:04:15	  0d 00:02:15	0.894	3.714	23.825	4.166	C	1	08-May-25 1:50:29 PM	28	
42	0	1	2	  0d 00:04:20	  0d 00:02:20	0.927	3.852	23.837	4.167	C	1	08-May-25 1:50:34 PM	28	
43	0	1	2	  0d 00:04:25	  0d 00:02:25	0.96	3.989	23.821	4.171	C	1	08-May-25 1:50:39 PM	28	
44	0	1	2	  0d 00:04:30	  0d 00:02:30	0.993	4.127	23.815	4.167	C	1	08-May-25 1:50:44 PM	28	
45	0	1	2	  0d 00:04:35	  0d 00:02:35	1.026	4.265	23.821	4.168	C	1	08-May-25 1:50:49 PM	28	
46	0	1	2	  0d 00:04:40	  0d 00:02:40	1.059	4.403	23.828	4.168	C	1	08-May-25 1:50:54 PM	28	
47	0	1	2	  0d 00:04:45	  0d 00:02:45	1.092	4.541	23.815	4.169	C	1	08-May-25 1:50:59 PM	28	
48	0	1	2	  0d 00:04:50	  0d 00:02:50	1.125	4.679	23.825	4.17	C	1	08-May-25 1:51:04 PM	28	
49	0	1	2	  0d 00:04:55	  0d 00:02:55	1.158	4.817	23.821	4.171	C	1	08-May-25 1:51:09 PM	28	
50	0	1	2	  0d 00:05:0	  0d 00:03:0	1.191	4.955	23.837	4.171	C	1	08-May-25 1:51:14 PM	28	
51	0	1	2	  0d 00:05:5	  0d 00:03:5	1.225	5.093	23.818	4.174	C	1	08-May-25 1:51:19 PM	28	
52	0	1	2	  0d 00:05:10	  0d 00:03:10	1.258	5.231	23.821	4.168	C	1	08-May-25 1:51:24 PM	28	
53	0	1	2	  0d 00:05:15	  0d 00:03:15	1.291	5.369	23.821	4.173	C	1	08-May-25 1:51:29 PM	28	
54	0	1	2	  0d 00:05:20	  0d 00:03:20	1.324	5.507	23.821	4.173	C	1	08-May-25 1:51:34 PM	28	
55	0	1	2	  0d 00:05:25	  0d 00:03:25	1.357	5.645	23.821	4.173	C	1	08-May-25 1:51:39 PM	28	
56	0	1	2	  0d 00:05:30	  0d 00:03:30	1.39	5.783	23.828	4.174	C	1	08-May-25 1:51:44 PM	28	
57	0	1	2	  0d 00:05:35	  0d 00:03:35	1.423	5.922	23.825	4.174	C	1	08-May-25 1:51:49 PM	28	
58	0	1	2	  0d 00:05:40	  0d 00:03:40	1.456	6.06	23.815	4.174	C	1	08-May-25 1:51:54 PM	28	
59	0	1	2	  0d 00:05:45	  0d 00:03:45	1.489	6.198	23.825	4.175	C	1	08-May-25 1:51:59 PM	28	
60	0	1	2	  0d 00:05:50	  0d 00:03:50	1.522	6.336	23.821	4.177	C	1	08-May-25 1:52:04 PM	28	
61	0	1	2	  0d 00:05:55	  0d 00:03:55	1.555	6.474	23.818	4.172	C	1	08-May-25 1:52:09 PM	28	
62	0	1	2	  0d 00:06:0	  0d 00:04:0	1.589	6.612	23.821	4.176	C	1	08-May-25 1:52:14 PM	28	
63	0	1	2	  0d 00:06:5	  0d 00:04:5	1.622	6.751	23.828	4.181	C	1	08-May-25 1:52:19 PM	28	
64	0	1	2	  0d 00:06:10	  0d 00:04:10	1.655	6.889	23.834	4.177	C	1	08-May-25 1:52:24 PM	28	
65	0	1	2	  0d 00:06:15	  0d 00:04:15	1.688	7.027	23.818	4.178	C	1	08-May-25 1:52:29 PM	28	
66	0	1	2	  0d 00:06:20	  0d 00:04:20	1.721	7.165	23.815	4.177	C	1	08-May-25 1:52:34 PM	28	
67	0	1	2	  0d 00:06:25	  0d 00:04:25	1.754	7.304	23.825	4.179	C	1	08-May-25 1:52:39 PM	28	
68	0	1	2	  0d 00:06:30	  0d 00:04:30	1.787	7.442	23.821	4.179	C	1	08-May-25 1:52:44 PM	28	
69	0	1	2	  0d 00:06:35	  0d 00:04:35	1.82	7.58	23.825	4.178	C	1	08-May-25 1:52:49 PM	28	
70	0	1	2	  0d 00:06:40	  0d 00:04:40	1.853	7.718	23.831	4.179	C	1	08-May-25 1:52:54 PM	28	
71	0	1	2	  0d 00:06:45	  0d 00:04:45	1.886	7.857	23.821	4.181	C	1	08-May-25 1:52:59 PM	28	
72	0	1	2	  0d 00:06:50	  0d 00:04:50	1.919	7.995	23.821	4.18	C	1	08-May-25 1:53:04 PM	28	
73	0	1	2	  0d 00:06:55	  0d 00:04:55	1.953	8.133	23.825	4.184	C	1	08-May-25 1:53:09 PM	28	
74	0	1	2	  0d 00:07:0	  0d 00:05:0	1.986	8.272	23.821	4.181	C	1	08-May-25 1:53:14 PM	28	
75	0	1	2	  0d 00:07:5	  0d 00:05:5	2.019	8.41	23.815	4.182	C	1	08-May-25 1:53:19 PM	28	
76	0	1	2	  0d 00:07:10	  0d 00:05:10	2.052	8.548	23.821	4.183	C	1	08-May-25 1:53:24 PM	28	
77	0	1	2	  0d 00:07:15	  0d 00:05:15	2.085	8.687	23.825	4.182	C	1	08-May-25 1:53:29 PM	28	
78	0	1	2	  0d 00:07:20	  0d 00:05:20	2.118	8.825	23.821	4.182	C	1	08-May-25 1:53:34 PM	28	
79	0	1	2	  0d 00:07:25	  0d 00:05:25	2.151	8.964	23.825	4.18	C	1	08-May-25 1:53:39 PM	28	
80	0	1	2	  0d 00:07:30	  0d 00:05:30	2.184	9.102	23.828	4.184	C	1	08-May-25 1:53:44 PM	28	
81	0	1	2	  0d 00:07:35	  0d 00:05:35	2.217	9.24	23.821	4.183	C	1	08-May-25 1:53:49 PM	28	
82	0	1	2	  0d 00:07:40	  0d 00:05:40	2.25	9.379	23.812	4.184	C	1	08-May-25 1:53:54 PM	28	
83	0	1	2	  0d 00:07:45	  0d 00:05:45	2.283	9.517	23.825	4.186	C	1	08-May-25 1:53:59 PM	28	
84	0	1	2	  0d 00:07:50	  0d 00:05:50	2.316	9.656	23.821	4.185	C	1	08-May-25 1:54:04 PM	28	
85	0	1	2	  0d 00:07:55	  0d 00:05:55	2.35	9.794	23.825	4.183	C	1	08-May-25 1:54:09 PM	28	
86	0	1	2	  0d 00:08:0	  0d 00:06:0	2.383	9.933	23.825	4.185	C	1	08-May-25 1:54:14 PM	28	
87	0	1	2	  0d 00:08:5	  0d 00:06:5	2.416	10.071	23.825	4.185	C	1	08-May-25 1:54:19 PM	28	
88	0	1	2	  0d 00:08:10	  0d 00:06:10	2.449	10.21	23.818	4.19	C	1	08-May-25 1:54:24 PM	28	
89	0	1	2	  0d 00:08:15	  0d 00:06:15	2.482	10.348	23.821	4.186	C	1	08-May-25 1:54:29 PM	28	
90	0	1	2	  0d 00:08:20	  0d 00:06:20	2.515	10.487	23.821	4.187	C	1	08-May-25 1:54:34 PM	28	
91	0	1	2	  0d 00:08:25	  0d 00:06:25	2.548	10.625	23.815	4.184	C	1	08-May-25 1:54:39 PM	28	
92	0	1	2	  0d 00:08:30	  0d 00:06:30	2.581	10.764	23.818	4.187	C	1	08-May-25 1:54:44 PM	28	
93	0	1	2	  0d 00:08:35	  0d 00:06:35	2.614	10.902	23.818	4.187	C	1	08-May-25 1:54:49 PM	28	
94	0	1	2	  0d 00:08:40	  0d 00:06:40	2.647	11.041	23.821	4.189	C	1	08-May-25 1:54:54 PM	28	
95	0	1	2	  0d 00:08:45	  0d 00:06:45	2.68	11.179	23.821	4.189	C	1	08-May-25 1:54:59 PM	28	
96	0	1	2	  0d 00:08:50	  0d 00:06:50	2.714	11.318	23.831	4.189	C	1	08-May-25 1:55:04 PM	28	
97	0	1	2	  0d 00:08:55	  0d 00:06:55	2.747	11.457	23.828	4.189	C	1	08-May-25 1:55:09 PM	28	
98	0	1	2	  0d 00:09:0	  0d 00:07:0	2.78	11.595	23.818	4.189	C	1	08-May-25 1:55:14 PM	28	
99	0	1	2	  0d 00:09:5	  0d 00:07:5	2.813	11.734	23.831	4.189	C	1	08-May-25 1:55:19 PM	28	
100	0	1	2	  0d 00:09:10	  0d 00:07:10	2.846	11.872	23.831	4.193	C	1	08-May-25 1:55:24 PM	28	
101	0	1	2	  0d 00:09:15	  0d 00:07:15	2.879	12.011	23.815	4.187	C	1	08-May-25 1:55:29 PM	28	
102	0	1	2	  0d 00:09:20	  0d 00:07:20	2.912	12.15	23.821	4.191	C	1	08-May-25 1:55:34 PM	28	
103	0	1	2	  0d 00:09:25	  0d 00:07:25	2.945	12.288	23.825	4.192	C	1	08-May-25 1:55:39 PM	28	
104	0	1	2	  0d 00:09:30	  0d 00:07:30	2.978	12.427	23.825	4.191	C	1	08-May-25 1:55:44 PM	28	
105	0	1	2	  0d 00:09:35	  0d 00:07:35	3.011	12.566	23.834	4.191	C	1	08-May-25 1:55:49 PM	28	
106	0	1	2	  0d 00:09:40	  0d 00:07:40	3.044	12.704	23.821	4.194	C	1	08-May-25 1:55:54 PM	28	
107	0	1	2	  0d 00:09:45	  0d 00:07:45	3.078	12.843	23.815	4.191	C	1	08-May-25 1:55:59 PM	28	
108	0	1	2	  0d 00:09:50	  0d 00:07:50	3.111	12.982	23.821	4.191	C	1	08-May-25 1:56:04 PM	28	
109	0	1	2	  0d 00:09:55	  0d 00:07:55	3.144	13.121	23.825	4.193	C	1	08-May-25 1:56:09 PM	28	
110	0	1	2	  0d 00:10:0	  0d 00:08:0	3.177	13.259	23.828	4.193	C	1	08-May-25 1:56:14 PM	28	
111	0	1	2	  0d 00:10:5	  0d 00:08:5	3.21	13.398	23.825	4.196	C	1	08-May-25 1:56:19 PM	28	
112	0	1	2	  0d 00:10:5	  0d 00:08:5	3.21	13.398	23.818	4.201	C	133	08-May-25 1:56:19 PM	28	
113	0	1	3	  0d 00:10:5	  0d 00:00:0	0.000	0.001	23.793	4.194	C	0	08-May-25 1:56:19 PM	28	
114	0	1	3	  0d 00:10:10	  0d 00:00:5	0.033	0.139	23.818	4.19	C	1	08-May-25 1:56:24 PM	28	
115	0	1	3	  0d 00:10:15	  0d 00:00:10	0.066	0.278	23.825	4.194	C	1	08-May-25 1:56:29 PM	28	
116	0	1	3	  0d 00:10:20	  0d 00:00:15	0.099	0.417	23.821	4.195	C	1	08-May-25 1:56:34 PM	28	
117	0	1	3	  0d 00:10:25	  0d 00:00:20	0.132	0.556	23.828	4.195	C	1	08-May-25 1:56:39 PM	28	
118	0	1	3	  0d 00:10:30	  0d 00:00:25	0.166	0.694	23.821	4.195	C	1	08-May-25 1:56:44 PM	28	
119	0	1	3	  0d 00:10:35	  0d 00:00:30	0.199	0.833	23.821	4.197	C	1	08-May-25 1:56:49 PM	28	
120	0	1	3	  0d 00:10:40	  0d 00:00:35	0.232	0.972	23.828	4.197	C	1	08-May-25 1:56:54 PM	28	
121	0	1	3	  0d 00:10:45	  0d 00:00:40	0.265	1.111	23.821	4.194	C	1	08-May-25 1:56:59 PM	28	
122	0	1	3	  0d 00:10:50	  0d 00:00:45	0.298	1.25	23.825	4.197	C	1	08-May-25 1:57:04 PM	28	
123	0	1	3	  0d 00:10:55	  0d 00:00:50	0.331	1.388	23.828	4.197	C	1	08-May-25 1:57:09 PM	28	
124	0	1	3	  0d 00:11:0	  0d 00:00:55	0.364	1.527	23.818	4.197	C	1	08-May-25 1:57:14 PM	28	
125	0	1	3	  0d 00:11:5	  0d 00:01:0	0.397	1.666	23.825	4.199	C	1	08-May-25 1:57:19 PM	28	
126	0	1	3	  0d 00:11:10	  0d 00:01:5	0.43	1.805	23.818	4.194	C	1	08-May-25 1:57:24 PM	28	
127	0	1	3	  0d 00:11:15	  0d 00:01:10	0.463	1.944	23.831	4.198	C	1	08-May-25 1:57:29 PM	28	
128	0	1	3	  0d 00:11:20	  0d 00:01:15	0.496	2.082	23.793	4.198	C	1	08-May-25 1:57:34 PM	28	
129	0	1	3	  0d 00:11:25	  0d 00:01:20	0.529	2.221	23.818	4.199	C	1	08-May-25 1:57:39 PM	28	
130	0	1	3	  0d 00:11:30	  0d 00:01:25	0.562	2.36	23.677	4.199	C	1	08-May-25 1:57:44 PM	28	
131	0	1	3	  0d 00:11:35	  0d 00:01:30	0.595	2.499	23.809	4.199	C	1	08-May-25 1:57:49 PM	28	
132	0	1	3	  0d 00:11:40	  0d 00:01:35	0.628	2.637	23.219	4.204	C	1	08-May-25 1:57:54 PM	28	
133	0	1	3	  0d 00:11:45	  0d 00:01:40	0.661	2.775	23.818	4.2	C	1	08-May-25 1:57:59 PM	28	
134	0	1	3	  0d 00:11:50	  0d 00:01:45	0.694	2.913	23.687	4.2	C	1	08-May-25 1:58:04 PM	28	
135	0	1	3	  0d 00:11:55	  0d 00:01:50	0.727	3.051	23.805	4.2	C	1	08-May-25 1:58:09 PM	28	
136	0	1	3	  0d 00:12:0	  0d 00:01:55	0.76	3.188	23.017	4.2	C	1	08-May-25 1:58:14 PM	28	
137	0	1	3	  0d 00:12:5	  0d 00:02:0	0.792	3.325	23.793	4.201	C	1	08-May-25 1:58:19 PM	28	
138	0	1	3	  0d 00:12:10	  0d 00:02:5	0.824	3.461	22.985	4.2	C	1	08-May-25 1:58:24 PM	28	
139	0	1	3	  0d 00:12:15	  0d 00:02:10	0.857	3.597	23.29	4.198	C	1	08-May-25 1:58:29 PM	28	
140	0	1	3	  0d 00:12:20	  0d 00:02:15	0.889	3.731	23.12	4.201	C	1	08-May-25 1:58:34 PM	28	
141	0	1	3	  0d 00:12:25	  0d 00:02:20	0.921	3.864	22.995	4.199	C	1	08-May-25 1:58:39 PM	28	
142	0	1	3	  0d 00:12:30	  0d 00:02:25	0.952	3.998	23.091	4.201	C	1	08-May-25 1:58:44 PM	28	
143	0	1	3	  0d 00:12:35	  0d 00:02:30	0.983	4.128	21.54	4.199	C	1	08-May-25 1:58:49 PM	28	
144	0	1	3	  0d 00:12:40	  0d 00:02:35	1.014	4.258	22.19	4.2	C	1	08-May-25 1:58:54 PM	28	
145	0	1	3	  0d 00:12:45	  0d 00:02:40	1.045	4.388	21.998	4.203	C	1	08-May-25 1:58:59 PM	28	
146	0	1	3	  0d 00:12:50	  0d 00:02:45	1.076	4.517	22.748	4.197	C	1	08-May-25 1:59:04 PM	28	
147	0	1	3	  0d 00:12:55	  0d 00:02:50	1.106	4.645	22.517	4.199	C	1	08-May-25 1:59:09 PM	28	
148	0	1	3	  0d 00:13:0	  0d 00:02:55	1.137	4.773	21.319	4.2	C	1	08-May-25 1:59:14 PM	28	
149	0	1	3	  0d 00:13:5	  0d 00:03:0	1.167	4.9	21.767	4.2	C	1	08-May-25 1:59:19 PM	28	
150	0	1	3	  0d 00:13:10	  0d 00:03:5	1.197	5.026	20.976	4.202	C	1	08-May-25 1:59:24 PM	28	
151	0	1	3	  0d 00:13:15	  0d 00:03:10	1.227	5.151	21.594	4.197	C	1	08-May-25 1:59:29 PM	28	
152	0	1	3	  0d 00:13:20	  0d 00:03:15	1.257	5.277	21.652	4.2	C	1	08-May-25 1:59:34 PM	28	
153	0	1	3	  0d 00:13:25	  0d 00:03:20	1.287	5.402	21.165	4.201	C	1	08-May-25 1:59:39 PM	28	
154	0	1	3	  0d 00:13:30	  0d 00:03:25	1.316	5.527	20.739	4.201	C	1	08-May-25 1:59:44 PM	28	
155	0	1	3	  0d 00:13:35	  0d 00:03:30	1.346	5.65	21.178	4.202	C	1	08-May-25 1:59:49 PM	28	
156	0	1	3	  0d 00:13:40	  0d 00:03:35	1.375	5.772	21.181	4.202	C	1	08-May-25 1:59:54 PM	28	
157	0	1	3	  0d 00:13:45	  0d 00:03:40	1.404	5.894	21.046	4.198	C	1	08-May-25 1:59:59 PM	28	
158	0	1	3	  0d 00:13:50	  0d 00:03:45	1.433	6.016	20.755	4.2	C	1	08-May-25 2:00:04 PM	28	
159	0	1	3	  0d 00:13:55	  0d 00:03:50	1.462	6.138	20.774	4.197	C	1	08-May-25 2:00:09 PM	28	
160	0	1	3	  0d 00:14:0	  0d 00:03:55	1.491	6.259	20.78	4.2	C	1	08-May-25 2:00:14 PM	28	
161	0	1	3	  0d 00:14:5	  0d 00:04:0	1.519	6.38	20.265	4.202	C	1	08-May-25 2:00:19 PM	28	
162	0	1	3	  0d 00:14:10	  0d 00:04:5	1.548	6.5	20.777	4.201	C	1	08-May-25 2:00:24 PM	28	
163	0	1	3	  0d 00:14:15	  0d 00:04:10	1.577	6.62	21.341	4.199	C	1	08-May-25 2:00:29 PM	28	
164	0	1	3	  0d 00:14:20	  0d 00:04:15	1.605	6.739	20.656	4.201	C	1	08-May-25 2:00:34 PM	28	
165	0	1	3	  0d 00:14:25	  0d 00:04:20	1.633	6.858	20.78	4.197	C	1	08-May-25 2:00:39 PM	28	
166	0	1	3	  0d 00:14:30	  0d 00:04:25	1.661	6.977	20.13	4.201	C	1	08-May-25 2:00:44 PM	28	
167	0	1	3	  0d 00:14:35	  0d 00:04:30	1.69	7.095	19.54	4.199	C	1	08-May-25 2:00:49 PM	28	
168	0	1	3	  0d 00:14:40	  0d 00:04:35	1.718	7.212	20.018	4.2	C	1	08-May-25 2:00:54 PM	28	
169	0	1	3	  0d 00:14:45	  0d 00:04:40	1.745	7.328	19.967	4.201	C	1	08-May-25 2:00:59 PM	28	
170	0	1	3	  0d 00:14:50	  0d 00:04:45	1.773	7.444	19.848	4.201	C	1	08-May-25 2:01:04 PM	28	
171	0	1	3	  0d 00:14:55	  0d 00:04:50	1.8	7.559	20.136	4.197	C	1	08-May-25 2:01:09 PM	28	
172	0	1	3	  0d 00:15:0	  0d 00:04:55	1.828	7.674	19.733	4.201	C	1	08-May-25 2:01:14 PM	28	
173	0	1	3	  0d 00:15:5	  0d 00:05:0	1.855	7.79	19.403	4.199	C	1	08-May-25 2:01:19 PM	28	
174	0	1	3	  0d 00:15:10	  0d 00:05:5	1.882	7.904	20.136	4.201	C	1	08-May-25 2:01:24 PM	28	
175	0	1	3	  0d 00:15:15	  0d 00:05:10	1.91	8.019	20.188	4.2	C	1	08-May-25 2:01:29 PM	28	
176	0	1	3	  0d 00:15:20	  0d 00:05:15	1.937	8.132	19.489	4.204	C	1	08-May-25 2:01:34 PM	28	
177	0	1	3	  0d 00:15:25	  0d 00:05:20	1.963	8.243	18.842	4.199	C	1	08-May-25 2:01:39 PM	28	
178	0	1	3	  0d 00:15:30	  0d 00:05:25	1.99	8.355	18.48	4.199	C	1	08-May-25 2:01:44 PM	28	
179	0	1	3	  0d 00:15:35	  0d 00:05:30	2.016	8.466	19.149	4.201	C	1	08-May-25 2:01:49 PM	28	
180	0	1	3	  0d 00:15:40	  0d 00:05:35	2.042	8.576	19.345	4.202	C	1	08-May-25 2:01:54 PM	28	
181	0	1	3	  0d 00:15:45	  0d 00:05:40	2.069	8.686	18.65	4.2	C	1	08-May-25 2:01:59 PM	28	
182	0	1	3	  0d 00:15:50	  0d 00:05:45	2.095	8.796	19.012	4.201	C	1	08-May-25 2:02:04 PM	28	
183	0	1	3	  0d 00:15:55	  0d 00:05:50	2.121	8.906	18.182	4.199	C	1	08-May-25 2:02:09 PM	28	
184	0	1	3	  0d 00:16:0	  0d 00:05:55	2.147	9.015	18.406	4.199	C	1	08-May-25 2:02:14 PM	28	
185	0	1	3	  0d 00:16:5	  0d 00:06:0	2.172	9.123	19.441	4.201	C	1	08-May-25 2:02:19 PM	28	
186	0	1	3	  0d 00:16:10	  0d 00:06:5	2.198	9.232	18.704	4.201	C	1	08-May-25 2:02:24 PM	28	
187	0	1	3	  0d 00:16:15	  0d 00:06:10	2.224	9.34	17.897	4.202	C	1	08-May-25 2:02:29 PM	28	
188	0	1	3	  0d 00:16:20	  0d 00:06:15	2.25	9.448	18.3	4.196	C	1	08-May-25 2:02:34 PM	28	
189	0	1	3	  0d 00:16:25	  0d 00:06:20	2.275	9.555	18.579	4.2	C	1	08-May-25 2:02:39 PM	28	
190	0	1	3	  0d 00:16:30	  0d 00:06:25	2.301	9.662	18.425	4.201	C	1	08-May-25 2:02:44 PM	28	
191	0	1	3	  0d 00:16:35	  0d 00:06:30	2.326	9.769	18.602	4.201	C	1	08-May-25 2:02:49 PM	28	
192	0	1	3	  0d 00:16:40	  0d 00:06:35	2.351	9.874	17.56	4.2	C	1	08-May-25 2:02:54 PM	28	
193	0	1	3	  0d 00:16:45	  0d 00:06:40	2.376	9.979	17.192	4.203	C	1	08-May-25 2:02:59 PM	28	
194	0	1	3	  0d 00:16:50	  0d 00:06:45	2.401	10.082	18.073	4.199	C	1	08-May-25 2:03:04 PM	28	
195	0	1	3	  0d 00:16:55	  0d 00:06:50	2.426	10.186	17.502	4.199	C	1	08-May-25 2:03:09 PM	28	
196	0	1	3	  0d 00:17:0	  0d 00:06:55	2.45	10.289	17.249	4.2	C	1	08-May-25 2:03:14 PM	28	
197	0	1	3	  0d 00:17:5	  0d 00:07:0	2.474	10.391	16.942	4.205	C	1	08-May-25 2:03:19 PM	28	
198	0	1	3	  0d 00:17:10	  0d 00:07:5	2.499	10.493	17.214	4.199	C	1	08-May-25 2:03:24 PM	28	
199	0	1	3	  0d 00:17:15	  0d 00:07:10	2.523	10.595	17.144	4.2	C	1	08-May-25 2:03:29 PM	28	
200	0	1	3	  0d 00:17:20	  0d 00:07:15	2.547	10.697	17.515	4.2	C	1	08-May-25 2:03:34 PM	28	
201	0	1	3	  0d 00:17:25	  0d 00:07:20	2.571	10.797	17.547	4.201	C	1	08-May-25 2:03:39 PM	28	
202	0	1	3	  0d 00:17:30	  0d 00:07:25	2.595	10.897	17.458	4.201	C	1	08-May-25 2:03:44 PM	28	
203	0	1	3	  0d 00:17:35	  0d 00:07:30	2.619	10.997	16.862	4.2	C	1	08-May-25 2:03:49 PM	28	
204	0	1	3	  0d 00:17:40	  0d 00:07:35	2.642	11.097	16.701	4.204	C	1	08-May-25 2:03:54 PM	28	
205	0	1	3	  0d 00:17:45	  0d 00:07:40	2.666	11.195	16.464	4.203	C	1	08-May-25 2:03:59 PM	28	
206	0	1	3	  0d 00:17:50	  0d 00:07:45	2.689	11.294	17.256	4.195	C	1	08-May-25 2:04:04 PM	28	
207	0	1	3	  0d 00:17:55	  0d 00:07:50	2.713	11.392	17.285	4.201	C	1	08-May-25 2:04:09 PM	28	
208	0	1	3	  0d 00:18:0	  0d 00:07:55	2.736	11.49	16.467	4.199	C	1	08-May-25 2:04:14 PM	28	
209	0	1	3	  0d 00:18:5	  0d 00:08:0	2.759	11.588	16.477	4.203	C	1	08-May-25 2:04:19 PM	28	
