"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1747061878","-1665.205","-9461.939","-7488.281","-1326.948","-1816.899","-4522.055","-1602.024","-9536.743","-2071.559","-2261.847","-4631.132","-5928.576","-6051.213","-11276.603","-6005.913","-9261.966"
"1747061879","-1696.348","-9631.813","-7289.946","-1351.833","-1914.203","-4500.002","-1594.871","-9506.643","-1975.596","-2341.568","-4773.736","-5910.099","-5873.591","-11278.987","-6108.880","-9208.769"
"1747061880","-1704.246","-9535.700","-7201.880","-1350.641","-1943.409","-4511.625","-1593.381","-9598.732","-1805.574","-2357.513","-4685.670","-5916.804","-5809.963","-11249.036","-6196.201","-9080.470"
"1747061881","-1707.673","-9406.805","-7187.724","-1355.261","-1934.469","-4533.827","-1599.044","-9653.121","-1912.564","-2259.314","-4556.924","-5921.125","-6051.809","-11102.557","-5955.100","-8975.863"
"1747061882","-1811.832","-9343.177","-7247.031","-1377.016","-1893.789","-4569.888","-1607.835","-9630.769","-2078.563","-2182.871","-4635.304","-5921.721","-6051.660","-11264.086","-6145.090","-8926.839"
"1747061883","-1873.225","-9347.945","-7373.393","-1373.887","-1828.671","-4582.405","-1606.941","-9589.642","-2091.825","-2187.341","-4782.826","-5912.632","-5872.846","-11274.964","-6122.440","-8941.293"
"1747061884","-1736.283","-9339.899","-7493.347","-1382.083","-1811.981","-4509.836","-1612.753","-9624.660","-2036.393","-2199.709","-4756.153","-5916.059","-5834.401","-11236.966","-5977.452","-9026.229"
"1747061885","-1687.855","-9312.332","-7383.525","-1394.749","-1885.593","-4497.916","-1617.223","-9660.572","-2048.016","-2216.250","-4614.890","-5915.165","-5958.974","-11192.709","-6055.832","-9147.674"
"1747061886","-1694.709","-9312.779","-7256.716","-1409.948","-1937.151","-4526.079","-1619.160","-9656.549","-2080.798","-2244.711","-4524.589","-5917.847","-6020.069","-11264.682","-6170.571","-9244.084"
"1747061887","-1722.574","-9289.235","-7189.959","-1411.587","-1932.830","-4541.874","-1612.455","-9633.601","-2088.100","-2301.931","-4696.399","-5920.380","-5869.567","-11178.702","-5979.985","-9236.187"
"1747061888","-1719.445","-9291.917","-7188.916","-1402.199","-1926.720","-4523.546","-1606.643","-9660.423","-1961.887","-2281.368","-4771.054","-5916.208","-5831.569","-11073.649","-6057.024","-9226.352"
"1747061889","-1801.401","-9282.231","-7301.718","-1380.444","-1899.451","-4513.413","-1604.259","-9609.908","-1832.843","-2205.819","-4615.784","-5903.542","-6032.288","-11286.736","-6174.892","-9256.899"
"1747061890","-1904.368","-9273.738","-7501.096","-1383.573","-1815.110","-4523.247","-1604.557","-9478.778","-1989.156","-2180.338","-4557.818","-5915.761","-5979.985","-11241.287","-6004.125","-9210.855"
"1747061891","-1810.491","-9285.063","-7463.843","-1390.427","-1839.846","-4553.795","-1605.898","-9508.431","-2101.660","-2187.192","-4677.773","-5902.648","-5825.758","-11073.947","-5973.279","-9084.642"
"1747061892","-1691.431","-9279.549","-7271.469","-1374.185","-1937.002","-4546.195","-1609.176","-9638.220","-2098.531","-2220.124","-4774.034","-5900.860","-5834.252","-11121.631","-6146.282","-9018.034"
"1747061893","-1709.461","-9275.824","-7214.695","-1286.268","-1944.602","-4544.556","-1611.114","-9748.042","-2069.920","-2315.938","-4662.573","-5923.063","-6025.583","-11290.163","-6078.333","-8931.160"
"1747061894","-1736.134","-9269.416","-7196.218","-1208.931","-1921.505","-4568.994","-1611.710","-9630.919","-2083.629","-2363.324","-4529.208","-5901.307","-6017.089","-11222.214","-5992.949","-8918.643"
"1747061895","-1716.912","-9282.529","-7180.125","-1277.626","-1833.886","-4517.585","-1613.051","-9611.696","-2005.547","-2282.262","-4659.891","-5899.370","-5923.212","-11132.360","-6153.584","-8934.140"
"1747061896","-1712.143","-9402.931","-7251.352","-1343.787","-1806.915","-4513.264","-1607.239","-9663.999","-1878.887","-2187.788","-4778.206","-5906.224","-5811.453","-11259.168","-6097.257","-9088.069"
"1747061897","-1711.696","-9550.303","-7398.427","-1376.867","-1823.455","-4533.082","-1599.342","-9651.780","-1941.025","-2172.887","-4727.542","-5916.655","-5911.589","-11267.662","-5957.186","-9196.699"
"1747061898","-1738.518","-9459.108","-7402.897","-1405.329","-1918.375","-4505.813","-1588.315","-9513.348","-2085.865","-2191.663","-4576.445","-5904.138","-6040.484","-11176.020","-6024.688","-9229.183"
"1747061899","-1742.393","-9379.685","-7292.777","-1406.223","-1935.810","-4488.826","-1591.444","-9380.132","-2133.548","-2200.902","-4524.589","-5902.797","-5983.859","-11079.460","-6177.127","-9219.944"
