"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1747145543","-1643.151","-9365.678","-7263.571","-1262.128","-1835.674","-4529.655","-1572.073","-9228.140","-1947.731","-2214.909","-4731.268","-5962.998","-6032.884","-11302.233","-6189.793","-9273.440"
"1747145544","-1637.787","-9210.408","-7245.094","-1311.898","-1766.831","-4538.745","-1593.828","-9318.888","-1914.501","-2174.079","-4714.429","-5979.538","-6069.541","-11350.513","-6241.202","-9269.118"
"1747145545","-1644.939","-9049.624","-7233.918","-1387.447","-1783.222","-4569.292","-1650.602","-9258.240","-1942.068","-2168.417","-4601.479","-5972.534","-5969.256","-11429.638","-6170.124","-9266.138"
"1747145546","-1651.049","-9150.803","-7248.223","-1476.854","-1892.447","-4579.127","-1679.957","-9043.664","-2060.235","-2209.544","-4566.908","-5975.515","-5835.295","-11260.211","-6110.668","-9267.330"
"1747145547","-1641.661","-9265.691","-7250.756","-1509.190","-1897.067","-4544.556","-1659.840","-8976.460","-2207.458","-2298.057","-4722.178","-5973.577","-5998.313","-11239.052","-6215.274","-9274.036"
"1747145548","-1650.006","-9310.246","-7231.236","-1472.980","-1881.421","-4564.822","-1611.114","-9098.053","-2119.392","-2343.059","-4756.451","-5972.385","-6080.866","-11411.458","-6154.776","-9296.238"
"1747145549","-1661.777","-9299.219","-7228.702","-1297.146","-1876.056","-4718.602","-1568.496","-9250.939","-1940.578","-2342.910","-4720.688","-5979.687","-5965.382","-11337.548","-6141.365","-9314.120"
"1747145550","-1655.221","-9317.547","-7238.239","-1230.389","-1884.401","-4651.994","-1603.812","-9175.986","-1939.535","-2263.784","-4736.930","-5972.087","-5934.387","-11381.060","-6235.838","-9257.495"
"1747145551","-1643.747","-9301.156","-7237.345","-1257.360","-1883.954","-4535.615","-1677.126","-9003.580","-1962.781","-2198.219","-4628.301","-5978.346","-6054.342","-11432.767","-6168.187","-9229.183"
"1747145552","-1639.873","-9137.243","-7242.113","-1352.727","-1834.184","-4558.116","-1702.607","-8939.356","-1998.246","-2167.523","-4557.073","-5978.793","-6079.227","-11347.234","-6089.509","-9157.807"
"1747145553","-1634.955","-8996.129","-7247.031","-1430.213","-1768.023","-4560.649","-1676.828","-8995.980","-2154.112","-2167.821","-4653.186","-5963.147","-5923.808","-11261.404","-6191.432","-9172.857"
"1747145554","-1477.152","-9036.660","-7257.611","-1496.524","-1816.750","-4607.737","-1602.918","-9099.245","-2077.818","-2254.397","-4767.925","-5969.852","-5872.250","-11392.385","-6189.048","-9233.057"
"1747145555","-1472.533","-9198.934","-7247.329","-1509.041","-1886.338","-4598.200","-1575.947","-9187.311","-1904.815","-2338.737","-4734.248","-5977.452","-6072.521","-11387.765","-6201.416","-9276.271"
"1747145556","-1598.001","-9274.185","-7241.070","-1414.567","-1906.455","-4554.540","-1564.920","-9101.480","-1943.558","-2356.619","-4747.063","-5979.389","-6065.220","-11376.143","-6073.117","-9319.484"
"1747145557","-1662.076","-9286.851","-7245.839","-1262.724","-1885.295","-4572.719","-1635.849","-8969.307","-2064.407","-2341.866","-4699.230","-5992.353","-5965.233","-11323.988","-6162.524","-9325.743"
"1747145558","-1632.869","-9293.556","-7225.424","-1233.667","-1884.550","-4684.627","-1685.172","-8925.050","-2155.304","-2272.129","-4597.604","-5975.366","-5860.925","-11324.584","-6236.881","-9333.044"
"1747145559","-1634.210","-9302.646","-7200.837","-1310.706","-1889.914","-4733.056","-1687.258","-8978.397","-2025.813","-2178.103","-4617.721","-5970.299","-6016.344","-11388.212","-6138.682","-9234.846"
"1747145560","-1647.472","-9148.717","-7200.092","-1408.756","-1850.128","-4601.032","-1632.869","-9043.813","-1896.769","-2165.437","-4754.364","-5977.005","-6096.512","-11384.040","-6250.292","-9077.638"
"1747145561","-1650.602","-8997.619","-7225.722","-1461.059","-1784.414","-4540.533","-1587.421","-9069.741","-1942.515","-2189.428","-4752.576","-5969.703","-5942.434","-11149.943","-6177.276","-8998.662"
"1747145562","-1604.557","-9045.303","-7238.686","-1408.458","-1779.646","-4602.373","-1565.665","-8961.111","-2094.507","-2262.145","-4616.529","-5974.919","-5860.627","-11255.741","-6046.742","-9046.048"
"1747145563","-1510.084","-9196.699","-7236.749","-1293.421","-1863.241","-4593.283","-1582.801","-8975.863","-2101.213","-2331.287","-4568.547","-5966.425","-6065.518","-11404.455","-6213.188","-9160.787"
"1747145564","-1526.624","-9281.933","-7093.549","-1217.276","-1903.474","-4553.497","-1655.668","-9117.126","-1963.675","-2359.152","-4698.038","-5979.836","-6110.668","-11296.570","-6202.757","-9248.555"
"1747145565","-1636.595","-9301.305","-7009.506","-1195.371","-1889.020","-4561.841","-1722.723","-9192.228","-1897.216","-2354.681","-4770.607","-5976.111","-6051.958","-11340.976","-6144.196","-9285.212"
"1747145566","-1646.429","-9294.897","-7103.682","-1295.209","-1881.570","-4593.283","-1699.775","-9029.061","-1931.936","-2270.043","-4761.219","-5960.017","-6005.317","-11419.356","-6185.025","-9285.957"
"1747145567","-1639.575","-9100.884","-7167.011","-1427.680","-1886.636","-4663.914","-1613.945","-8872.449","-2121.478","-2187.937","-4694.164","-5974.621","-5898.625","-11253.804","-6212.145","-9254.515"
"1747145568","-1638.234","-9007.156","-7165.074","-1473.576","-1883.209","-4597.455","-1589.507","-8925.945","-2186.745","-2179.295","-4589.707","-5977.899","-6013.662","-11278.093","-6056.279","-9284.019"
"1747145569","-1641.810","-9096.414","-7171.631","-1472.235","-1820.028","-4557.818","-1587.421","-9086.579","-1996.011","-2185.702","-4659.593","-5975.962","-6069.243","-11419.356","-6173.104","-9309.649"
"1747145570","-1608.878","-9254.366","-7169.843","-1325.160","-1763.850","-4567.057","-1576.096","-9146.631","-1903.921","-2236.068","-4785.508","-5970.001","-5960.912","-11363.924","-6218.851","-9311.587"
"1747145571","-1479.238","-9286.553","-7169.843","-1233.220","-1779.944","-4563.481","-1568.347","-9021.759","-1927.912","-2309.382","-4773.140","-5972.087","-5854.070","-11216.402","-6154.478","-9325.147"
"1747145572","-1436.770","-9298.921","-7198.602","-1202.375","-1856.834","-4551.560","-1567.602","-8894.801","-1933.873","-2342.761","-4640.222","-5969.107","-5946.904","-11266.172","-6166.250","-9309.202"
"1747145573","-1591.891","-9283.721","-7198.155","-1320.690","-1905.560","-4691.631","-1601.726","-8903.444","-2038.926","-2346.486","-4561.245","-5964.935","-6120.056","-11404.902","-6176.233","-9176.880"
"1747145574","-1640.469","-9131.134","-7199.347","-1417.100","-1895.428","-4721.135","-1662.225","-9082.854","-2156.198","-2255.738","-4727.095","-5965.084","-6001.443","-11297.017","-6173.849","-9045.005"
"1747145575","-1621.693","-8980.632","-7197.708","-1486.391","-1894.087","-4571.676","-1713.634","-9159.893","-2030.283","-2184.063","-4793.853","-5969.256","-5879.104","-11217.594","-6075.054","-9005.517"
"1747145576","-1609.027","-9070.188","-7194.728","-1468.360","-1853.555","-4571.974","-1680.553","-9002.686","-1884.699","-2192.110","-4662.424","-5960.763","-6001.592","-11405.945","-6215.572","-9123.832"
"1747145577","-1617.968","-9183.735","-7189.959","-1363.307","-1784.563","-4600.734","-1627.356","-8887.947","-1894.236","-2193.153","-4561.543","-5965.531","-6102.324","-11367.202","-6220.937","-9227.693"
"1747145578","-1629.740","-9256.154","-7203.221","-1227.856","-1794.249","-4588.962","-1593.530","-8899.868","-1964.867","-2200.305","-4575.253","-5962.402","-6035.715","-11349.916","-6098.151","-9318.441"
"1747145579","-1637.936","-9270.012","-7198.155","-1192.242","-1870.990","-4577.190","-1606.792","-9037.554","-2137.423","-2274.364","-4703.403","-5968.511","-5869.418","-11221.468","-6130.636","-9323.061"
"1747145580","-1627.505","-9275.377","-7198.751","-1248.866","-1905.710","-4570.931","-1606.941","-9176.135","-2143.830","-2351.552","-4771.799","-5959.421","-5938.262","-11328.310","-6248.951","-9303.987"
"1747145581","-1638.830","-9299.815","-7208.735","-1400.411","-1899.600","-4593.730","-1588.762","-9071.976","-1928.508","-2329.201","-4719.496","-5954.355","-6073.415","-11402.667","-6094.724","-9295.344"
"1747145582","-1628.697","-9316.206","-7181.317","-1458.675","-1866.221","-4588.664","-1576.394","-8904.189","-1881.421","-2235.919","-4588.217","-5965.531","-6038.845","-11178.255","-6096.959","-9212.792"
"1747145583","-1626.760","-9116.083","-7195.175","-1438.409","-1758.188","-4556.626","-1585.335","-8953.661","-1952.797","-2191.812","-4657.209","-5947.649","-5900.115","-11295.676","-6253.123","-9107.292"
"1747145584","-1587.421","-8967.072","-7201.284","-1341.403","-1752.973","-4584.044","-1578.033","-9101.331","-2053.678","-2186.000","-4774.034","-5966.723","-5869.567","-11425.614","-6116.331","-9035.766"
"1747145585","-1543.015","-9007.454","-7193.089","-1237.541","-1821.816","-4590.005","-1571.178","-9188.354","-2120.137","-2197.325","-4789.382","-5966.872","-6005.317","-11330.545","-6029.010","-9040.534"
"1747145586","-1602.173","-9213.984","-7189.363","-1152.307","-1912.862","-4573.613","-1620.054","-9139.478","-1983.494","-2200.007","-4645.586","-5948.544","-6077.737","-11124.015","-6234.348","-9182.096"
"1747145587","-1626.313","-9247.214","-7189.810","-1232.326","-1907.647","-4565.120","-1664.311","-8943.528","-1853.108","-2256.930","-4560.053","-5949.587","-5999.058","-11276.603","-6174.445","-9276.420"
