"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1744831381","-4080.832","-11108.071","-9925.663","-7815.659","-4115.254","-6165.653","-9706.169","-8001.029","-7836.968","-8953.363","-8458.048","-9663.552","-11520.386","-10944.903","-6784.350","-4959.404"
"1744831382","-4074.275","-10934.770","-9919.554","-7830.709","-3999.770","-6159.991","-9687.245","-7984.936","-7991.493","-8947.849","-8456.707","-9701.550","-11554.658","-10921.955","-6778.240","-4783.571"
"1744831383","-4063.100","-10775.030","-9919.852","-7833.689","-3982.186","-6191.134","-9566.844","-7819.235","-8135.438","-8958.876","-8470.118","-9636.283","-11530.370","-10937.005","-6660.819","-4635.304"
"1744831384","-4063.547","-10765.493","-9913.296","-7817.894","-4125.535","-6100.535","-9614.676","-7682.443","-8155.107","-8972.734","-8482.486","-9465.069","-11508.316","-10803.342","-6700.456","-4651.546"
"1744831385","-4079.640","-10746.121","-9902.567","-7796.735","-4217.774","-5977.601","-9682.178","-7759.333","-7931.739","-8981.824","-8494.109","-9557.158","-11501.014","-10785.311","-6821.454","-4834.384"
"1744831386","-4081.130","-10876.358","-9915.084","-7779.002","-4174.560","-6126.016","-9691.119","-7986.575","-7806.569","-8993.000","-8476.079","-9699.166","-11486.262","-10980.070","-6691.217","-4907.101"
"1744831387","-4078.895","-11058.599","-9894.818","-7787.198","-4063.249","-6202.012","-9700.060","-7998.049","-8013.397","-8992.255","-8504.093","-9656.399","-11589.378","-10920.614","-6645.471","-4734.099"
"1744831388","-4072.934","-11058.301","-9886.473","-7776.469","-3996.789","-6125.569","-9591.877","-7862.747","-8156.747","-8979.142","-8465.946","-9459.108","-11495.054","-10817.200","-6822.497","-4656.315"
"1744831389","-4060.715","-10872.483","-9877.086","-7767.975","-4090.518","-6137.937","-9545.982","-7717.013","-8125.007","-8900.762","-8458.793","-9458.661","-11510.253","-10835.230","-6857.216","-4772.842"
"1744831390","-4072.785","-10756.999","-9879.619","-7777.214","-4179.925","-6206.036","-9630.769","-7685.423","-7970.929","-8851.141","-8524.209","-9646.714","-11491.179","-10957.420","-6707.609","-4819.483"
"1744831391","-4079.789","-10738.224","-9886.920","-7866.770","-4197.508","-6181.598","-9710.640","-7883.310","-7814.020","-8917.898","-8483.231","-9672.642","-11501.610","-10893.494","-6671.548","-4763.752"
"1744831392","-4076.064","-10847.151","-9883.791","-7924.289","-4209.876","-6136.149","-9704.083","-8016.825","-7963.628","-8971.542","-8404.255","-9542.406","-11472.553","-10768.324","-6711.781","-4770.905"
"1744831393","-4056.990","-11042.058","-9884.536","-7923.841","-4037.470","-6003.529","-9572.506","-7940.680","-8123.517","-8980.036","-8460.879","-9494.573","-11577.904","-10949.671","-6717.592","-4789.978"
"1744831394","-4065.782","-11101.663","-9884.089","-7914.901","-4024.208","-6074.607","-9527.355","-7742.345","-8151.978","-8992.702","-8510.798","-9668.916","-11592.209","-10930.300","-6714.761","-4800.111"
"1744831395","-4077.256","-10991.395","-9964.257","-7871.985","-4035.830","-6186.664","-9545.982","-7702.112","-8075.237","-8984.208","-8480.549","-9746.552","-11539.459","-10781.586","-6677.508","-4816.353"
"1744831396","-4067.868","-10777.712","-10174.960","-7818.639","-4177.392","-6159.246","-9680.092","-7862.002","-7915.944","-8922.070","-8494.258","-9574.890","-11506.975","-10821.819","-6703.585","-4799.068"
"1744831397","-4057.884","-10749.102","-10125.339","-7825.494","-4217.029","-6148.070","-9705.126","-8002.222","-7866.472","-8876.771","-8505.285","-9434.521","-11496.395","-10954.887","-6859.154","-4787.594"
"1744831398","-4058.629","-10877.699","-10004.640","-7833.689","-4102.588","-6095.916","-9700.656","-7961.988","-8069.277","-8945.763","-8392.036","-9576.380","-11494.011","-10907.054","-6767.511","-4783.571"
"1744831399","-4055.947","-11117.011","-9929.836","-8017.570","-3973.544","-6015.599","-9643.883","-7804.483","-8172.840","-8976.758","-8420.795","-9678.900","-11537.969","-10765.046","-6678.104","-4785.508"
"1744831400","-4055.649","-11166.185","-9940.863","-8102.059","-3993.362","-6153.584","-9553.730","-7711.500","-8123.070","-8979.142","-8526.146","-9529.889","-11510.849","-10925.382","-6715.208","-4644.990"
"1744831401","-4072.487","-10951.310","-9935.200","-8008.480","-4095.286","-6171.018","-9633.601","-7893.294","-7939.339","-8977.652","-8477.569","-9463.727","-11509.806","-10945.052","-6695.688","-4657.209"
"1744831402","-4075.319","-10813.475","-9925.365","-7934.421","-4178.733","-6141.514","-9715.855","-8021.295","-7825.792","-8902.848","-8430.481","-9517.074","-11509.061","-10785.758","-6658.435","-4779.696"
"1744831403","-4069.656","-10759.532","-9927.899","-7888.526","-4199.892","-6159.842","-9720.922","-8006.543","-7896.721","-8881.241","-8484.125","-9653.717","-11474.043","-10732.263","-6727.278","-4796.535"
"1744831404","-4076.362","-10803.640","-9931.624","-7886.589","-4069.656","-6183.982","-9603.798","-7861.406","-8126.050","-8917.302","-8495.748","-9664.893","-11491.477","-10953.993","-6848.872","-4764.944"
"1744831405","-4099.905","-10979.176","-9925.663","-7883.161","-4006.922","-6084.442","-9527.504","-7750.988","-8178.651","-8962.750","-8452.684","-9497.851","-11512.190","-10919.422","-6705.672","-4728.884"
"1744831406","-4123.300","-11139.810","-9916.127","-7876.009","-4039.556","-5975.366","-9517.968","-7844.418","-8086.860","-8980.930","-8503.050","-9461.492","-11456.460","-10734.499","-6669.313","-4767.925"
"1744831407","-4128.218","-11058.897","-9938.478","-7883.012","-4176.050","-6127.506","-9620.190","-8007.586","-7883.310","-8952.171","-8483.678","-9605.736","-11440.963","-10875.612","-6683.171","-4802.048"
"1744831408","-4115.999","-10884.553","-9987.801","-7890.463","-4195.124","-6173.104","-9653.270","-8015.186","-7890.165","-8855.462","-8357.763","-9671.152","-11476.129","-10946.989","-6688.237","-4771.501"
"1744831409","-4120.916","-10785.013","-10081.530","-7909.983","-4027.784","-6161.928","-9685.904","-7879.734","-8091.927","-8803.904","-8406.043","-9561.777","-11462.867","-10851.026","-6806.254","-4766.583"
"1744831410","-4139.096","-10771.304","-10084.808","-7913.262","-3973.246","-6143.004","-9701.997","-7771.403","-8195.490","-8876.771","-8506.477","-9470.135","-11461.079","-10817.498","-6829.947","-4770.458"
"1744831411","-4146.099","-10758.936","-10029.078","-7928.163","-4009.455","-6135.255","-9704.977","-7785.857","-8180.737","-8940.995","-8442.402","-9595.603","-11442.602","-10934.025","-6660.670","-4785.806"
"1744831412","-4163.235","-10932.833","-9976.774","-7907.301","-4162.341","-6115.437","-9557.605","-7976.294","-7958.859","-8952.022","-8442.849","-9702.891","-11473.149","-10887.980","-6668.419","-4763.305"
"1744831413","-4164.129","-11103.451","-9985.566","-7894.486","-4168.451","-5959.421","-9496.808","-8048.117","-7890.016","-8957.833","-8464.158","-9522.885","-11451.691","-10694.116","-6771.684","-4787.296"
"1744831414","-4175.156","-11187.941","-9992.123","-7886.589","-4082.620","-5957.186","-9541.363","-7858.723","-7942.319","-8972.883","-8453.578","-9433.478","-11484.921","-10879.636","-6772.280","-4769.862"
"1744831415","-4192.889","-10984.391","-10003.150","-7942.617","-3976.226","-6304.234","-9614.974","-7728.636","-8054.376","-8982.122","-8464.158","-9542.108","-11464.655","-10950.863","-6645.322","-4769.266"
"1744831416","-4201.084","-10860.562","-9995.848","-7987.767","-4062.355","-6269.813","-9646.416","-7758.588","-8180.290","-8985.251","-8457.303","-9671.152","-11531.413","-10884.553","-6639.808","-4781.485"
"1744831417","-4214.346","-10845.363","-10000.616","-7976.741","-4186.630","-5968.064","-9678.453","-7927.865","-8104.295","-8981.228","-8467.734","-9626.597","-11588.633","-10905.415","-6728.768","-4710.853"
"1744831418","-4225.969","-10839.999","-10005.683","-7967.800","-4115.403","-6001.592","-9674.430","-8045.137","-7912.219","-8957.088","-8464.158","-9557.009","-11480.302","-10876.507","-6805.658","-4603.267"
"1744831419","-4253.685","-10809.451","-10017.455","-7957.220","-3997.236","-6208.271","-9674.579","-7906.854","-7900.149","-8956.641","-8485.615","-9518.564","-11482.537","-10861.158","-6650.686","-4730.821"
"1744831420","-4087.538","-10808.557","-10016.710","-7950.068","-3983.974","-6188.750","-9685.755","-7763.207","-7991.195","-8965.880","-8467.287","-9683.818","-11556.894","-10907.203","-6649.941","-4765.093"
"1744831421","-3946.722","-10809.153","-10005.236","-7949.024","-4108.250","-6023.496","-9591.579","-7772.744","-8189.976","-8973.628","-8456.260","-9649.545","-11474.639","-10932.982","-6738.305","-4733.652"
"1744831422","-3983.080","-10781.139","-10000.318","-7969.588","-4173.666","-6036.609","-9567.291","-7898.211","-8146.465","-8973.479","-8479.059","-9478.331","-11410.713","-10876.060","-6817.579","-4726.648"
"1744831423","-4167.855","-10796.487","-9925.365","-7983.744","-4157.424","-6172.657","-9645.820","-8047.372","-7982.254","-8962.154","-8536.130","-9502.620","-11513.978","-10707.229","-6718.189","-4733.801"
"1744831424","-4221.648","-10995.269","-9772.182","-7978.231","-4152.656","-6134.212","-9671.599","-7967.800","-7923.692","-8900.762","-8561.760","-9676.218","-11656.582","-10848.790","-6619.096","-4774.928"
"1744831425","-4231.036","-11171.997","-9780.377","-8000.433","-4051.924","-6086.677","-9670.705","-7776.171","-7954.091","-8766.204","-8459.985","-9657.592","-11500.269","-10923.147","-6692.410","-4918.575"
"1744831426","-4249.960","-11038.929","-9913.743","-7998.645","-3966.838","-6144.345","-9688.884","-7784.665","-7936.060","-8838.624","-8450.001","-9556.264","-11482.090","-10821.968","-6835.610","-4821.122"
"1744831427","-4220.009","-10915.399","-9978.265","-7990.748","-3986.508","-6157.458","-9676.963","-7829.368","-7948.726","-8898.973","-8465.648","-9507.239","-11478.961","-10864.437","-6751.269","-4730.225"
"1744831428","-3997.386","-10896.325","-9986.460","-7958.561","-4138.499","-6142.557","-9594.113","-7819.533","-8099.973","-8922.517","-8448.660","-9621.680","-11440.516","-10899.603","-6625.950","-4772.246"
"1744831429","-3939.122","-10893.494","-9987.950","-7960.051","-4173.070","-6134.510","-9609.908","-7811.934","-8191.168","-8913.875","-8455.664","-9671.897","-11503.100","-10898.113","-6633.252","-4799.664"
"1744831430","-4041.493","-10875.314","-9970.963","-7875.711","-4161.000","-6136.298","-9641.945","-7952.303","-8026.809","-8922.070","-8472.204","-9610.206","-11668.652","-10897.219","-6766.915","-4786.253"
"1744831431","-4226.416","-10875.911","-9827.614","-7759.631","-4124.939","-6135.255","-9662.807","-8033.514","-7927.269","-8939.505","-8447.468","-9521.544","-11498.779","-10889.620","-6781.816","-4772.842"
"1744831432","-4257.709","-10880.530","-9749.532","-7814.318","-4016.310","-6153.286","-9645.522","-7849.485","-7966.310","-8944.571","-8477.718","-9649.098","-11463.612","-10913.908","-6631.911","-4760.623"
"1744831433","-4201.531","-10837.168","-9892.136","-7940.233","-4074.425","-6148.219","-9658.933","-7800.907","-7986.724","-8944.124","-8482.337","-9683.818","-11528.879","-10918.081","-6690.621","-4637.688"
"1744831434","-4053.116","-10836.571","-9962.618","-7962.584","-4157.424","-6147.772","-9670.705","-7843.971","-7935.911","-8952.767","-8478.761","-9562.224","-11537.075","-10900.795","-6823.838","-4666.597"
"1744831435","-3959.239","-10832.548","-9999.126","-7942.915","-4198.253","-6098.896","-9683.520","-7866.621","-7937.849","-8965.135","-8472.502","-9467.006","-11509.657","-10918.677","-6745.756","-4765.987"
"1744831436","-3991.276","-10812.730","-9968.430","-7835.180","-4144.162","-5948.991","-9690.225","-7815.808","-7937.998","-8970.797","-8474.737","-9605.885","-11482.239","-10915.399","-6618.500","-4786.551"
"1744831437","-4134.476","-10805.428","-9799.600","-7816.851","-4027.784","-6098.151","-9586.513","-7809.103","-7924.587","-8973.926","-8486.211","-9704.083","-11507.422","-10910.630","-6678.849","-4772.693"
"1744831438","-4232.973","-10812.283","-9683.669","-7850.379","-3934.801","-6173.402","-9514.689","-7812.083","-7918.328","-8976.907","-8502.305","-9583.682","-11466.891","-10847.002","-6815.940","-4752.427"
"1744831439","-4255.325","-10796.189","-9750.724","-7902.682","-4071.146","-6111.860","-9554.625","-7817.596","-7907.748","-8977.205","-8479.655","-9493.679","-11527.389","-10828.227","-6734.878","-4698.485"
"1744831440","-4212.111","-10772.198","-9900.928","-7929.802","-4176.646","-6104.410","-9616.613","-7833.987","-8092.821","-8976.460","-8454.025","-9656.101","-11647.791","-10945.499","-6635.785","-4768.223"
"1744831441","-3980.398","-10787.100","-9973.198","-7892.400","-4158.616","-6139.874","-9645.373","-7850.975","-8239.448","-8968.264","-8509.904","-9677.112","-11668.652","-10883.063","-6746.948","-4921.556"
"1744831442","-3924.072","-10792.762","-9993.017","-7843.077","-4145.354","-6138.533","-9628.534","-7935.464","-8075.833","-8965.135","-8497.536","-9639.859","-11557.043","-10857.880","-6856.322","-4924.834"
"1744831443","-4002.601","-10801.554","-9987.354","-7774.532","-4173.070","-6143.600","-9641.051","-7925.928","-7894.635","-8968.115","-8482.039","-9510.666","-11483.729","-10898.113","-6768.554","-4791.617"
"1744831444","-4188.418","-10811.836","-9852.946","-7734.299","-4043.132","-6163.418","-9682.178","-7833.540","-7806.420","-8982.122","-8472.055","-9543.747","-11516.511","-10937.750","-6640.553","-4674.643"
"1744831445","-4222.095","-10811.985","-9731.501","-7839.501","-4010.946","-6162.524","-9699.911","-7786.900","-7937.998","-8979.738","-8482.635","-9706.169","-11491.030","-10887.682","-6712.824","-4760.623"
"1744831446","-4178.435","-10812.730","-9679.645","-7929.057","-4079.938","-6141.365","-9685.904","-7827.580","-7942.915","-8979.440","-8473.843","-9640.306","-11466.891","-10799.319","-6830.692","-4796.684"
"1744831447","-4034.191","-10801.107","-9829.253","-7939.488","-4160.851","-6172.955","-9697.527","-7802.397","-7907.599","-8987.635","-8483.678","-9481.609","-11515.915","-10924.339","-6697.476","-4783.124"
"1744831448","-3931.373","-10793.060","-9930.879","-7901.192","-4184.246","-6164.163","-9711.534","-7779.002","-7919.371","-8989.871","-8471.310","-9474.754","-11510.551","-10950.863","-6625.950","-4755.855"
"1744831449","-3993.064","-10789.633","-9957.850","-7814.914","-4190.952","-6146.282","-9697.527","-7812.232","-8066.595","-8994.341","-8479.357","-9624.362","-11487.156","-10911.971","-6681.830","-4788.488"
"1744831450","-4149.973","-10790.676","-9969.473","-7807.463","-4148.781","-6152.093","-9700.358","-8010.715","-8206.367","-9001.642","-8515.120","-9715.259","-11647.493","-10894.984","-6811.321","-4778.355"
