"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1745590614","-2273.023","-6757.677","-6394.833","-4607.290","-2194.345","-3488.958","-5614.609","-5146.116","-4387.349","-5467.683","-5584.359","-5901.009","-7070.601","-6859.601","-4385.263","-2555.251"
"1745590615","-2401.471","-6932.616","-6314.963","-4581.958","-2192.706","-3605.038","-5598.813","-5097.538","-4443.079","-5350.858","-5682.707","-5943.179","-6980.300","-6877.780","-4538.000","-2553.165"
"1745590616","-2556.592","-7022.321","-6226.748","-4555.434","-2150.983","-3626.347","-5589.873","-4894.882","-4679.859","-5308.837","-5477.071","-5885.065","-6855.130","-6880.611","-4525.930","-2519.190"
"1745590617","-2559.721","-6880.611","-6232.709","-4579.425","-2142.340","-3498.048","-5591.959","-4816.651","-4688.948","-5288.720","-5529.523","-5779.117","-7001.460","-6884.187","-4383.773","-2526.194"
"1745590618","-2559.423","-6688.833","-6273.836","-4585.981","-2403.110","-3568.828","-5723.238","-5017.072","-4472.435","-5278.140","-5639.791","-5818.158","-7080.883","-6881.207","-4432.499","-2542.436"
"1745590619","-2558.529","-6647.706","-6321.371","-4526.824","-2471.358","-3675.222","-5779.117","-5135.834","-4363.060","-5273.968","-5540.997","-5943.626","-7019.937","-6883.889","-4536.062","-2510.399"
"1745590620","-2572.984","-6767.809","-6306.320","-4399.866","-2259.910","-3617.406","-5730.391","-5095.303","-4456.639","-5259.514","-5438.030","-5898.178","-6878.674","-6888.509","-4487.932","-2588.034"
"1745590621","-2557.188","-6982.982","-6234.497","-4333.109","-2166.778","-3459.305","-5677.938","-4927.218","-4648.268","-5255.193","-5536.228","-5886.853","-6858.259","-6890.744","-4395.992","-2707.541"
"1745590622","-2534.837","-7017.553","-6202.757","-4440.248","-2185.851","-3496.259","-5685.985","-4793.406","-4699.677","-5243.421","-5675.852","-5883.873","-7031.113","-6889.403","-4399.121","-2618.134"
"1745590623","-2551.079","-6866.753","-6261.617","-4519.522","-2197.772","-3527.850","-5686.879","-4986.972","-4539.490","-5246.997","-5547.106","-5721.003","-7056.594","-6867.200","-4425.943","-2507.418"
"1745590624","-2537.221","-6665.289","-6497.949","-4542.768","-2166.778","-3655.106","-5670.637","-5111.992","-4359.782","-5253.404","-5483.478","-5867.928","-7040.501","-6692.410","-4514.009","-2555.251"
"1745590625","-2544.522","-6618.649","-6529.689","-4520.714","-2154.857","-3563.762","-5661.696","-4936.010","-4483.163","-5394.667","-5653.054","-5967.915","-6897.151","-6823.689","-4501.194","-2555.549"
"1745590626","-2475.977","-6801.784","-6333.590","-4508.048","-2271.086","-3495.514","-5654.395","-4792.362","-4687.607","-5378.872","-5656.928","-5809.814","-6914.288","-6971.061","-4394.054","-2522.916"
"1745590627","-2288.073","-6957.799","-6262.660","-4547.983","-2451.390","-3529.191","-5652.905","-4905.760","-4682.839","-5310.774","-5452.931","-5833.209","-7035.732","-6844.699","-4414.320","-2534.091"
"1745590628","-2340.376","-7023.364","-6239.414","-4574.656","-2340.376","-3492.534","-5650.222","-5071.312","-4528.314","-5282.909","-5475.134","-5942.136","-7097.870","-6844.550","-4453.659","-2547.204"
"1745590629","-2491.474","-6861.687","-6231.517","-4559.755","-2168.268","-3583.878","-5640.388","-5087.256","-4351.437","-5274.415","-5656.779","-5938.411","-6943.643","-6905.049","-4502.237","-2504.438"
"1745590630","-2494.752","-6679.595","-6230.772","-4479.587","-2197.474","-3697.723","-5638.748","-5062.819","-4495.680","-5273.968","-5609.840","-5772.859","-6909.817","-6865.412","-4391.223","-2507.716"
"1745590631","-2498.478","-6600.469","-6195.605","-4349.351","-2202.839","-3625.304","-5638.450","-4903.376","-4674.494","-5270.392","-5494.356","-5749.613","-7010.996","-6928.295","-4418.641","-2658.069"
"1745590632","-2501.160","-6806.850","-6246.716","-4338.026","-2202.988","-3483.146","-5625.337","-4801.601","-4620.552","-5254.745","-5514.175","-5910.844","-7102.042","-6889.403","-4504.621","-2705.455"
"1745590633","-2480.447","-6958.693","-6424.934","-4455.149","-2187.639","-3519.356","-5601.645","-4930.198","-4487.336","-5252.063","-5511.642","-5927.086","-7069.707","-6900.728","-4574.358","-2557.635"
"1745590634","-2504.736","-7008.910","-6483.793","-4524.887","-2190.769","-3498.495","-5639.195","-5054.772","-4365.891","-5280.972","-5557.984","-5878.508","-6914.437","-6914.437","-4448.295","-2502.054"
"1745590635","-2512.932","-6872.863","-6363.839","-4522.949","-2188.385","-3609.955","-5627.871","-5076.528","-4545.599","-5324.781","-5708.188","-5740.374","-6897.151","-6907.135","-4406.422","-2560.019"
"1745590636","-2520.531","-6684.214","-6261.468","-4502.684","-2223.849","-3681.481","-5614.012","-5061.030","-4684.776","-5287.975","-5517.155","-5790.889","-6972.253","-6865.561","-4454.106","-2561.212"
"1745590637","-2497.733","-6614.327","-6210.357","-4485.548","-2197.474","-3528.595","-5632.341","-4935.265","-4588.813","-5310.476","-5498.081","-5960.912","-7074.177","-6764.531","-4435.480","-2521.425"
"1745590638","-2528.429","-6784.499","-6187.856","-4505.664","-2198.070","-3478.229","-5631.298","-4819.334","-4383.773","-5384.535","-5550.832","-5890.578","-6891.042","-6929.189","-4405.379","-2523.214"
"1745590639","-2513.081","-6932.914","-6175.339","-4495.084","-2229.363","-3539.175","-5631.596","-4967.600","-4469.901","-5337.447","-5538.315","-5899.072","-6868.541","-6882.697","-4441.440","-2546.608"
"1745590640","-2476.871","-7007.569","-6334.335","-4469.305","-2276.897","-3489.703","-5629.659","-5070.865","-4632.473","-5308.092","-5622.804","-5888.939","-7075.965","-6870.925","-4481.971","-2537.072"
"1745590641","-2508.163","-7003.695","-6478.429","-4469.007","-2249.628","-3537.238","-5640.835","-5060.881","-4675.984","-5297.512","-5609.840","-5814.284","-7085.949","-6904.006","-4543.066","-2522.916"
"1745590642","-2516.657","-6790.012","-6457.120","-4509.687","-2196.282","-3696.531","-5630.255","-5017.370","-4631.430","-5286.336","-5502.999","-5706.400","-7052.571","-6926.656","-4438.758","-2510.995"
"1745590643","-2477.616","-6628.931","-6309.897","-4518.032","-2231.598","-3591.329","-5619.526","-4891.604","-4518.926","-5291.402","-5527.139","-5882.084","-6924.123","-6734.878","-4412.085","-2602.935"
"1745590644","-2474.189","-6639.510","-6224.662","-4521.459","-2240.539","-3496.408","-5587.488","-4798.770","-4359.484","-5296.916","-5615.354","-5964.190","-6895.363","-6843.358","-4427.880","-2720.505"
"1745590645","-2474.934","-6879.717","-6177.574","-4500.151","-2235.323","-3563.613","-5617.440","-4968.941","-4543.066","-5284.846","-5569.756","-5815.178","-7067.770","-6930.828","-4445.761","-2599.657"
"1745590646","-2458.841","-6952.882","-6287.992","-4462.004","-2229.661","-3539.473","-5635.172","-5050.153","-4643.351","-5286.932","-5506.277","-5745.888","-6974.339","-6877.184","-4472.435","-2537.519"
"1745590647","-2435.148","-6967.336","-6416.142","-4461.706","-2230.108","-3483.146","-5639.344","-5032.122","-4627.705","-5280.972","-5478.859","-5840.063","-6876.588","-6910.264","-4429.817","-2571.046"
"1745590648","-2437.979","-7004.440","-6353.259","-4454.702","-2237.111","-3529.638","-5646.050","-5013.496","-4616.976","-5279.630","-5596.578","-5929.470","-6872.267","-6910.861","-4423.112","-2581.477"
"1745590649","-2416.223","-6980.151","-6229.132","-4426.241","-2265.871","-3671.795","-5578.101","-5028.397","-4613.549","-5283.207","-5695.373","-5803.406","-7044.077","-6744.862","-4546.642","-2563.894"
"1745590650","-2428.591","-6693.751","-6201.118","-4448.146","-2402.514","-3617.704","-5533.844","-4988.015","-4541.427","-5274.564","-5501.658","-5757.064","-7023.662","-6854.385","-4471.540","-2547.652"
"1745590651","-2408.773","-6641.001","-6335.825","-4478.991","-2287.626","-3508.031","-5604.625","-5019.009","-4328.936","-5270.988","-5529.821","-5928.427","-6858.110","-6922.930","-4431.307","-2561.510"
"1745590652","-2360.493","-6780.624","-6463.528","-4488.677","-2223.998","-3499.240","-5636.513","-5045.533","-4474.372","-5286.634","-5545.318","-5928.427","-6910.563","-6889.701","-4443.675","-2524.406"
"1745590653","-2374.202","-6924.272","-6504.804","-4515.946","-2262.294","-3538.430","-5621.016","-5024.076","-4629.791","-5286.038","-5516.112","-5860.925","-7077.754","-6897.151","-4451.871","-2492.368"
"1745590654","-2345.890","-6942.451","-6388.575","-4512.966","-2249.926","-3507.137","-5629.659","-5028.397","-4599.988","-5276.948","-5500.168","-5754.679","-7006.675","-6862.581","-4430.562","-2516.359"
"1745590655","-2435.595","-6931.871","-6252.229","-4493.892","-2225.190","-3482.848","-5637.556","-5039.722","-4541.874","-5264.580","-5599.260","-5747.527","-6898.046","-6805.509","-4402.846","-2549.291"
"1745590656","-2717.823","-6955.117","-6174.296","-4485.399","-2239.048","-3643.334","-5565.435","-4897.714","-4563.928","-5283.356","-5659.759","-5916.506","-6894.469","-6902.367","-4433.393","-2520.829"
"1745590657","-2730.787","-6986.111","-6275.177","-4485.399","-2225.339","-3629.625","-5540.699","-4784.316","-4587.173","-5282.462","-5499.423","-5886.704","-7048.100","-6863.475","-4422.665","-2515.912"
"1745590658","-2487.153","-6980.449","-6466.806","-4487.634","-2220.422","-3459.305","-5489.737","-4989.207","-4579.574","-5274.564","-5518.794","-5729.198","-7090.271","-6884.485","-4495.829","-2520.382"
"1745590659","-2427.548","-6845.444","-6502.718","-4500.300","-2213.567","-3518.164","-5550.534","-5176.067","-4553.050","-5261.153","-5532.503","-5824.268","-6930.977","-6920.844","-4501.194","-2520.978"
"1745590660","-2452.582","-6643.087","-6463.528","-4497.468","-2199.709","-3534.406","-5584.061","-5087.852","-4590.452","-5266.070","-5487.800","-5926.788","-6853.044","-6834.567","-4422.069","-2510.846"
"1745590661","-2472.103","-6729.811","-6229.728","-4485.548","-2235.025","-3479.868","-5598.515","-4991.591","-4608.631","-5268.306","-5489.290","-5901.456","-6932.616","-6657.839","-4418.641","-2533.793"
"1745590662","-2467.185","-6870.478","-6157.309","-4471.242","-2249.330","-3582.835","-5583.316","-5019.605","-4585.385","-5287.528","-5639.642","-5721.450","-7051.826","-6815.493","-4422.218","-2568.513"
"1745590663","-2402.365","-6911.755","-6248.206","-4471.242","-2201.796","-3696.531","-5602.539","-5040.467","-4590.750","-5337.596","-5658.865","-5778.223","-6912.947","-6892.234","-4427.582","-2535.731"
"1745590664","-2540.499","-6909.668","-6429.255","-4493.147","-2206.713","-3500.581","-5614.161","-5038.828","-4592.985","-5294.681","-5475.581","-5954.355","-6836.653","-6837.249","-4408.062","-2515.316"
"1745590665","-2716.333","-6927.252","-6487.668","-4514.307","-2225.935","-3474.504","-5584.508","-5020.052","-4600.435","-5274.266","-5532.056","-5911.142","-7011.294","-6871.969","-4449.487","-2541.542"
"1745590666","-2710.968","-6955.415","-6508.380","-4561.245","-2166.629","-3510.118","-5550.534","-5024.970","-4599.094","-5276.203","-5537.271","-5839.467","-7078.350","-6859.004","-4587.770","-2666.414"
"1745590667","-2544.969","-6964.505","-6453.544","-4542.768","-2169.609","-3475.249","-5577.207","-5022.585","-4606.396","-5276.948","-5507.916","-5738.139","-7032.007","-6849.319","-4549.921","-2741.069"
"1745590668","-2428.740","-6968.975","-6299.317","-4529.655","-2169.907","-3581.941","-5575.567","-5023.032","-4610.419","-5266.070","-5535.781","-5851.090","-6882.995","-6897.897","-4401.505","-2517.700"
"1745590669","-2439.469","-6991.476","-6182.045","-4532.039","-2161.264","-3634.840","-5595.535","-5027.503","-4628.897","-5351.901","-5671.233","-5931.407","-6872.565","-6871.074","-4434.884","-2380.610"
