"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1746799833","-564.009","-6110.221","-5098.283","-811.815","-215.918","-2033.710","-774.562","-4831.702","-995.845","-352.561","-2422.035","-3124.624","-3654.659","-6819.814","-3647.059","-3594.756"
"1746799834","-541.806","-6111.562","-5074.590","-832.230","-287.890","-2038.181","-819.564","-4925.877","-974.536","-347.495","-2200.752","-3113.598","-3478.229","-6622.076","-3718.585","-3673.583"
"1746799835","-384.301","-6127.805","-4867.911","-666.231","-357.181","-2181.530","-821.203","-4958.659","-991.523","-331.700","-2457.052","-3123.432","-3463.626","-6604.642","-3847.182","-3695.488"
"1746799836","-381.768","-6124.228","-4819.334","-569.224","-334.829","-2238.601","-819.862","-4805.177","-1185.834","-330.657","-2605.468","-3129.840","-3566.146","-6797.910","-3656.149","-3696.829"
"1746799837","-406.057","-6102.324","-4800.260","-549.853","-254.810","-2170.801","-829.399","-4740.655","-1235.008","-340.641","-2298.951","-3123.581","-3558.993","-6721.765","-3814.995","-3688.782"
"1746799838","-401.288","-6071.478","-4909.486","-561.029","-198.483","-2032.518","-833.273","-4786.551","-1077.056","-368.953","-2190.173","-3129.542","-3487.170","-6731.749","-3839.433","-3692.508"
"1746799839","-397.265","-6068.647","-5074.441","-640.750","-262.409","-2064.705","-848.025","-4799.366","-945.926","-393.689","-2368.540","-3120.452","-3457.665","-6790.459","-3667.772","-3693.402"
"1746799840","-392.199","-6063.432","-5077.720","-756.532","-343.770","-2152.473","-831.038","-4754.215","-920.147","-416.636","-2612.025","-3117.025","-3538.728","-6789.267","-3772.825","-3688.931"
"1746799841","-439.584","-6059.706","-4873.723","-816.584","-360.161","-2236.813","-743.717","-4826.337","-1034.737","-406.504","-2409.071","-3123.283","-3642.440","-6571.114","-3825.277","-3681.630"
"1746799842","-556.111","-6068.349","-4805.028","-720.918","-323.206","-2138.019","-710.785","-4992.485","-1052.320","-347.346","-2184.957","-3114.194","-3497.303","-6663.501","-3650.337","-3684.461"
"1746799843","-531.971","-6074.756","-4784.763","-587.106","-221.878","-2008.379","-752.360","-4934.371","-1000.613","-331.998","-2454.370","-3132.373","-3440.678","-6816.685","-3841.966","-3701.895"
"1746799844","-435.710","-6070.733","-4781.038","-582.337","-203.103","-2143.234","-799.298","-4726.201","-985.861","-339.895","-2618.879","-3123.730","-3526.509","-6703.883","-3759.414","-3681.183"
"1746799845","-398.457","-6066.859","-4902.780","-565.946","-268.668","-2225.190","-808.537","-4667.938","-1106.560","-333.488","-2441.108","-3111.362","-3660.619","-6797.910","-3586.709","-3656.745"
"1746799846","-421.703","-6068.796","-5093.366","-611.842","-367.910","-2149.493","-814.348","-4756.004","-1237.839","-353.307","-2205.968","-3128.797","-3642.887","-6826.520","-3800.541","-3680.438"
"1746799847","-426.769","-6063.879","-5093.366","-707.805","-372.231","-2034.754","-809.431","-4908.442","-1156.330","-452.548","-2299.100","-3129.840","-3445.745","-6629.825","-3793.538","-3698.915"
"1746799848","-437.498","-6035.119","-4944.205","-782.311","-354.946","-2028.793","-792.444","-4902.333","-890.493","-499.785","-2620.965","-3122.240","-3463.626","-6640.255","-3662.109","-3686.100"
"1746799849","-569.969","-6043.017","-4817.694","-749.081","-311.732","-2225.935","-806.898","-4744.977","-871.867","-410.825","-2439.767","-3126.413","-3552.139","-6812.811","-3857.315","-3682.971"
"1746799850","-537.932","-6048.083","-4800.260","-665.635","-248.998","-2229.810","-813.305","-4727.989","-1075.715","-325.441","-2158.880","-3115.833","-3564.656","-6752.312","-3720.820","-3665.537"
"1746799851","-413.805","-6051.362","-4817.247","-582.784","-232.756","-2125.353","-819.415","-4799.664","-1227.558","-323.951","-2293.587","-3136.992","-3457.069","-6779.134","-3625.751","-3668.070"
"1746799852","-411.570","-6046.444","-4973.114","-561.029","-317.544","-2031.773","-823.736","-4937.500","-1200.736","-339.448","-2567.768","-3142.953","-3442.615","-6774.515","-3860.295","-3677.458"
"1746799853","-431.091","-6026.179","-5101.562","-599.623","-374.168","-2089.739","-822.246","-4956.871","-985.861","-349.879","-2545.714","-3128.499","-3539.473","-6788.224","-3751.367","-3686.249"
"1746799854","-561.774","-5986.989","-5018.413","-737.309","-378.788","-2240.539","-796.616","-4756.898","-974.983","-348.389","-2215.505","-3124.177","-3685.653","-6619.543","-3680.438","-3695.935"
"1746799855","-637.472","-6003.976","-4860.461","-813.156","-365.078","-2213.418","-798.553","-4725.605","-1017.451","-354.946","-2304.614","-3132.075","-3546.327","-6652.921","-3857.613","-3661.513"
"1746799856","-558.048","-6030.053","-4789.680","-801.086","-335.872","-2128.631","-812.113","-4852.116","-978.857","-432.581","-2620.965","-3145.933","-3426.969","-6822.646","-3699.064","-3657.192"
"1746799857","-408.739","-6031.841","-4769.415","-626.594","-256.598","-2017.617","-828.505","-4988.909","-958.145","-472.367","-2454.221","-3124.475","-3530.681","-6741.583","-3773.719","-3670.007"
"1746799858","-417.531","-6029.904","-4859.269","-557.452","-300.854","-2110.898","-827.014","-4885.793","-1042.485","-414.252","-2212.524","-3136.098","-3616.810","-6740.391","-3917.813","-3667.772"
"1746799859","-439.733","-6024.688","-5066.544","-544.637","-385.195","-2228.767","-815.243","-4745.722","-1169.890","-350.624","-2204.627","-3151.447","-3627.241","-6811.321","-3720.671","-3657.788"
"1746799860","-430.346","-6019.026","-5107.224","-615.120","-386.983","-2188.385","-815.988","-4724.264","-1140.833","-321.567","-2532.601","-3116.280","-3480.315","-6778.836","-3701.597","-3646.165"
"1746799861","-416.189","-6012.321","-4987.717","-712.425","-368.208","-2169.609","-816.137","-4928.410","-969.321","-330.508","-2577.156","-3128.797","-3487.170","-6807.148","-3913.343","-3651.381"
"1746799862","-522.882","-6026.179","-4799.068","-802.726","-267.774","-2195.239","-815.690","-5043.298","-954.866","-391.603","-2265.871","-3154.874","-3501.624","-6821.901","-3677.160","-3657.192"
"1746799863","-603.944","-6132.424","-4771.650","-775.456","-244.975","-2141.297","-807.941","-4853.159","-1038.909","-466.704","-2272.874","-3123.581","-3527.254","-6779.134","-3764.778","-3671.497"
"1746799864","-576.824","-6263.256","-4879.236","-654.161","-286.996","-2042.055","-814.348","-4712.641","-1164.377","-503.063","-2504.289","-3136.396","-3648.400","-6587.207","-3878.772","-3685.951"
"1746799865","-406.355","-6244.928","-5087.554","-527.948","-389.516","-2104.342","-825.077","-4731.566","-1120.716","-479.817","-2596.527","-3150.851","-3654.510","-6701.052","-3752.559","-3705.472"
