time_date_stamp, excel_time_date_stamp, unix_time_stamp, test_time,Current_temp_A0,Current_temp_A1,Current_temp_A2,Current_temp_A3,Current_temp_A4,Current_temp_A5,Current_temp_A6,Current_temp_A7/A2,Target_temp_A0,Target_temp_A1,Target_temp_A2,Target_temp_A3,Target_temp_A4,Target_temp_A5,Target_temp_A6,Target_temp_A7/A2,kp_A0,kp_A1,kp_A2,kp_A3,kp_A4,kp_A5,kp_A6,kp_A7/A2,ki_A0,ki_A1,ki_A2,ki_A3,ki_A4,ki_A5,ki_A6,ki_A7/A2,kd_A0,kd_A1,kd_A2,kd_A3,kd_A4,kd_A5,kd_A6,kd_A7/A2,Output_A0,Output_A1,Output_A2,Output_A3,Output_A4,Output_A5,Output_A6,Output_A7/A2,BaSyTec Line.Loop_A0,BaSyTec Line.Loop_A1,BaSyTec Line.Loop_A2,BaSyTec Line.Loop_A3,BaSyTec Line.Loop_A4,BaSyTec Line.Loop_A5,BaSyTec Line.Loop_A6,BaSyTec Line.Loop_A7/A2
20250328 _153603,45744.6500392477,1743176163.39143,00:00:00,24.99,25.03,25,25,25,25,24.99,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.58,0,7.93,5.98,6.81,6.73,5.58,6.05,.,.,.,.,.,.,.,.
20250328 _153604,45744.6500508796,1743176164.39605,00:00:00,24.99,25.03,25,25.01,25,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.59,0,7.97,6.64,6.81,6.72,4.66,5.9,.,.,.,.,.,.,.,.
20250328 _153605,45744.6500625116,1743176165.40194,00:00:00,24.99,25.04,25,25.01,25,25.01,25.01,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.61,0,7.97,6.62,6.81,6.71,5.4,5.88,.,.,.,.,.,.,.,.
20250328 _153606,45744.6500741667,1743176166.40827,00:00:00,25,25.03,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.57,0,7.97,6.7,6.76,6.7,5.43,5.92,.,.,.,.,.,.,.,.
20250328 _153607,45744.6500859838,1743176167.42968,00:00:00,25,25.02,25,24.99,25.01,25.01,24.99,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,5.72,0,7.96,7.61,5.87,5.72,6.41,6.08,.,.,.,.,.,.,.,.
20250328 _153608,45744.6500976505,1743176168.43766,00:00:00,25,25.03,25,25,25.01,25,24.99,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.58,0,7.96,6.79,6.68,6.72,4.74,6,.,.,.,.,.,.,.,.
20250328 _153609,45744.6501092708,1743176169.44127,00:00:00,25,25.04,25,25.01,25,24.99,24.99,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.59,0,7.95,6.64,6.76,6.83,5.55,5.9,.,.,.,.,.,.,.,.
20250328 _153610,45744.650121088,1743176170.46217,00:00:00,25,25.04,25,25.01,24.99,24.99,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.59,0,7.95,6.56,6.91,6.91,5.46,5.88,.,.,.,.,.,.,.,.
20250328 _153611,45744.6501326736,1743176171.46336,00:00:00,25,25.03,25,25,24.99,24.99,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.6,0,7.95,6.69,6.89,5.98,5.38,6.02,.,.,.,.,.,.,.,.
20250328 _153612,45744.6501443866,1743176172.47511,00:00:00,25,25.02,25,24.99,25,24.99,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.6,0,7.95,6.79,6.8,6.92,6.36,6.09,.,.,.,.,.,.,.,.
20250328 _153613,45744.6501559838,1743176173.47796,00:00:00,25,25.03,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.54,0,7.88,6.82,6.8,6.88,6.47,6.01,.,.,.,.,.,.,.,.
20250328 _153614,45744.6501676505,1743176174.48536,00:00:00,25,25.04,25,25,25,25,24.99,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.54,0,8.77,6.69,6.8,6.9,4.7,5.9,.,.,.,.,.,.,.,.
20250328 _153615,45744.6501792824,1743176175.49037,00:00:00,25,25.04,25,25.01,25,25,25.01,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,5.66,0,8.76,6.63,6.75,6.91,5.41,5.88,.,.,.,.,.,.,.,.
20250328 _153616,45744.6501909028,1743176176.49404,00:00:00,25,25.03,25,25,25.01,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.52,0,7.92,6.71,6.69,6.87,5.43,6.02,.,.,.,.,.,.,.,.
20250328 _153617,45744.6502025694,1743176177.50219,00:00:00,25,25.03,25,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.51,0,7.92,6.86,5.84,6.87,5.52,6.04,.,.,.,.,.,.,.,.
20250328 _153618,45744.6502141898,1743176178.50645,00:00:00,25,25.03,25,25,25,25,24.99,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.51,0,7.92,6.79,6.8,6.87,6.48,5.94,.,.,.,.,.,.,.,.
20250328 _153619,45744.6502259722,1743176179.52476,00:00:00,25,25.04,25,25.01,24.99,25,24.99,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.5,0,7.86,6.65,6.91,6.81,5.65,5.82,.,.,.,.,.,.,.,.
20250328 _153620,45744.6502375463,1743176180.52489,00:00:00,25,25.03,25,25.01,25,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.49,0,7.91,6.58,6.84,6.8,5.52,5.9,.,.,.,.,.,.,.,.
20250328 _153621,45744.6502492361,1743176181.53413,00:00:00,25,25.02,24.99,25,25,25.01,25.01,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.48,0,8.02,6.64,6.8,6.73,5.41,6.07,.,.,.,.,.,.,.,.
20250328 _153622,45744.6502608796,1743176182.54046,00:00:00,25,25.03,25,24.99,25,25.01,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.47,0,7.99,6.79,6.75,6.71,5.39,6.05,.,.,.,.,.,.,.,.
20250328 _153623,45744.6502725231,1743176183.54622,00:00:00,25,25.04,25,24.99,25,25.01,24.99,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.46,0,8.84,6.87,6.74,6.69,6.41,5.95,.,.,.,.,.,.,.,.
20250328 _153624,45744.6502841667,1743176184.5527,00:00:00,25,25.04,25,25,25,25.01,24.99,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.45,0,8,6.74,6.73,6.68,5.62,5.89,.,.,.,.,.,.,.,.
20250328 _153625,45744.6502958449,1743176185.5617,00:00:00,25,25.03,25,25.01,25.01,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.44,0,7.96,6.64,6.67,6.76,5.55,5.92,.,.,.,.,.,.,.,.
20250328 _153626,45744.6503074653,1743176186.56538,00:00:00,25.01,25.02,25,25.01,25,24.99,25.01,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,7.3,0,7.95,6.61,6.74,6.93,5.45,6.07,.,.,.,.,.,.,.,.
20250328 _153627,45744.6503191319,1743176187.57335,00:00:00,25.01,25.03,25,25,24.99,24.99,25.01,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,5.5,0,7.95,6.73,6.9,6.91,5.38,6.05,.,.,.,.,.,.,.,.
20250328 _153628,45744.6503307176,1743176188.57419,00:00:00,25,25.04,25,24.99,24.99,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.4,0,7.95,6.85,6.88,6.88,4.62,5.9,.,.,.,.,.,.,.,.
20250328 _153629,45744.6503423611,1743176189.5806,00:00:00,25,25.04,25,25,25,25,24.99,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.45,0,7.95,6.78,6.84,6.9,4.72,5.83,.,.,.,.,.,.,.,.
20250328 _153630,45744.6503539931,1743176190.58562,00:00:00,25,25.03,25,25.01,25,25,24.99,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,5.53,0,7.94,5.87,6.8,6.86,4.76,5.97,.,.,.,.,.,.,.,.
20250328 _153631,45744.6503656597,1743176191.5936,00:00:00,25,25.02,25,25.01,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.39,0,7.94,6.57,7.61,6.86,5.57,6.08,.,.,.,.,.,.,.,.
20250328 _153632,45744.6503773148,1743176192.60012,00:00:00,25,25.03,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.38,0,7.94,6.69,6.74,6.86,5.48,6.01,.,.,.,.,.,.,.,.
20250328 _153633,45744.6503890856,1743176193.61727,00:00:00,25,25.04,25,24.99,25.01,25,25.01,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.37,0,7.93,6.85,6.68,6.86,5.46,5.9,.,.,.,.,.,.,.,.
20250328 _153634,45744.650400706,1743176194.62127,00:00:00,25,25.04,25,25,25,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.37,0,7.93,6.79,6.7,6.8,5.55,5.87,.,.,.,.,.,.,.,.
20250328 _153635,45744.650412338,1743176195.6266,00:00:00,25,25.03,25,25.01,24.99,25,24.98,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,7.27,0,7.99,6.69,6.89,6.85,6.54,6.94,.,.,.,.,.,.,.,.
20250328 _153636,45744.6504239583,1743176196.63065,00:00:00,25,25.02,25,25.01,24.99,25,24.99,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.41,0,7.99,6.63,6.92,6.85,5.68,6.15,.,.,.,.,.,.,.,.
20250328 _153637,45744.6504357407,1743176197.64871,00:00:00,24.99,25.03,24.99,25,24.99,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,5.56,0,8.01,6.66,6.95,6.85,5.61,6.07,.,.,.,.,.,.,.,.
20250328 _153638,45744.6504474769,1743176198.66281,00:00:00,24.99,25.03,24.99,24.99,24.99,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.48,0,8.97,6.86,6.92,6.91,4.67,5.98,.,.,.,.,.,.,.,.
20250328 _153639,45744.6504592245,1743176199.67773,00:00:00,24.99,25.03,24.99,24.99,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.55,0,8.16,6.9,6.99,7.89,5.55,5.97,.,.,.,.,.,.,.,.
20250328 _153640,45744.6504708681,1743176200.68361,00:00:00,24.99,25.03,24.98,25,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.63,0,8.25,6.83,7.02,7,5.5,6.02,.,.,.,.,.,.,.,.
20250328 _153641,45744.6504824421,1743176201.68389,00:00:00,24.99,25.03,24.98,25,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.67,0,8.36,6.79,7.05,7.03,5.58,6.01,.,.,.,.,.,.,.,.
20250328 _153642,45744.6504940394,1743176202.6853,00:00:00,24.98,25.03,24.98,25,24.98,24.99,24.99,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.75,0,8.35,6.79,7.12,7.1,5.65,6.02,.,.,.,.,.,.,.,.
20250328 _153643,45744.650505625,1743176203.68636,00:00:00,24.98,25.03,25,25,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.81,0,8.23,6.74,7.12,6.17,4.73,6.02,.,.,.,.,.,.,.,.
20250328 _153644,45744.650517338,1743176204.69818,00:00:00,25,25.03,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,5.78,0,8.12,6.73,7,6.04,5.58,6.03,.,.,.,.,.,.,.,.
20250328 _153645,45744.6505289815,1743176205.70427,00:00:00,25.01,25.03,25,25.01,25,25.01,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.54,0,8.22,6.67,6.95,6.94,5.57,6.02,.,.,.,.,.,.,.,.
20250328 _153646,45744.6505405903,1743176206.70711,00:00:00,25,25.03,24.99,25,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.62,0,8.34,6.69,6.98,6.99,4.67,6.08,.,.,.,.,.,.,.,.
20250328 _153647,45744.6505522454,1743176207.71469,00:00:00,24.99,25.03,24.99,24.99,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.74,0,7.48,6.88,7.08,7.1,5.56,6.1,.,.,.,.,.,.,.,.
20250328 _153648,45744.6505639005,1743176208.72178,00:00:00,24.99,25.03,25,24.98,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.82,0,7.34,6.96,7.15,8.09,4.71,6.05,.,.,.,.,.,.,.,.
20250328 _153649,45744.6505756366,1743176209.73595,00:00:00,25,25.03,25,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.69,0,9.01,6.96,6.26,7.1,5.55,6.11,.,.,.,.,.,.,.,.
20250328 _153650,45744.6505872685,1743176210.74069,00:00:00,25.01,25.03,25,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.57,0,8.26,6.94,6.99,7,5.6,6.13,.,.,.,.,.,.,.,.
20250328 _153651,45744.6505988889,1743176211.74482,00:00:00,25,25.03,24.98,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.66,0,9.27,7.02,6.97,7.89,6.45,6.2,.,.,.,.,.,.,.,.
20250328 _153652,45744.6506105324,1743176212.75002,00:00:00,24.99,25.02,24.99,24.99,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.78,0,8.41,7.05,7.06,7.98,5.61,6.22,.,.,.,.,.,.,.,.
20250328 _153653,45744.6506221528,1743176213.75485,00:00:00,24.99,25.02,25,24.99,24.99,24.99,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.75,0,7.44,7.08,7.17,7.14,4.73,6.25,.,.,.,.,.,.,.,.
20250328 _153654,45744.6506338889,1743176214.76819,00:00:00,25,25.02,25.01,24.99,24.99,24.99,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.66,0,8.17,7.11,7.15,7.17,5.63,6.34,.,.,.,.,.,.,.,.
20250328 _153655,45744.650645463,1743176215.76826,00:00:00,25.01,25.02,25,25,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.59,0,8.25,7,7.02,6.12,5.63,6.33,.,.,.,.,.,.,.,.
20250328 _153656,45744.6506570833,1743176216.77272,00:00:00,25,25.04,24.99,25.01,25.01,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.67,0,8.42,6.85,6.96,7.02,5.59,6.07,.,.,.,.,.,.,.,.
20250328 _153657,45744.6506687847,1743176217.78326,00:00:00,24.99,25.04,24.99,25.01,25,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.79,0,8.4,6.86,7.03,7.12,5.59,6.96,.,.,.,.,.,.,.,.
20250328 _153658,45744.6506803704,1743176218.78469,00:00:00,24.99,25.03,25,25,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.82,0,8.31,6.9,7.13,7.24,5.59,6.13,.,.,.,.,.,.,.,.
20250328 _153659,45744.6506920255,1743176219.79186,00:00:00,25,25.03,25.01,25,24.99,24.99,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,5.82,0,8.2,6.89,7.2,7.23,6.48,6.18,.,.,.,.,.,.,.,.
20250328 _153700,45744.65070375,1743176220.80493,00:00:00,25.01,25.03,25,25,25,25,25,25,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.57,0,9.12,6.11,7.13,7.08,6.47,6.18,.,.,.,.,.,.,.,.
20250328 _153701,45744.6507153588,1743176221.80746,00:00:00,25,25.03,24.99,25,25.01,25.01,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,7.56,0,8.39,6.92,6.99,7.92,5.58,6.24,.,.,.,.,.,.,.,.
20250328 _153702,45744.6507269792,1743176222.81173,00:00:00,24.99,25.03,25,25,25.01,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,7.67,0,8.36,6.92,6.91,7.04,5.53,7.18,.,.,.,.,.,.,.,.
20250328 _153703,45744.6507386111,1743176223.81669,00:00:00,25,25.03,25.01,25,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.73,0,8.21,6.92,6.98,7.14,6.47,6.28,.,.,.,.,.,.,.,.
20250328 _153704,45744.6507502083,1743176224.81897,00:00:00,25.01,25.03,25.01,25,25,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.62,0,8.18,6.97,7.07,7.16,5.58,6.29,.,.,.,.,.,.,.,.
20250328 _153705,45744.6507619444,1743176225.8329,00:00:00,25.01,25.03,25,25,24.99,25,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.6,0,9.16,6.98,7.13,7.06,4.74,6.3,.,.,.,.,.,.,.,.
20250328 _153706,45744.6507736227,1743176226.84174,00:00:00,24.99,25.03,24.99,25,25,25.01,25,24.99,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.75,0,8.39,7,7.11,6.94,5.58,6.32,.,.,.,.,.,.,.,.
20250328 _153707,45744.6507852431,1743176227.84594,00:00:00,24.99,25.04,25,25,25.01,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.77,0,8.25,7.01,6.96,7.92,5.57,6.12,.,.,.,.,.,.,.,.
20250328 _153708,45744.6507968403,1743176228.84703,00:00:00,25.01,25.05,25.01,25,25.01,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.62,0,8.12,7.07,6.94,7.11,5.52,6.03,.,.,.,.,.,.,.,.
20250328 _153709,45744.6508084375,1743176229.84936,00:00:00,25.01,25.04,25.01,25,25,25,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.54,0,8.13,7.04,7.84,7.12,6.41,6.09,.,.,.,.,.,.,.,.
20250328 _153710,45744.6508201736,1743176230.86388,00:00:00,25,25.04,25,25,25,25.01,25,25.01,25,25,25,25,25,25,25,25,12,0,12,10.8,10.8,12,11.4,12,3.4,0,3.48,3.096,2.88,3.2,3.116,3.4,10.59,0,10.34,9.42,10.12,11.25,10.43,10.59,6.63,0,9.11,7.04,7.06,7.02,5.55,5.22,.,.,.,.,.,.,.,.
