"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1744290037","-1897.315","-6477.336","-5789.200","-4167.954","-1984.040","-3170.570","-5509.357","-4567.206","-4560.202","-5043.596","-4923.344","-4736.632","-6406.903","-6187.707","-3941.059","-2268.702"
"1744290038","-2038.181","-6284.714","-5791.336","-4183.352","-1932.234","-3055.781","-5515.516","-4403.293","-4523.396","-5059.242","-4802.048","-4686.415","-6409.585","-5926.490","-4044.771","-2372.563"
"1744290039","-2065.202","-6233.653","-5812.645","-4346.172","-1836.320","-3134.807","-5506.873","-4377.961","-4395.396","-5069.673","-4682.392","-4675.090","-6435.812","-5748.123","-4114.360","-2386.272"
"1744290040","-2061.278","-6355.941","-5804.300","-4426.241","-1920.164","-3121.793","-5513.579","-4481.971","-4468.858","-5076.975","-4797.876","-4581.064","-6437.004","-6093.234","-4041.493","-2309.829"
"1744290041","-2075.732","-6492.883","-5784.035","-4408.658","-1986.623","-3106.594","-5523.860","-4658.699","-4600.435","-5068.332","-4901.588","-4586.428","-6387.234","-6121.397","-3980.994","-2165.139"
"1744290042","-2082.090","-6596.545","-5793.770","-4278.918","-1998.047","-3122.985","-5516.907","-4631.132","-4572.868","-4943.758","-4774.630","-4733.950","-6424.785","-5739.778","-4100.204","-2239.943"
"1744290043","-2096.891","-6622.374","-5828.589","-4142.374","-1904.070","-3247.708","-5501.360","-4397.482","-4392.117","-4899.353","-4683.137","-4689.395","-6425.232","-5990.863","-4088.432","-2400.130"
"1744290044","-2090.832","-6416.837","-5793.373","-4164.279","-1801.948","-3228.883","-5506.674","-4389.733","-4343.987","-5009.323","-4913.658","-4667.491","-6357.580","-6207.973","-3929.436","-2354.085"
"1744290045","-2087.951","-6255.507","-5620.867","-4292.727","-1820.773","-3136.396","-5509.257","-4576.147","-4512.072","-5052.984","-4919.469","-4614.592","-6351.471","-5903.542","-3949.702","-2314.150"
"1744290046","-2092.570","-6263.703","-5601.496","-4369.020","-1940.131","-3137.738","-5515.218","-4703.104","-4577.786","-5064.458","-4726.052","-4525.334","-6426.275","-5747.378","-4137.158","-2308.339"
