"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1744116786","-1986.921","-6133.169","-5724.579","-4324.168","-1679.808","-2996.475","-5387.962","-4562.438","-4546.046","-5002.022","-4541.427","-4261.434","-6144.792","-5909.652","-3885.627","-2326.816"
"1744116787","-1988.113","-6327.232","-5753.636","-4176.895","-1704.296","-2935.529","-5438.825","-4372.299","-4561.990","-5010.664","-4493.743","-4377.514","-6077.737","-5961.657","-4013.032","-2339.631"
"1744116788","-1986.027","-6487.072","-5736.649","-4212.260","-1836.568","-2888.739","-5538.762","-4247.129","-4567.951","-5024.374","-4666.001","-4270.524","-5913.377","-5741.715","-4097.521","-2244.562"
"1744116789","-1986.821","-6483.396","-5721.947","-4335.245","-1876.454","-2993.445","-5539.358","-4293.919","-4518.628","-5033.910","-4627.109","-4175.603","-5906.224","-5752.146","-3979.802","-2189.875"
"1744116790","-1990.199","-6492.734","-5719.662","-4397.482","-1881.868","-3000.051","-5563.349","-4478.991","-4326.850","-5047.619","-4469.901","-4205.853","-6073.117","-5845.428","-3862.679","-2294.630"
"1744116791","-1993.626","-6492.138","-5737.096","-4389.435","-1873.523","-2929.568","-5570.650","-4574.507","-4330.724","-5047.470","-4481.673","-4206.300","-6121.397","-5793.124","-4008.859","-2365.708"
"1744116792","-2005.994","-6497.900","-5706.052","-4385.313","-1870.294","-2907.217","-5595.386","-4390.925","-4602.969","-5037.040","-4634.410","-4283.041","-6103.218","-5785.525","-4100.055","-2245.903"
"1744116793","-2014.935","-6315.708","-5703.121","-4282.892","-1904.070","-2915.710","-5533.695","-4242.957","-4650.354","-5038.530","-4640.520","-4395.843","-6156.862","-5965.978","-3936.887","-2173.632"
"1744116794","-2021.194","-6183.535","-5742.460","-4203.320","-1896.024","-2901.852","-5462.468","-4368.573","-4517.287","-4930.049","-4450.530","-4298.687","-6054.044","-5790.144","-3909.320","-2340.674"
"1744116795","-2022.088","-6311.536","-5774.498","-4288.057","-1783.967","-3046.195","-5541.444","-4571.676","-4536.659","-4860.610","-4499.555","-4136.115","-5929.917","-5735.904","-4075.617","-2342.910"
"1744116796","-2027.154","-6494.522","-5765.557","-4415.661","-1717.210","-3010.035","-5599.856","-4542.470","-4601.479","-4942.417","-4657.507","-4188.418","-6039.143","-5828.142","-4056.990","-2247.691"
"1744116797","-2026.260","-6524.821","-5712.112","-4457.434","-1829.465","-2902.349","-5553.663","-4353.970","-4610.866","-4991.591","-4647.225","-4336.685","-6152.987","-5828.291","-3939.718","-2163.202"
