"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1744208344","-1390.278","-4597.008","-3973.395","-2706.498","-1123.101","-1802.593","-3542.155","-2798.438","-3038.645","-3161.281","-3312.528","-2703.816","-4226.863","-3937.632","-2907.962","-1323.223"
"1744208345","-1370.609","-4353.225","-4015.764","-2715.886","-1036.425","-1826.982","-3531.277","-2901.405","-2810.806","-3260.672","-3249.198","-2769.679","-4220.754","-3884.435","-2932.101","-1347.512"
"1744208346","-1387.298","-4235.655","-4030.466","-2736.598","-1006.126","-1896.173","-3519.207","-3112.108","-2774.298","-3267.974","-3281.981","-2714.545","-4253.536","-3880.411","-2784.133","-1277.179"
"1744208347","-1409.948","-4424.056","-4010.101","-2736.052","-1024.207","-1958.708","-3507.535","-3058.612","-2858.937","-3126.413","-3286.153","-2558.231","-4225.075","-3929.734","-2882.630","-1289.845"
"1744208348","-1421.869","-4593.879","-4020.631","-2755.821","-1010.001","-1802.146","-3514.886","-2864.301","-3049.970","-3051.758","-3255.904","-2657.473","-4216.731","-3935.993","-3017.783","-1306.832"
"1744208349","-1430.064","-4607.290","-4046.112","-2769.381","-1045.614","-1793.206","-3533.512","-2796.650","-3092.289","-3156.662","-3243.387","-2763.569","-4225.671","-3882.796","-2935.529","-1339.167"
"1744208350","-1438.459","-4614.989","-4050.036","-2746.085","-1192.987","-1944.602","-3538.032","-2975.315","-2852.231","-3250.986","-3293.455","-2734.512","-4236.847","-3951.043","-2794.713","-1294.315"
"1744208351","-1339.465","-4672.259","-4053.563","-2756.864","-1123.846","-1994.222","-3537.238","-3166.348","-2744.049","-3271.401","-3257.245","-2681.762","-4212.856","-3955.364","-2865.493","-1296.252"
"1744208352","-1167.456","-4568.696","-4043.380","-2742.906","-1021.425","-1824.995","-3578.563","-3037.453","-2897.084","-3225.505","-3259.778","-2747.029","-4267.991","-3896.207","-2841.502","-1328.140"
"1744208353","-1241.416","-4316.270","-4037.917","-2726.316","-986.457","-1835.227","-3587.455","-2840.310","-3104.508","-3069.639","-3308.952","-2770.424","-4207.790","-3926.605","-2789.050","-1313.537"
"1744208354","-1374.036","-4257.113","-4035.681","-2730.191","-991.970","-1946.092","-3557.503","-2851.635","-2979.040","-3119.409","-3300.905","-2752.542","-4162.937","-3935.546","-2918.094","-1296.997"
"1744208355","-1397.431","-4443.824","-4025.102","-2736.251","-1002.550","-1966.457","-3542.900","-2948.940","-2807.975","-3215.373","-3257.394","-2752.841","-4230.440","-3933.012","-3005.862","-1297.593"
"1744208356","-1394.451","-4598.051","-4048.347","-2622.604","-1132.190","-1830.906","-3648.400","-3075.302","-2779.067","-3235.638","-3254.563","-2768.338","-4310.608","-3934.503","-2920.181","-1267.344"
"1744208357","-1406.074","-4633.516","-4057.735","-2599.359","-1187.921","-1814.216","-3744.215","-3041.178","-2867.132","-3239.065","-3300.160","-2744.496","-4221.201","-3934.652","-2792.925","-1259.744"
"1744208358","-1438.856","-4653.335","-4061.560","-2676.944","-1064.241","-1974.106","-3642.142","-2840.012","-3076.047","-3262.311","-3403.276","-2721.846","-4252.791","-3873.855","-2862.066","-1297.742"
"1744208359","-1457.185","-4570.633","-4081.875","-2758.801","-990.480","-2006.590","-3559.887","-2869.964","-3036.112","-3278.404","-3299.713","-2601.743","-4232.824","-3703.833","-2942.234","-1300.424"
"1744208360","-1432.101","-4356.007","-4026.393","-2779.265","-979.900","-1823.803","-3582.339","-3107.786","-2824.962","-3267.974","-3283.918","-2689.362","-4265.457","-3888.607","-2953.112","-1250.654"
"1744208361","-1255.870","-4316.568","-3872.514","-2771.616","-1070.499","-1808.852","-3584.027","-3140.569","-2811.253","-3173.053","-3321.469","-2742.410","-4281.402","-3973.842","-2797.246","-1286.268"
"1744208362","-1181.960","-4499.853","-3796.816","-2774.298","-1197.457","-1915.544","-3578.812","-2941.191","-2837.628","-3057.122","-3316.253","-2755.076","-4269.630","-3924.817","-2807.826","-1319.647"
