"","A0_C05 Ave. (µV)","A2_C07 Ave. (µV)","A4_C08 Ave. (µV)","A6_C11 Ave. (µV)","C0_D01 Ave. (µV)","C3_D03 Ave. (µV)","C6_D04 Ave. (µV)","B0_C13 Ave. (µV)","B6_C14 Ave. (µV)","D0_D07 Ave. (µV)","D1_D08 Ave. (µV)","D2_D11 Ave. (µV)","D3_D12 Ave. (µV)","D4_D13 Ave. (µV)","D5_D14 Ave. (µV)","D6_D16 Ave. (µV)"
"1743772257","-1905.560","-7782.976","-7169.048","-5888.740","-1989.504","-3661.017","-7588.863","-4057.139","-6260.425","-5601.496","-3819.913","-5120.486","-7655.323","-7231.385","-4509.985","-3338.903"
"1743772258","-1921.356","-7927.418","-7328.391","-5972.981","-2053.976","-3562.272","-7596.761","-4236.549","-6163.567","-5596.280","-3950.149","-5079.955","-7687.360","-7036.626","-4580.766","-3202.707"
"1743772259","-1999.885","-7940.382","-7440.448","-6113.648","-2112.389","-3623.664","-7580.668","-4364.848","-5984.604","-5704.463","-3707.111","-5101.562","-7652.491","-7195.622","-4614.741","-3356.636"
"1743772260","-2026.459","-7966.856","-7342.696","-6183.585","-2132.158","-3788.869","-7580.718","-4354.417","-6037.951","-5791.485","-3626.347","-5172.789","-7641.613","-7280.707","-4582.703","-3475.249"
"1743772261","-2019.703","-7972.717","-7191.747","-6062.984","-2143.234","-3732.294","-7577.389","-4307.628","-6203.502","-5713.850","-3798.455","-5150.139","-7623.434","-7197.261","-4609.078","-3474.802"
"1743772262","-2027.452","-7826.388","-7144.809","-5951.077","-2155.006","-3613.234","-7570.088","-4149.526","-6263.852","-5633.384","-3884.137","-5040.169","-7646.531","-7220.209","-4635.602","-3306.717"
"1743772263","-2037.485","-7654.925","-7130.802","-5926.391","-2063.215","-3655.354","-7579.724","-4081.577","-6109.178","-5608.946","-3743.768","-5104.840","-7700.026","-7258.505","-4592.091","-3308.058"
"1743772264","-2034.605","-7699.132","-7177.889","-5909.652","-1995.564","-3821.403","-7621.050","-4264.861","-5906.969","-5609.095","-3671.050","-5244.911","-7698.685","-7226.616","-4493.743","-3356.040"
"1743772265","-2035.896","-7869.303","-7345.776","-5878.508","-2080.103","-3693.998","-7612.109","-4362.017","-6035.268","-5606.264","-3837.496","-5091.131","-7695.258","-7222.444","-4568.249","-3381.968"
"1743772266","-2032.071","-7932.335","-7438.809","-5870.312","-2133.548","-3596.693","-7581.264","-4293.919","-6214.082","-5597.770","-3872.216","-5024.970","-7754.266","-7255.375","-4644.692","-3393.292"
"1743772267","-2017.021","-7949.919","-7340.759","-5887.449","-2151.877","-3714.561","-7587.820","-4208.535","-6213.486","-5587.190","-3729.016","-5143.434","-7743.686","-7259.548","-4593.283","-3357.232"
